ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_46	-1.147	13.108	0.0311967961760826	0.122610664040883	Depleted	0.366	0.804	0.388	0.023	0.069	0.134	0.045	0.247	0.054	0.002	0.004	0.02	0.034	0.021	0.204	3.26	0.218	0.05	0.368	0.413	0.511	1.073	0.728	0.457	0.019	0.384	0.179	0.08	0.059	0.129	0.146	1.991	0.125	0.309	0.349	4.593	2.623	0.433	0.081	0.077	0.411	0.029	1.346	0.032	0.039	0.015	0.019	0.276	0.062	0.02	0.322	0.282	0.196	0.12	0.172	0.102	0.112	0.126	0.1	0.159	0.254	0.951	0.22	0.122	0.072	0.078	0.164	0.03	0.143	0.277	0.133	0.146	16.887	0.143
ASV_134	0.97	10.615	0.0346326123840848	0.133020715747962	Enriched	0.133	0.08	0.042	0.034	0.034	0.006	0.03	0.039	0.005	0	0.002	0.012	0.043	0.015	0.13	1.782	0.101	0.05	0.268	0.088	0.045	0.043	0.671	0.06	0.014	0.037	0.045	0.047	0.01	0.197	0.106	0.028	0.144	0.242	0.036	0.035	0.056	0.029	0.059	0.413	0.007	0.003	0.021	0	0.009	0.02	0.006	0.043	0.065	0.044	0.131	0.256	0.28	0.037	0.11	0.048	0.078	0.264	0.052	0.131	0.098	0.122	0.11	0.033	0.039	0.013	0.033	0.022	0.13	0.106	0.08	0.143	0.008	0
ASV_117	-1.005	10.015	0.0381444657633806	0.142156361339831	Depleted	0.051	0.115	0.033	0.203	0.136	0.015	0.127	0.037	0.009	0.002	0.007	0.016	0.013	0.006	0.048	0.018	0.15	0.079	0.096	0.037	0.021	0.003	0.001	0	0.131	0.03	0.114	0.201	0.006	0.087	0.017	0	0	0.024	0.02	0.007	0.036	0.05	1.713	0.262	0.053	0.043	0.018	0.091	0.111	0.006	0.013	0.011	0.018	0	0.134	0.068	0.009	0.077	0.058	0.003	0.004	0.152	0.005	0.005	0.01	0.045	0.012	0.087	0.369	0.184	0.181	0.004	0.03	0.004	0.012	0.053	0.012	0.535
ASV_18	1.139	13.083	0.0387214367733183	0.142156361339831	Enriched	0.903	0.507	10.307	0.252	0.566	0.006	0.706	0.051	1.133	0.023	0.078	0.141	0.104	0.234	0.033	0.054	0.018	0.045	0.055	0.019	0.051	0.034	0.026	0.051	14.395	0.048	0.063	0.317	0.06	0.014	0.388	0.285	0.019	0.121	0.114	0.362	0.899	0.153	8.32	2.098	0.012	1.34	0.38	0.065	0.175	0.297	0.299	1.529	0.104	0.075	0.144	0.037	0.025	0.017	0.007	0.019	0.122	0.064	0.065	0.038	0.095	0.085	0.055	0.04	0.111	0.02	0.062	0.19	0.009	0.201	0.162	0.191	0.214	1.702
ASV_59	1.065	12.628	0.0399337073692551	0.142156361339831	Enriched	0.606	0.31	0.075	1.285	0.646	0.197	2.214	1.482	6.374	0.92	0.42	0.162	3.739	0.224	0.023	0.043	0.177	0.027	0.124	0.045	0.042	0.013	0.072	1.077	0.038	0.221	0.049	0.002	0.018	0.008	0.017	0.03	0.004	0.037	0.19	0.016	0.019	0.008	0.668	1.219	0.283	0.357	0.074	0.358	1.339	0.506	0.373	0.121	1.205	0.119	0.129	1.322	0.092	0.033	0.108	0.051	0.043	0.257	0.025	0.037	0.297	0.007	0.15	0.049	0.413	0.105	0.008	0.005	0.01	0.016	0.196	0.061	0.076	1.939
ASV_118	-1.148	9.736	0.0403757712681176	0.142156361339831	Depleted	0.036	0.093	0	0.027	0.069	0	0.024	0.029	0.007	0.002	0.009	0.004	0.006	0.002	0.024	0.132	0.014	0.001	0.119	0.093	0.047	0.05	0.042	0.075	0.103	0.055	0.004	0.002	0.076	0.006	0.074	0.004	0.004	0.03	0.053	0	0	0	0.17	0.026	0	0.007	0	0.002	0.032	0.003	0.015	0.004	0.009	0.002	0.052	0.297	0.019	0.018	0.006	0.02	0.065	0.206	0.062	0.036	1.856	0.002	0.012	0.019	0.014	0.018	0.023	0.079	0.003	0.043	0.409	0.081	0.002	0
ASV_11	0.965	14.146	0.0427880253045377	0.144721626564585	Enriched	1.716	1.013	0.93	0.529	0.324	9.325	1.67	11.761	1.575	0.451	0.966	2.32	6.128	2.196	0.063	0.2	0.397	0.046	0.325	0.049	0.128	0.468	0.428	0.148	2.182	0.373	0.004	0.194	0.14	0.632	0.086	0.061	2.564	0.108	9.869	0.25	3.783	0.884	1.587	2.391	4.812	0.845	0.502	6.455	1.537	0.736	1.354	3.293	1.755	2.21	0.141	0.651	0.072	0.089	0.291	0.111	0.077	0.071	0.437	0.07	0.195	0.035	0.293	0.013	0.255	1.589	0.068	0.061	0.356	0.113	0.28	0.064	0.436	1.352
ASV_56	-1.171	12.046	0.043161457980417	0.144721626564585	Depleted	0.173	0.54	0.221	0.191	0.467	0.013	2.065	0.89	0.277	0.049	0.049	0.17	0.021	0.019	0.007	0.039	0.04	0.036	0.078	0.007	0.023	0.024	0.026	0.269	0.007	0.114	0.016	0.073	0.008	0.011	0.002	0.018	0.079	0.044	0.36	0.096	0.048	0.013	0.399	0.256	0.033	14.025	0.191	0.302	0.055	0.02	0.053	0.099	0.021	0.007	0.013	0.081	0.026	0.118	0.022	0.025	0.037	0.032	0.025	0.015	0.862	0.02	0.183	0.006	0.023	0.054	0.029	0.004	0.006	0	0.27	0.029	0.162	3.413
ASV_16	1.24	13.509	0.0436733902650523	0.144721626564585	Enriched	0.951	0.538	0.126	0.393	0.006	0.317	0.004	0.136	0.005	0.006	0.016	0.004	0.016	0.004	0.61	0.411	1.002	0.023	0.922	0.117	0.13	0.124	0.297	0.18	0	0.41	0.307	0.665	0.32	22.897	0.299	1.388	0.184	0.069	0.003	0.204	0.38	2.61	0.367	0.021	0.161	0.017	0.284	0	0.039	0.006	0.004	0.007	0.016	0.064	1.141	3.389	3.09	0.109	0.095	0.233	0.172	0.001	0.168	1.072	0.168	0.431	0.272	0.116	0.053	0.067	0.965	0.216	4.683	0.244	0.023	0.087	0.008	0.003
ASV_115	-1.114	11.708	0.0458346767533795	0.148962699448483	Depleted	0.171	0.299	0.012	0.003	0.046	0.053	0.004	0.049	0.026	0.019	0.007	0.002	0.003	0.063	0.027	0.605	0.079	0.068	0.485	0.07	0.276	0.116	0.079	0.112	0.034	0.502	0.447	0.215	0.01	0.001	0.406	0.757	0.257	0.778	0.015	0.023	0.014	0.02	0.009	0.008	0.089	0.105	0.023	0.012	0.02	0.093	0.023	0.011	0	0.002	0.056	0.432	0.148	0.077	0.152	0.061	0.147	1.094	0.018	0.065	0.074	0.249	0.305	7.483	0.042	0.022	0.035	0.005	0.01	0.075	0.11	0.525	0.008	0.002
ASV_52	0.908	11.788	0.046963632898991	0.149751961508103	Enriched	0.375	0.197	0.023	0.5	0.043	0.33	0.047	0.023	0.097	0.066	1.257	5.87	0.384	0.215	0.035	0.005	0.007	0.022	0.027	0.032	0.027	0.067	0.252	0.707	0.01	0.181	0.043	0.372	0.08	0.014	0.057	0.123	0.042	0.184	1.218	0.339	0.036	0.079	0.066	0.019	0.985	0.055	0.295	0.773	0.377	0.087	0.076	0.182	0.217	0.394	0.003	0.006	0.042	0.024	0.051	0.029	0.06	0.021	0.072	0.169	0.395	0.087	0.259	0.019	0.2	0.092	0.527	0.06	0.009	0.038	0.302	0.383	0.195	0.658
ASV_210	-1.108	10.616	0.0515985686469113	0.161484409283852	NotSig	0.058	0.128	0.005	0.015	0.018	0.002	0.013	0.041	0.168	0.314	0.022	0.022	0.211	0.059	0.068	0.008	0.01	0.174	0.142	0.01	0.009	0.024	0.01	0.005	0.223	0.107	0.022	0.054	0.002	0.001	0.044	0.006	0.006	0.003	0.102	0.016	0.008	0.005	0.026	0.006	0.009	0.016	0.03	0.022	0.057	0.087	0.025	0.018	0.069	0.004	0.269	0.055	0.01	0.11	0.052	0.001	0.029	0.141	0.03	0.001	0.007	0.005	0.095	0.006	0.383	0.078	0.006	0.003	0	0.021	0	0.021	0.048	3.222
ASV_40	-0.782	13.252	0.0586347966862157	0.180168738908554	NotSig	0.512	0.911	0.112	0.383	0.518	0.098	0.045	0.051	0.234	0.021	0.04	0.047	1.113	0.046	0.662	0.572	0.529	2.031	0.684	0.206	1.008	1.003	0.694	0.576	0.586	0.775	0.512	0.642	0.777	0.518	0.193	0.591	1.464	0.136	0.04	0.288	0.186	0.138	0.037	0.016	0.442	0.088	0.163	0.423	0.207	0.704	0.045	0.081	0.102	0.042	1.787	1.378	4.338	0.553	0.34	1.174	0.92	0.27	2.923	0.733	0.755	6.335	0.522	0.124	0.362	3.764	0.784	2.363	0.443	0.205	0.59	1.448	0.228	0.217
ASV_24	-1.783	13.166	0.0699687000430723	0.211155541201415	NotSig	0.247	0.83	0	0.002	0.003	0.002	0.001	0.002	0	0	0	0.004	0	0	0.007	0.003	0	0.009	0.22	0.161	0.191	0.004	0.072	0.088	0.013	0.413	0.006	0.653	5.674	0.273	0.343	0.003	0.008	0	0.003	0	0	0.002	0	0	0	0.002	0	0.002	0	0.009	0.002	0.002	0	0	0.018	0.001	0.201	0.017	0	0.163	6.757	2.577	0.013	0.001	0.081	0	1.037	0	0.425	0.168	0.587	19.505	0.262	0.223	0.297	0	0	0
ASV_200	0.727	11.188	0.0720341191708394	0.213574844559155	NotSig	0.207	0.139	0.095	0.045	0.072	0.081	0.011	0.234	0.043	0.013	0.08	0.037	0.053	0.036	0.051	0.446	0.136	0.037	0.208	0.03	0.133	1.774	0.888	0.472	0.275	0.03	0.006	0.083	0.027	0.019	0.169	0.088	0.061	0.996	0.099	0.073	0.144	0.082	0.075	0.165	0.414	0.01	0.073	0.087	0.134	0.157	0.24	0.161	0.046	0.073	0.312	0.146	0.168	0.046	0.041	0.061	0.168	0.032	1.036	0.04	0.217	0.045	0.021	0.061	0.005	0.02	0.099	0.048	0.093	0.383	0.072	0.023	0.343	0.011
ASV_73	-0.868	11.601	0.0793518509057172	0.231214875914935	NotSig	0.196	0.398	0.29	0.017	0.011	0.07	0.028	0.146	0.002	0.013	0.004	0.002	0.002	0	0.031	0.047	0.156	0.075	0.327	0.108	0.173	0.07	0.057	0.738	0.014	1.026	0.104	0.476	0.137	0.072	0.058	0.169	0.473	0.989	0.574	0.241	0.438	0.141	0.021	0.016	0.243	0.234	0.216	0.002	0.011	0.015	0.004	0.016	0.002	0.002	0.356	0.043	0.119	0.116	0.129	0.025	0.087	0.064	0.189	0.11	0.955	0.261	8.086	0.121	0.295	0.329	0.021	0.052	0.209	0.021	1.915	0.384	0.03	0.011
ASV_77	0.915	12.048	0.0828789987050199	0.237399165782176	NotSig	0.353	0.224	0.031	0.023	0.003	0.079	0.001	0.025	0.009	0.009	0	0.002	0.01	0.002	0.272	0.323	0.106	0.343	0.515	4.987	0.166	0.231	0.208	0.804	0.053	0.162	1.818	0.185	0.121	0.177	0.288	0.032	0.31	0.365	0.002	0.051	0.071	0.032	0.001	0.011	0.111	0	0.088	0.006	0.023	0.02	0.006	0.016	0.016	0.002	0.369	0.278	0.444	0.844	0.188	0.191	0.4	0.187	0.675	0.709	0.277	0.396	0.226	0.423	0.244	0.045	0.285	0.323	0.259	0.591	0.589	0.318	0.012	0.006
ASV_5	0.656	14.449	0.0870765804760302	0.245265701674152	NotSig	2.155	1.407	0.956	1.195	1.196	0.836	0.214	2.062	0.114	0.036	0.222	0.078	0.216	0.186	0.436	6.234	1.11	0.484	3.3	0.339	1.686	4.548	7.08	5.547	1.29	1.406	0.532	1.513	1.692	1.187	9.542	0.991	1.822	12.754	0.299	0.823	1.273	0.779	0.841	2.434	1.767	1.452	0.543	0.138	0.348	0.917	0.293	0.379	0.09	0.304	1.981	2.033	1.403	0.554	0.515	0.942	2.686	0.543	4.718	0.499	3.635	0.657	1.336	0.509	0.632	0.939	0.753	1.7	2.76	9.494	2.765	0.737	0.691	0.028
ASV_158	-1.563	11.738	0.0898125867949727	0.246113261361886	NotSig	0.127	0.349	0	0.086	1.013	0	0.055	0.008	0.721	0.192	0.133	0	0.896	0	0	0.003	0	0	0	0.007	0.02	0.007	0	0.003	0	0.085	0.024	0.002	0.02	0	0.02	0.001	0	0	0.903	0	0	0	0.094	1.257	0	0.04	0	0.375	10.441	0.215	0.348	0.004	0	0	0	0.003	0	0	0	0.007	0.021	0.422	0.003	0	0.029	0.002	0.104	0.091	0.012	0.004	0.016	0.033	0.006	0.012	0.003	0	0.031	0.018
ASV_8	-0.752	13.282	0.0906149432983301	0.246113261361886	NotSig	0.518	1.113	2.327	0.765	0.664	0.068	0.595	0.43	0.109	0.041	0.746	0.581	1.019	1.009	0.053	0.551	0.167	0.048	0.215	0.043	0.105	2.938	0.891	0.52	0.127	0.044	0.01	0.062	0.146	0.054	0.742	0.117	0.456	0.991	0.448	0.87	7.931	4.566	6.458	1.174	0.325	5.717	0.537	0.172	1.778	0.268	1.443	0.547	0.614	3.482	0.272	0.874	0.122	0.04	0.297	0.12	0.312	0.031	1.208	0.089	0.2	0.015	0.15	0.036	1.596	0.531	0.064	0.292	0.131	0.64	0.141	0.054	0.307	0.02
ASV_87	-0.842	11.879	0.0917463637029517	0.246113261361886	NotSig	0.175	0.348	0.154	0.133	0.192	0.643	0.156	0.142	0.064	0.16	0.482	0.593	0.72	0.953	0.007	0.083	0.037	0.003	0.041	0.015	0.039	0.194	0.052	0.022	0.269	0.011	0.016	0.083	0.014	0.022	0.08	0.028	0.019	0.097	0.264	0.101	0.634	0.424	1.823	0.433	1.046	0.264	0.157	0.071	0.234	0.332	1.49	2.294	0.316	2.698	0.022	0.426	0.01	0.009	0.012	0.016	0.056	0.007	0.055	0.004	0.025	0.022	0.061	0.025	0.026	0.038	0.016	0.139	0.017	0.052	0.01	0.05	0.115	0.029
ASV_60	-0.78	11.45	0.0982126791208675	0.259342855803541	NotSig	0.162	0.29	0.981	0.069	0.216	0.02	0.109	0.047	0.419	0.023	0.029	0.004	0.325	0.178	0.013	0.064	0.009	0.248	0.181	0.045	0.021	0.001	0.098	0.017	0.115	0.262	0.106	0.585	0.209	0.022	0.359	0	0.006	0.041	0.521	0.336	1.71	0.769	0.241	0.014	0.017	0.422	0.104	0.03	0.227	0.084	0.114	0.007	0.058	0.004	0.03	0.024	0.012	0.483	2.394	0.016	0.172	0.179	0.021	0.025	0.01	0.037	0.137	0.193	0.736	1.918	0.082	0.265	0.017	0.244	0.022	0.023	0.084	0.032
ASV_144	0.947	10.68	0.108018871366223	0.28084906555218	NotSig	0.145	0.08	0.033	0.003	0.005	0.039	0	0.109	0.009	0.03	0.049	0.002	0	0.008	0.019	0.083	0.041	0.328	0.419	0.203	0.102	0.056	2.14	0.152	0.106	0.004	0.002	0.009	0.01	0.104	0.006	0.01	0.661	0.02	0.008	0.026	0.019	0.114	0	0.029	0.012	0.012	0.018	0.014	0.007	0.003	0.006	0	0	0	0.061	0.163	0.316	0.139	0.34	0.117	0.19	0.055	0.067	0.817	0.167	0.002	0.006	0	0.042	0.031	0.006	0.012	0.1	0	0.184	0.027	0	0.003
ASV_37	0.723	12.164	0.120055761120261	0.301423880019377	NotSig	0.41	0.296	0.132	0.002	0.128	0.341	0.03	0.031	0.005	0.002	0.06	2.594	0.053	0.063	0.075	2.404	0.352	0.232	0.718	0.096	0.214	0.236	0.105	0.32	0.545	0.712	0.305	0.173	0.111	1.953	0.132	0.815	0.316	0.135	0.144	0.073	0.077	0.18	0.018	0.006	0.166	0.116	0.082	0.19	0.005	0	0.004	0.049	0.028	0.07	0.318	0.364	4.514	0.437	0.301	0.123	0.222	0.036	0.134	0.156	0.163	0.396	0.812	0.191	0.177	0.251	0.205	0.09	0.921	0.105	0.455	0.09	0.003	0.018
ASV_76	-0.569	11.869	0.120238500826076	0.301423880019377	NotSig	0.211	0.333	0.065	0.062	0.128	0.374	0.088	0.039	0.227	0.107	0.468	0.683	0.201	0.295	0.154	0.46	0.088	0.13	0.245	0.096	0.122	0.648	0.181	0.254	0.11	0.151	0.12	0.161	0.07	0.111	0.304	0.074	0.188	0.42	0.122	0.063	0.112	0.118	0.449	0.104	0.212	0.091	0.097	3.254	0.214	0.218	0.498	1.119	0.328	2.014	0.12	0.092	0.117	0.082	0.136	0.092	0.156	0.329	0.846	0.064	0.139	0.07	0.207	0.134	0.105	0.141	0.185	0.118	0.063	0.19	0.129	0.521	0.036	0.012
ASV_148	-1.791	10.478	0.121282981309572	0.301423880019377	NotSig	0.065	0.136	0	0.002	0.003	0	0.001	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0.576	0.311	0.668	0	0	0.003	0.235	0.013	0	0.331	0	0	0	0.01	0.003	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.003	0	0	0	1.444	0.442	0.263	0.005	0.007	0.661	0.003	0.004	0.001	0	0.004	2.173	0.262
ASV_129	-0.636	10.065	0.136848640868433	0.335180004445873	NotSig	0.059	0.103	0.364	0.022	0.026	0.081	0.016	0.016	0.331	0.047	0.049	0.112	0.061	0.046	0.01	0.001	0.055	0.012	0.009	0.01	0.018	0.011	0.001	0.005	0.096	0.026	0.014	0.021	0.066	0.028	0.156	0.023	0.065	0.031	0.132	0.224	0.693	0.535	0.094	0.01	0.313	0.007	0.186	0.415	0.082	0.087	0.276	0.211	0.058	0.046	0.088	0.015	0.006	0.019	0.038	0.007	0.032	0.097	0.012	0.001	0.015	0.002	0.037	0.013	0.019	0.013	0.07	0.094	0.016	0.032	0.014	0.104	0.009	0.023
ASV_65	0.769	13.283	0.143110133270662	0.345508750324884	NotSig	0.808	0.587	0.226	0.149	0.167	8.91	4.347	0.713	0.447	1.719	1.037	1.139	1.046	4.008	0.052	0.021	0.262	0.022	0.089	0.014	0.148	0.081	0.351	0.095	0.629	0.118	0.006	0.04	0.066	0.112	0.072	0.017	0.006	0.009	0.539	0.182	0.57	0.108	0.593	0.203	4.637	0.588	0.918	2.359	0.739	2.706	1.617	1.076	0.358	3.055	0.082	0.04	0.034	0.096	0.152	0.057	0.052	0.043	0.059	0.034	0.097	0.01	0.037	0.037	0.123	0.764	0.041	0.098	0.071	0.041	0.032	0.004	0.182	0.982
ASV_146	-0.717	11.962	0.149053317840686	0.354788883310928	NotSig	0.203	0.348	0.011	0.035	0.05	0.022	0.013	0.01	0.028	0.019	0.018	0.004	0.002	0.033	0.274	1.096	0.245	0.758	0.68	0.696	0.131	0.203	0.233	0.195	0.063	0.162	1.123	0.052	0.117	0.134	0.083	0.026	0.1	0.078	0.008	0.037	0.06	0.019	0.132	0.043	0.022	0.079	0.048	0.012	0.025	0.157	0.023	0.011	0.062	0.009	0.407	0.455	3.193	0.866	0.485	0.089	0.218	0.125	0.211	4.342	0.303	0.12	0.156	0.176	0.065	0.141	0.398	0.121	0.268	0.032	0.299	0.34	0.016	0.003
ASV_26	-0.54	12.528	0.157005554049904	0.368526925478247	NotSig	0.304	0.536	0.318	0.322	0.468	0.114	0.334	0.123	0.643	1.11	0.715	0.343	0.265	0.518	0.283	0.531	0.362	0.069	0.11	0.063	0.145	0.103	0.018	0.516	0.219	0.055	0.108	0.116	0.027	0.107	0.296	0.359	0.504	0.197	0.574	0.409	1.263	0.271	1.701	1.396	0.209	0.716	0.705	0.658	0.3	1.467	0.926	1.448	0.642	2.291	0.312	0.111	0.286	0.102	0.425	0.016	0.152	0.157	0.089	0.101	0.126	0.159	0.22	0.205	0.265	0.036	0.162	0.029	0.131	0.16	0.465	0.157	2.575	0.057
ASV_107	0.693	8.504	0.160077464122996	0.370590293654607	NotSig	0.029	0.021	0.012	0.002	0	0.006	0.03	0.031	0.021	0	0	0.074	0.005	0.002	0.399	0.018	0.02	0.042	0.071	0.012	0.014	0.007	0.004	0.068	0	0.007	0.006	0.007	0.004	0.015	0.015	0.017	0.004	0.021	0.033	0.009	0.011	0.008	0.006	0.005	0.005	0.043	0.008	0.004	0.002	0	0.002	0.007	0.007	0	0.108	0.004	0.098	0.038	0.02	0.004	0.015	0.032	0.014	0.021	0.137	0.005	0.034	0.001	0	0.002	0.018	0.001	0.105	0.004	0.052	0.001	0	0
ASV_70	-0.766	11.38	0.166781343889189	0.380892528611797	NotSig	0.165	0.291	0.045	0.003	0.019	0.99	0.018	0.021	0.024	0	0.002	0.327	0.008	0.015	0.008	0.017	0.052	0.029	0.108	0.007	0.134	0.046	0.022	0.215	0.01	0.786	0.102	0.078	0.199	0.078	0.063	0.836	0.561	0.618	0.002	0.035	0.051	0.034	0.003	0.003	0.058	0.076	0.041	0.024	0	0.029	0.006	0	0.009	0.009	0.022	0.021	0.663	0.027	0.09	0.032	0.184	0.085	0.014	0.023	6.894	0.062	0.143	0.217	0.105	0.267	0.107	0.107	0.77	0.441	0.652	0.043	0.003	0
ASV_123	0.662	9.96	0.173277665054748	0.389728533888932	NotSig	0.089	0.057	0.095	0.012	0.011	0.239	0.001	0.002	0.024	0.006	0.018	0.008	0.037	0	0.014	0.01	0.037	0.009	0.041	0.004	0.015	0.053	0.046	0.071	0.87	0.015	0.063	0.128	0.027	0.035	0.061	0.055	0.812	0.101	0.002	0.035	0.031	0.077	0.004	0	0.483	0.093	0.07	0.006	0.136	0.003	0.038	0.004	0.018	0.018	0.024	0.39	0.042	0.014	0.003	0.123	0.022	0.013	0.068	0.03	0.055	0.012	0.018	0.016	0	0.002	0.113	0.027	0.023	0.028	0.106	0.077	0.002	0.006
ASV_54	0.634	12.429	0.175262535950052	0.389728533888932	NotSig	0.498	0.391	1.899	0.134	0.106	0.022	0.302	0.925	0.892	1.3	0.169	0.738	0.273	0.702	0.318	0.013	0.02	0.238	0.194	0.026	0.193	0.077	0.155	5.722	0.711	0.129	0.154	0.002	0.016	0.15	0.021	0.019	0.328	0.102	0.37	0.093	0.15	0.094	0.292	0.043	0.057	0.691	0.073	3.029	0.361	0.905	0.231	0.3	0.199	0.216	0.202	0.03	0.028	0.096	0.048	0.035	0.049	0.057	0.073	0.143	5.328	0.045	0.034	0.512	0.595	0.125	0.029	0.008	0.127	0.01	0.7	0.061	0.083	0.117
