ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077	HS10P003	HS07P004	HS07P010	HS07P011	HS07P012	HS07P014	HS07P019	HS07P024	HS07P025	HS07P026	HS07P029	HS07P031	HS07P034	HS07P035	HS07P036	HS07P040	HS07P041	HS07P042	HS07P045	HS07P046	HS07P047	HS07P048	HS07P050	HS07P051	HS07P055	HS07P056	HS07P057	HS07P058	HS07P059	HS07P061	HS07P063	HS07P064	HS07P066	HS07P068	HS07P071	HS07P072	HS07P073	HS07P074	HS07P075	HS07P077
ASV_37	0.151	12.751	0.784381466076571	0.895678836263112	NotSig	0.52	0.664	0.217	0.021	0.055	0.039	0.18	0.126	0.264	0.16	0.193	0.059	0.286	0.496	0.707	0.647	0.567	0.683	0.803	0.569	0.019	0.05	0.004	0.024	0.02	0.234	0.019	0.003	0.016	0.005	0.036	0.005	0.077	0.071	15.008	0.01	0.016	0.021	0.027	0.013	0.011	0.008	0.002	0.065	0.76	0.046	0.041	1.029	8.511	0.766	1.881	0.804	0.413	1.767	2.189	1.202	1.669	0.353	0.143	3.024	0.575	0.554	0.068	0.016	0.02	0.073	0.001	0	0.032	0.135	0.008	0.017	0.009	0.029	0.048	0.038	0.011	0.006	0.208	0.025	0.028	0.021	0.025	0.011
ASV_66	-0.212	12.476	0.807365318043526	0.907383483981031	NotSig	0.331	0.377	0	0	0	0	0.041	0	0.025	0	0.092	0	0	0.008	0.002	0	0.011	0	0	0	0.174	0.165	0.577	0.002	0	0.018	0.002	0.002	0.005	0.005	0.002	0	0.03	11.162	0.007	0.001	0.032	0.277	0.02	1.072	0.024	0.016	0.041	0.072	0.017	0	0.178	0.026	0.029	0.07	0	0	0	0	0	0	0.002	0.002	0.012	0.002	0.329	0	0.11	10.721	0.002	0	0.001	0.08	0.002	0.004	0.217	0	0.011	0.005	0.026	0.058	0	0	2.725	0.087	0.028	0.027	0.254	0.05
ASV_210	-0.142	11.426	0.807586186063012	0.907383483981031	NotSig	0.128	0.162	0.002	0.008	0.004	0.007	0	0.002	0.002	0.006	0	0.002	0.221	0.003	0.061	0.023	0.004	0.014	0.082	0.098	0.04	0.01	0.077	0.044	0.059	0.251	0.025	0.051	0.081	0.26	0.005	0.004	0.008	0.106	0.155	0.084	1.216	0.065	0.021	1.907	0.098	0.07	0.197	0.009	0.001	0.007	0.011	0.002	0.002	0	0.009	0	0.006	0.003	0.002	0.029	0.012	0.009	0.025	0.028	0.019	0.059	0.613	0.062	0.508	0.143	0.1	0.058	0.017	0.04	0.103	0.026	0.037	0.011	0.01	0.022	0.022	1.571	0.517	0.582	0.039	1.675	0.079	0.025
ASV_5	0.095	14.895	0.810739089237489	0.907383483981031	NotSig	2.421	2.279	0.456	0.682	1.554	1.945	1.416	0.72	1.465	1.408	3.812	2.358	1.734	3.022	1.545	3.111	3.86	11.417	6.04	6.059	1.589	8.64	4.745	0.046	0.551	0.332	0.39	0.451	1.694	0.277	1.193	0.518	0.089	1.234	0.158	20.557	0.118	1.138	0.55	1.169	0.161	0.604	2.075	0.788	1.164	1.562	1.269	1.753	1.813	1.657	2.037	3.003	3.147	4.233	1.918	1.461	0.832	1.996	1.908	8.87	8.861	9.883	1.594	1.422	0.058	0.326	0.222	0.218	0.24	2.014	1.286	1.318	0.528	0.046	0.145	20.727	0.413	0.462	1.376	0.42	0.56	0.089	0.191	0.131
ASV_169	-0.121	9.402	0.824615507970251	0.916842242414292	NotSig	0.055	0.062	0.003	0.044	0.092	0.162	0.029	0	0.023	0.337	0.006	0.077	0.02	0.117	0.05	0.149	0.38	0.009	0	0.257	0.008	0.204	0	0	0	0	0.012	0.003	0.008	0	0.043	0.01	0.149	0.037	0.051	0.009	0.001	0.001	0.011	0.014	0.001	0.001	0.001	0	0.006	0.296	0.064	0.026	0.012	0.065	0.098	0.055	0.447	0.024	0.249	0.029	0.022	0.339	0.227	0.03	0.01	0.126	0.04	0	0	0.006	0	0.013	0.005	0	0	0.058	0	0.022	0.065	0.054	0.006	0	0.082	0.004	0	0	0.005	0
ASV_128	-0.221	7.473	0.830484346114589	0.917332382309578	NotSig	0.016	0.018	0	0	0	0	0	0	0	0	0	0.002	0.381	0.231	0.004	0.015	0.002	0.02	0.002	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.008	0	0	0	0	0.001	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0.356	0.305	0.005	0.011	0.002	0.005	0	0.002	0.002	0.002	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0.003	0.001	0	0	0
ASV_154	-0.083	10.663	0.847930653008649	0.930521301028972	NotSig	0.118	0.102	0.005	0.091	0.09	0.071	0.036	0.012	0.09	0.14	0.023	0.01	0.03	0.022	0.061	0.041	0.147	0.184	0.08	0.131	0.051	0.014	0.399	0.008	0.147	0	0.04	0.028	0.044	0.011	0.016	0.061	0.075	0.047	0.001	0.326	0.126	0.349	0.456	0.036	0.337	0.621	0.226	0.264	0.059	0.077	0.062	0.081	0.015	0.062	0.123	0.132	0.022	0.018	0.05	0.04	0.061	0.162	0.047	0.068	0.04	0.046	0.024	0.117	0	0.049	0.006	0.07	0.009	0.025	0.008	0	0.02	0.024	0.006	1.355	0.711	0.048	0.034	0.072	0.228	0.048	0.035	0.03
ASV_100	-0.096	10.87	0.858045544062481	0.935546431913286	NotSig	0.104	0.098	0.003	0.026	0.046	0.076	0.016	0.077	0.133	0.008	0.004	0.014	0.053	0	0.037	0.023	0.016	0.007	0.007	0.067	0	0.002	0.527	0.132	0.149	0.032	0.076	0.114	0.086	0.055	0.002	0.014	0.028	0.102	0.013	0.031	0.012	0.024	0.279	1.092	0.07	0.026	0.219	0.657	0.008	0.004	0.003	0.012	0.02	0.114	0.005	0	0	0.006	0.026	0.071	0.02	0.002	0.032	0	0.004	0.044	0	0.254	0.104	0.055	1.481	0.146	0.005	0.293	0.024	0.014	0.029	0.009	0.321	0.01	0.028	0.158	0.076	0.298	0.013	0.083	0.087	0.044
ASV_220	-0.063	10.2	0.867679943416588	0.939381690269566	NotSig	0.098	0.107	0.14	0.071	0.103	0.067	0.229	0.196	0.621	0.055	0.029	0.01	0.241	0.063	0.186	0.054	0.147	0.098	0.287	0.138	0.076	0.244	0.004	0.01	0.138	0.001	0.39	0.015	0.005	0.006	0.046	0.008	0.077	0.016	0.025	0.007	0.032	0.124	0.122	0.001	0.008	0.008	0.02	0.003	0.058	0.207	0.131	0.277	0.392	0.426	0.111	0.053	0.035	0.206	0.156	0.331	0.096	0.264	0.168	0.189	0.134	0.073	0.213	0.009	0.025	0.043	0.003	0.011	0.002	0.003	0.018	0.017	0.152	0.002	0.012	0.028	0.078	0.025	0.086	0.202	0.008	0.021	0.016	0.007
ASV_96	-0.139	10.09	0.872680031788887	0.939381690269566	NotSig	0.08	0.066	0.002	0.002	0	0.011	0	0	0	0.003	0	0.002	0.003	0	0.002	0	0	0.002	0	0.002	0	0	0.004	0.332	2.508	0.013	0.025	0.201	0.002	0.019	0	0.001	0	0.005	0	0.049	0.063	0.067	0	0.038	0.006	0.001	0	0.014	0.005	0	0.003	0	0	0	0.002	0	0	0.015	0	0	0	0	0	0.002	0	0	0	0.02	1.54	0.375	0.001	0.313	0.026	0.001	0.027	0.002	0.002	0.002	0	0.005	0.022	0.245	0.004	0.026	0	0	0	0.001
ASV_189	-0.065	11.474	0.881532422838468	0.942904933289248	NotSig	0.16	0.166	0.056	0.05	0.084	0.179	0.101	0.177	0.154	0.249	0.034	0.024	0.103	0.093	0.091	0.08	0.038	0.082	0.082	0.088	0.032	0.05	0.127	0.01	0.007	0.075	0.01	0.345	0.013	0.067	0.03	0.055	0.02	0.075	0.01	0.138	1.684	0.064	0.078	1.076	0.314	0.218	0.343	0.1	0.108	0.036	0.07	0.116	0.107	0.224	0.274	0.03	0.019	0.072	0.084	0.053	0.065	0.026	0.111	0.098	0.048	0.163	0.119	0.045	0.034	0.101	0.132	0.147	0.089	0.014	0.031	0.011	0.033	0.212	0.218	0.012	0.039	0.025	0.147	0.06	0.861	2.374	0.108	0.136
ASV_83	0.074	11.563	0.888602447000213	0.944489393352427	NotSig	0.327	0.272	0.499	0.03	0.229	0.11	0.598	0.014	0.269	0.904	0.103	0.138	0.008	0.022	0.915	3.273	0.556	0.665	2.07	0.517	2.397	0.087	0.001	0.002	0.035	0.034	0	0.002	0.006	0.023	0.077	0	0.004	0.012	0.003	0.038	0.015	0.009	0.004	0.007	0.008	0.002	0.026	0.006	0.76	0.032	0.078	0.177	0.366	0.362	0.34	0.087	0.025	0.006	0.542	0.249	1.318	0.125	1.151	1.383	1.074	0.927	0.453	0.004	0	0.015	0.034	0.004	0.053	0.001	0.127	0.023	0	0.238	0.036	0.005	0.005	0	0.081	0.009	0.577	0.01	0.009	0.202
ASV_25	0.047	13.405	0.906096399154137	0.957064321606557	NotSig	0.969	1.003	0.678	0.056	0.099	0.075	0.459	0.041	0.899	1.712	0.199	0.158	0.413	2.129	2.282	2.186	1.051	1.511	1.354	1.941	11.067	1.165	0.051	0.098	0.652	0.128	1.189	0.057	0.055	0.185	0.346	2.274	0.095	0.019	0.035	0.049	2.462	0.732	0.248	0.129	0.086	1.057	1.108	0.183	1.013	0.091	0.209	0.54	0.545	0.591	1.297	1.656	0.268	1.293	2.746	0.699	3.493	0.895	11.633	2.2	0.948	1.287	1.482	0.029	0.387	0.36	0.074	0.079	0.018	0.122	0.048	0.415	0.477	0.975	0.232	0.193	0.067	0.663	0.306	0.112	0.43	0.031	1.912	0.317
ASV_113	-0.041	12.076	0.917083448445183	0.959179661434313	NotSig	0.31	0.259	0.096	0.344	0.266	0.225	0.085	0.23	0.07	0.131	0.096	0.251	0.353	0.155	0.115	0.155	0.109	0.07	0.04	0.171	0.112	0.05	0.897	0.835	0.125	0.251	0.832	1.813	0.2	0.423	0.05	1.525	0.012	0.253	0.412	0.053	0.012	0.148	0.775	0.049	0.66	0.088	0.175	0.326	0.064	0.119	0.075	0.1	0.168	0.1	0.196	0.09	0.608	0.266	0.137	0.093	0.043	0.057	0.035	0.026	0.071	0.063	0.073	0.73	0.362	0.201	1.211	0.402	2.562	0.135	0.159	0.226	0.099	0.009	0.085	0.084	0.033	0.754	0.325	0.288	0.041	0.122	0.099	0.036
ASV_207	-0.056	9.728	0.919450326345318	0.959179661434313	NotSig	0.064	0.052	0.012	0.005	0	0	0.002	0.003	0.002	0	0.034	0.265	0.09	0.005	0.002	0.034	0.004	0	0.002	0.141	0.002	0.002	0.013	0.014	0.077	0	0.135	0.002	0.011	0.147	0.039	0.902	0.008	0.014	0.003	0.027	0.051	0.152	0.183	0.094	0.092	0.066	0.002	0.049	0.006	0.004	0	0	0.003	0	0.002	0.072	0.076	0.057	0.007	0.008	0.008	0	0.002	0.002	0	0.029	0	0.004	0.73	0.043	0.01	0.044	0.006	0.003	0.021	0.014	0.167	0.04	0.036	0.02	0.05	0.34	0.016	0.04	0.181	0.006	0.039	0.012
ASV_59	-0.045	12.361	0.926845477538694	0.960962488981836	NotSig	0.32	0.317	0.088	0.012	0.084	0.119	0.088	0.036	0.054	0.052	0.092	0.004	3.228	0.152	0.033	0.031	0.127	0.03	0.14	0.045	0.168	0.064	0.53	0.301	0.224	0	0.182	0.52	0.069	0.557	0	0.001	0.103	1.528	0.127	0.094	0.07	0.442	0.031	3.384	0.241	0.176	0.037	0.169	0.001	0.08	0.091	0.051	0.054	0.043	0.017	0.03	0.161	0.158	0.118	0.066	0.041	0.162	0.104	0.023	0.138	0.019	1.572	0.52	0.608	0.229	0.025	0.262	0.085	0.057	0.198	0.006	0.033	0.027	0.135	0.149	0.027	1.496	0.976	1.108	0.196	1.894	0.234	1.498
ASV_26	-0.019	12.764	0.95913497626053	0.983213040828905	NotSig	0.508	0.427	0.109	0.256	0.402	0.635	0.261	0.175	0.883	0.283	0.132	0.172	0.822	1.138	0.262	0.314	0.165	0.256	0.214	0.264	0.053	0.085	1.646	0.251	0.16	0.09	0.111	0.183	2.775	1.305	0.649	0.061	0.103	0.774	0.041	2.097	0.177	0.101	0.132	0.317	1.447	1.245	0.267	0.51	0.114	0.183	0.372	0.168	0.28	0.402	0.31	0.354	0.227	0.609	0.329	0.281	0.15	0.132	0.388	0.398	0.346	0.19	0.163	0.384	0.172	0.153	2.083	2.003	0.414	1.217	0.995	0.304	0.237	0.501	0.333	0.066	0.042	0.079	0.126	0.165	1.374	0.678	0.063	0.29
ASV_146	0.02	9.664	0.959941726253073	0.983213040828905	NotSig	0.077	0.074	0.042	0.05	0.079	0.104	0.063	0.046	0.095	0.075	0.013	0.087	0.576	0.133	0.154	0.392	0.116	0.266	0.182	0.155	0.115	0.076	0	0.041	0.103	0.001	0.002	0.003	0.011	0.003	0.018	0.01	0.02	0.008	0.003	0.033	0.013	0.086	0.02	0.004	0	0.005	0.025	0.003	0.032	0.05	0.041	0.098	0.064	0.091	0.038	0.026	0.082	0.373	0.106	0.101	0.081	0.129	0.331	0.363	0.057	0.153	0.123	0.007	0.002	0.067	0.006	0	0	0.001	0.019	0.002	0.044	0.009	0.008	0.101	0.059	0.017	0.142	0.096	0.006	0	0.019	0.006
ASV_118	-0.032	13.142	0.967298360667319	0.984779656342029	NotSig	0.508	0.474	0	0.012	0.033	0.017	0	0	0	0	0.021	0.047	0.003	0.003	0	0.188	0.163	0.007	0.05	0.043	0.011	0.016	0.165	0.002	0.02	0.003	0.002	13.178	0.119	0.239	0	0	0.064	0.369	0.022	0.016	0.004	0.017	0.035	2.443	0.127	2.971	0.079	0.839	0	0.001	0.016	0	0	0	0	0.009	0.066	0	0.014	0.034	0.028	0.115	0.126	0.012	0.073	0.169	0.022	0.117	0	0	0	13.021	1.096	0.107	1.177	0	0.026	0.044	0.499	0.028	0	0.004	0.514	0.096	0.073	1.367	0.071	0.036
ASV_14	-0.007	14.322	0.988237899934229	0.99496208536829	NotSig	1.339	1.133	0.668	0.086	0.268	0.291	0.18	0.293	0.578	0.303	0.145	0.03	0.293	0.101	0.078	0.108	0.056	0.111	0.125	0.288	0.293	0.105	1.811	0.688	0.182	10.092	1.587	1.41	1.244	0.371	0.061	2.263	0.03	1.392	1.632	0.21	3.947	0.691	5.308	0.396	9.885	0.648	0.626	7.346	0.501	0.102	0.235	0.295	0.533	1.116	0.454	0.132	0.117	0.161	0.118	0.085	0.041	0.064	0.027	0.044	0.182	0.096	0.396	1.649	0.837	1.425	10.222	1.026	2.474	0.3	0.413	0.204	10.85	0.075	0.097	0.25	0.144	5.348	0.911	1.091	0.273	0.778	0.668	1.582
ASV_42	0.007	13.144	0.989074735750726	0.99496208536829	NotSig	0.707	0.714	0.175	0.686	0.209	0.194	0.054	0.041	0.031	0.219	0.465	7.812	0.115	0.245	0.234	1.049	1.56	0.066	0.254	0.376	0.085	0.134	0.018	0.09	0.779	0.003	0.165	0.015	0.927	0.038	5.545	0.108	4.618	0.02	0.79	0.154	0.251	0.032	0.125	0.205	0.057	1.604	0.01	0.138	2.449	0.342	2.97	0.065	0.017	0.025	0.098	1.356	3.267	0.137	1.103	0.146	0.043	2.849	0.156	0.049	0.593	1.153	0.108	0.026	0.058	0.921	0.004	0.097	0.071	2.181	0.05	5.569	0.002	0.346	0.04	0.014	0.161	0.035	0.24	0.087	0.061	0.11	1.538	0.009
ASV_39	-0.003	13.387	0.995440677482607	0.995440677482607	NotSig	0.871	0.87	0.206	0.491	1.453	6.35	0.598	0.102	0.185	0.115	8.962	1.335	2.173	0.074	1.246	0.572	0.038	1.604	0.529	1.381	0.076	0.002	0.076	0.017	0.075	0.003	0.01	0.408	0.063	1.898	0.016	0.029	0.03	4.471	0.012	0.009	0.013	0.106	0.019	0.502	1.152	0.014	0.14	0.028	0.126	2.067	15.625	0.922	0.377	1.205	0.15	2.581	0.224	0.087	0.319	0.349	0.264	0.144	0.329	4.072	1.755	0.349	0.178	0.031	0.268	0.046	0.013	0.159	0.711	0.035	0.482	0.02	0.011	0.016	1.089	0.026	0.003	0	0.076	0.052	0.196	0.029	0.02	0.38
