ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HS00P003	HS00P004	HS00P010	HS00P011	HS00P012	HS00P014	HS00P019	HS00P025	HS00P029	HS00P034	HS00P036	HS00P040	HS00P041	HS00P042	HS00P044	HS00P045	HS00P046	HS00P047	HS00P048	HS00P050	HS00P051	HS00P055	HS00P056	HS00P057	HS00P058	HS00P059	HS00P061	HS00P063	HS00P064	HS00P068	HS00P071	HS00P072	HS00P073	HS00P074	HS00P075	HS00P077	HS00P082	HS00P93	HS00P96	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077
ASV_2	-0.258	16.036	0.55591284924157	0.685761105998725	NotSig	4.545	5.533	18.114	7.511	13.604	3.812	2.538	5.586	16.355	9.399	3.034	1.691	0.702	7.967	19.501	10.551	19.249	1.815	0.308	13.901	0.107	1.607	0.613	0.316	17.869	0.094	22.902	0.351	3.103	0.272	0.317	6.566	0.705	2.838	2.462	1.458	2.494	1.736	2.301	0	0.04	0.08	0.18	0.005	0.002	1.007	0.007	0.667	1.238	0.016	0.04	0.208	5.372	3.302	2.029	0.981	7.106	0.527	12.699	5.322	2.301	14.609	4.207	1.459	1.838	3.407	12.425	0.924	9.272	6.347	0.725	2.963	1.941	0.642	6.771	2.442	3.395	0.263	0.777	2.915	13.737	2.188	9.378	0.518	0.165	10.789	3.831	9.331	2.899	0.31	1.837	7.28	52.21	0.965
ASV_11	-0.26	14.757	0.567011608021149	0.694383780837494	NotSig	1.728	1.78	0.093	0.342	0.23	0.18	0.376	0.189	0.162	0.338	0.228	0.444	0.016	0.104	0.083	0.116	0.533	0.692	0.334	0.169	0.552	0.209	0.3	0.53	2.404	0.066	0.267	0.866	0.349	2.382	0.659	1.355	32.086	2.116	1.983	0.6	1.445	1.699	0.989	1.11	0.01	0.963	3.46	2.429	1.2	0.586	2.477	8.381	0.154	3.221	2.444	4.49	0.243	1.05	0.607	0.75	0.321	0.451	0.111	0.63	0.887	0.525	1.807	0.117	0.158	0.157	0.123	0.05	0.127	0.138	0.526	0.595	0.801	0.207	0.408	0.193	0.282	1.601	3.94	0.358	0.824	4.003	0.036	2.66	0.85	0.874	0.152	1.499	42.835	0.484	1.299	0.414	0.871	0.799
ASV_115	-0.287	9.851	0.587895884979079	0.714779888931399	NotSig	0.075	0.087	0.006	0.148	0.089	0.137	0.242	0.112	0.053	0.039	0.106	0.463	0.072	0.429	0.078	0.107	0.107	0.051	0.003	0	0.009	0.054	0.001	0.008	0.005	0.001	0	0	1.284	0.035	0.01	0.021	0.008	0.027	0.018	0.001	0	0.027	0.004	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0.016	0.024	0.046	0.032	0.072	0.077	0.097	0.005	0.082	0.322	0.12	0.387	0.15	0.16	0.076	0.227	0.242	0.152	0.897	0.039	0.088	0.002	0	0.003	0	0.008	0.016	0.086	0.023	0.03	0.02	0.02	0.02	0.001	0.001	0.001	0.022	0.032	0.008	0.016	0.002	0.024
ASV_108	0.296	9.793	0.624996448614109	0.754459998684174	NotSig	0.082	0.08	0.23	0.025	0.155	0.01	0.218	0.382	0.553	0.031	0.002	0.115	0.305	0.437	0.461	0.521	0.028	0	0	0.002	0	0.007	0	0.002	0.001	0.004	0.002	0.042	0.145	0.002	0	0.336	0.001	0.031	0.026	0.015	0.001	0.004	0	0	0	0	0	0	0	0	0	0	0.003	0	0	0	0.033	0.003	0.006	0.001	0.205	0.012	0.404	0.108	0.017	0.087	0.128	0.016	0.169	1.521	0.232	0.061	0.07	0.081	0.011	0.006	0	0.005	0.004	0	0.003	0.002	0.002	0.002	0.02	0.004	0.012	0.004	0.044	0.003	0.045	0.015	0.011	0.007	0.001	0.002	0.001	0
ASV_136	0.288	10.613	0.642762065633439	0.770402759518094	NotSig	0.089	0.104	0.003	0	0.001	0	0.002	0.003	0	0.008	0.014	0.006	0.004	0.055	0.058	0.158	0.184	0.103	0.017	0.973	0	0.027	0.006	0.036	0.215	0	1.659	0.014	0.017	0.014	0.017	0.001	0.006	0.017	0.018	0.011	0.093	0.146	0.332	0.001	0.003	0.001	0.001	0.001	0	0	0	0	0	0	0.239	0	0	0.002	0.006	0	0.05	0.002	0	0.015	0.138	0.002	0.033	0.003	0.054	0.005	0.029	0.025	0.037	0.088	0.051	0.196	0.492	0.931	0.015	0.003	1.363	0	0.069	0.019	0.043	0.005	0.032	0.012	0.054	0.015	0.001	0.009	0.001	0.001	0.008	0.284	0.175	0.086
ASV_25	-0.188	13.456	0.650996699425097	0.77477776199184	NotSig	0.762	0.969	2.626	0.892	0.11	1.995	0.08	0.869	1.864	0.645	1.464	1.042	0.981	2.121	0.843	1.694	2.556	2.653	0.194	1.761	0.052	0.479	0.027	0.053	0.764	0.036	1.721	0.608	0.028	0.016	0.255	0.461	0.1	0.15	0.673	0.202	0.725	0.13	0.129	0.041	0.579	0.01	1.692	0.01	0.024	1.034	0.009	0.103	1.178	2.312	0	0.107	0.678	0.056	0.099	0.075	0.459	0.041	0.899	1.712	0.199	0.158	0.413	2.129	2.282	2.186	1.051	1.511	1.354	1.941	11.067	1.165	0.051	0.098	0.652	0.128	1.189	0.057	0.055	0.185	0.346	2.274	0.095	0.019	0.035	0.049	2.462	0.732	0.248	0.129	0.086	1.057	1.108	0.183
ASV_881	0.253	11.265	0.671718679661485	0.79136520286026	NotSig	0.23	0.235	1.268	0.333	0.071	1.985	0.018	0.51	0.574	0.393	1.241	0.634	0.083	1.08	0.603	0.68	0.672	0.495	0.002	0.002	0.006	0.068	0	0.002	0.05	0.001	0.015	0.289	0.005	0	0.003	0.138	0.013	0.014	0.157	0.004	0.001	0.001	0	0	0.078	0	0	0	0	0.003	0	0.009	0	0.006	0	0	0.164	0.024	0.073	0.086	0.2	0.007	0.169	0.051	0.084	0.097	0.188	1.239	1.01	2.165	0.645	0.218	1.469	0.793	0.191	0.368	0	0.005	0.024	0.153	0	0.005	0.014	0.008	0.096	0.226	0	0.005	0.035	0	0.004	0.02	0.025	0.017	0.001	0.003	0	0
ASV_27	0.213	13.284	0.674299344448979	0.79136520286026	NotSig	0.653	0.634	0.114	0.033	0.058	0.143	0.002	0.221	0.026	0.065	0.083	0.491	0.031	0.057	0.067	0.084	0.021	0.049	2.116	0.211	3.197	0.094	10.17	0.139	0.188	0.063	0.08	0.089	0.012	1.732	0.034	0.032	0.37	1.19	0.587	0.641	0.241	2.583	4.506	0.023	0.468	0	0.047	0	0	0.111	0.473	0	0.368	0.68	0.016	0.627	0.174	0.082	0.169	0.336	0.034	0.005	0.115	0.229	0.578	0.04	0.426	0.057	0.111	0.046	0.02	0.02	0.115	0.195	0.059	0.064	1.975	0.393	0.171	0.252	0.165	6.125	1.553	0.164	0.221	0.276	0.028	0.428	0.007	1.423	0.064	0.187	0.229	2.828	4.613	1.668	0.346	0.629
ASV_106	-0.262	11.243	0.680226637153449	0.792815873647813	NotSig	0.196	0.217	0.073	0.01	0.055	0.471	0	0.016	0.011	0	0.053	0.004	0	0.009	0	0.005	0.013	0.234	0.183	0.029	0.164	0.024	0	0.09	0.006	0.017	0.003	0.012	1.207	0.054	0.026	0	0.555	0.123	0.436	0.056	0.488	5.019	0.069	0	0.018	0	0	0	0	0	0.134	0.001	0.082	0.002	0.001	0.064	0.005	0.003	0.002	0.006	0.014	0	0.005	0	0.025	0.008	0	0.014	0.022	0.003	0.007	0.002	0.037	0.002	0.013	0.004	0.983	0.063	0.88	0	0.019	1.028	0.003	0.022	0	0.114	0.05	0.058	0.026	0.016	0.001	0	0.04	0.052	1.502	0.034	0.076	3.96
ASV_114	-0.272	11.664	0.697691587478612	0.80760190605401	NotSig	0.199	0.136	0	0.007	0	0	0.013	0.041	0.008	0.043	0.009	0.002	0.009	0.031	0.016	0.059	0.028	0.004	0.239	0.004	0.052	0.072	0.01	0.319	0.007	0.04	0.002	0.002	0.027	0	0	0.028	0	0.034	0.003	0.024	0.006	0.003	0.19	3.274	0.844	0.003	0.066	0.003	0	0.003	0.022	0	0.177	0.172	1.309	2.755	0.016	0.002	0.004	0	0.004	0.019	0.048	0.009	0.021	0.022	0.018	0	0	0.01	0.004	0.091	0.015	0.024	0.025	0.004	0.012	0.075	0.004	4.608	0.017	0.007	0.002	0	0	0	0.004	0.034	0	0.002	0.566	0.039	0	0	0.001	0	0.004	0.005
ASV_85	-0.15	10.797	0.708723674264496	0.814791162929931	NotSig	0.127	0.137	0.056	0.097	0.092	0.183	0.122	0.067	0.103	0.096	0.152	0.127	0.11	0.057	0.048	0.068	0.032	0.01	0.028	0.286	0.015	0.027	0.137	0.005	0.007	0.006	0.002	0.007	0.095	0.23	0.048	0.111	0.374	0.082	0.136	0.015	0.03	0.228	0.481	0.003	1.082	0.052	0.001	0.003	0.022	0	0	0.001	0.099	0.004	1.217	0.084	0.025	0.236	0.235	0.35	0.133	0.328	0.145	0.243	0.059	0.119	0.13	0.095	0.085	0.026	0.027	0.163	0.032	0.095	0.047	0.016	0.139	0.278	0.009	0.025	0.015	0.217	0.009	0.002	0.005	0.075	0.032	0.109	0.012	0.392	0.131	0.372	0.228	0.02	0.136	0.775	0.081	0.106
ASV_98	0.34	9.639	0.736359622201093	0.840843082108004	NotSig	0.048	0.071	0	0	0	0	0	0.027	0.68	0	0	0.125	0	0	0.182	0	0	0.076	0.846	0	0	0.011	0.131	0	0.034	0.183	0	0	0	0	0	0	0.001	0	0	0.004	0.035	0.009	0.002	0.004	0	0	0	0	0.002	0	0.001	0.013	0	0.036	0.004	0	0	0.002	0	0	0.02	0	0.022	0.012	0	0	0.145	0.011	2.248	0.126	0	0	0	0	0	0.078	0.119	0.003	0	0	0.204	0	0.005	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0
ASV_32	-0.137	11.614	0.751495001356158	0.85236681361873	NotSig	0.218	0.226	0.021	0.104	0.221	0.297	0.381	0.502	0.498	0.09	0.792	0.16	0.114	0.123	0.615	0.925	0.214	0.099	0.003	0.053	0.005	1.436	0.004	0.01	0.106	0.03	0.312	0.008	0.057	0.019	0.019	0.281	0.169	0.053	0.471	0.675	0.021	0.008	0.04	0	0.177	0.183	0.802	0.016	0	0.059	0	0.411	0.265	0.002	0.003	0.03	0.017	0.158	0.077	0.051	0.899	0.407	0.422	0.753	0.197	0.069	0.882	0.204	0.479	0.137	0.609	0.086	0.312	0.514	0.078	0.324	0.001	0.076	0.02	0.001	0.037	0.002	0.014	0.017	0.139	0.042	0.879	0.03	0.114	0.18	0.388	0.114	0.307	0.027	0.022	0.288	0.103	0.008
ASV_103	-0.139	11.005	0.769808721994922	0.867317826780946	NotSig	0.151	0.159	0.005	0.008	0.039	0.047	0.015	0.106	0.01	0.258	0.005	1.378	0.002	0.019	0.023	0.039	0.006	0.008	0.129	0.037	0.238	0.04	1.517	0.005	0.032	0.031	0.013	0	0.042	0.026	0.043	0.003	0.113	0.572	0.207	0.089	0.085	0.211	1.181	0.006	0.111	0	0.003	0.193	0	0	0.008	0.157	0.052	0	0.413	0.05	0	0.015	0.105	0.191	0.023	0.009	0.048	0.02	0.31	0.168	0.095	0.068	0.106	0.093	0.045	0.005	0.132	0.217	0.023	0.01	0.724	0.117	0.022	0.063	0.02	0.078	0.013	0.172	0.002	0.001	0.012	0.033	0.013	0.043	0.757	0.099	0.04	0.274	2.053	0.181	0.058	0.234
ASV_23	0.098	13.692	0.827626642924359	0.915327110596669	NotSig	0.737	1.031	0.389	0.217	0.153	0.071	0.2	0.214	0.461	0.153	0.131	0.457	0.197	0.268	0.166	0.144	0.443	0.154	0.239	0.195	0.255	0.191	1.297	0.316	0.493	0.272	0.244	3.095	0.598	0.511	13.063	0.046	0.644	0.2	0.367	0.08	0.837	1.846	4.606	0.004	0.434	0	0.209	0.765	1.623	0.074	0	0	0.034	0.017	0.458	0.006	0.592	0.418	0.938	0.992	0.148	0.493	0.409	0.33	0.434	0.751	0.569	0.112	0.173	0.18	0.138	0.613	0.267	0.393	1.813	0.196	13.127	0.269	1.815	0.843	0.683	3.831	0.402	2.986	0.781	3.66	0.105	0.113	0.901	0.113	0.056	0.181	0.248	0.098	0.421	0.766	1.053	0.88
ASV_140	0.127	10.206	0.832890885296858	0.915327110596669	NotSig	0.094	0.106	0.429	0.018	0.032	0.88	0.005	0.184	0.784	0.006	0.4	0.095	0.211	0.071	0.035	0.084	0.156	0.522	0.002	0.011	0.035	0.02	0.113	0	0.06	0.003	0.003	0	0	0	0	0.245	0.005	0.029	0.229	0	0.004	0.003	0	0	0.001	0.001	0.001	0	0	0	0	0	0	0	0	0	0.065	0.021	0.044	0.018	0.128	0	0.081	0.815	0.029	0.012	0.035	0.553	1.277	0.049	0.527	0.025	0.182	0.091	0.04	0.002	0.003	0.039	0.07	0.004	0.003	0.007	0.156	0.003	0.007	0.009	0.002	0.02	0.015	0.017	0	0.004	0.004	0.102	0.004	0.001	0	0
ASV_130	-0.104	10.549	0.83371197804917	0.915327110596669	NotSig	0.121	0.145	1.054	0.046	0.064	0.312	0.475	0.501	0.509	0.061	0.306	0.107	0.13	0.081	0.147	0.119	0.218	0.544	0.002	0.048	0.026	0.037	0.001	0.012	0.025	0	0.019	0.025	0.003	0.002	0.002	0.736	0.003	0.012	0.359	0.012	0.004	0.003	0.006	0	0.001	0.001	0	0	0	0.001	0.003	0.004	0.007	0	0.004	0.001	0.091	0.023	0.385	0.101	0.204	0.238	0.093	0.528	0.059	0.063	0.085	0.052	0.273	0.327	0.105	0.011	0.095	0.091	0.049	0.128	0.006	0.03	2.348	0.001	0.04	0.007	0.006	0.005	0.039	0.001	0.064	0.032	0.028	0.005	0.032	0.282	0.036	0.001	0.003	0.002	0.119	0.008
ASV_169	-0.128	9.5	0.834085059360278	0.915327110596669	NotSig	0.05	0.055	0.005	0	0.705	0.01	0.003	0.012	0.027	0.149	0.285	0.242	0.224	0.014	0.016	0.094	0.026	0.027	0	0.011	0	0	0.001	0.012	0.034	0	0.013	0.022	0.269	0.087	0.048	0.01	0.002	0.123	0.002	0.015	0	0	0.02	0	0	0.003	0	0.001	0	0	0	0	0	0	0	0	0.003	0.044	0.092	0.162	0.029	0	0.023	0.337	0.006	0.077	0.02	0.117	0.05	0.149	0.38	0.009	0	0.257	0.008	0.204	0	0	0	0	0.012	0.003	0.008	0	0.043	0.01	0.149	0.037	0.051	0.009	0.001	0.001	0.011	0.014	0.001	0.001	0.001	0
ASV_20	-0.118	14.601	0.839630388003923	0.915467971436535	NotSig	1.116	1.363	0.114	0.208	0.254	0.304	0.007	0.22	1.247	0.348	0.166	0.16	0.029	1.004	1.253	0.571	0.841	0.09	0.192	2.827	0.011	0.069	0.025	0.218	10.679	0.039	26.686	0.093	0.721	0.094	0.084	0.345	0.221	2.36	0.742	1.276	0.121	0.527	0.458	0	0.001	0	0.089	0.005	0.002	0.087	0	0.001	0.94	0.005	0	0.072	0.026	0.686	1.29	0.067	0.128	0.002	0.684	0.542	0.151	0.598	0.231	0.063	0.182	0.343	0.42	0.1	0.673	0.302	0.085	0.143	0.326	1.008	0.035	0.015	7.293	0.038	0.291	0.225	13.575	0.046	12.326	0.072	0.031	0.078	2.076	0.933	1.191	0.096	0.566	7.609	2.461	0.221
ASV_146	0.091	9.726	0.850783263366879	0.921681868647452	NotSig	0.071	0.077	0.049	0.12	0.036	0.086	0.154	0.086	0.079	0.142	0.17	0.026	0.568	0.418	0.419	0.176	0.098	0.341	0.005	0.022	0	0.002	0.001	0	0.02	0.001	0.006	0.03	0.144	0.002	0.002	0.264	0.005	0.01	0.026	0.02	0.003	0.004	0.001	0.003	0	0	0.003	0.001	0	0	0.001	0	0.005	0.001	0	0	0.042	0.05	0.079	0.104	0.063	0.046	0.095	0.075	0.013	0.087	0.576	0.133	0.154	0.392	0.116	0.266	0.182	0.155	0.115	0.076	0	0.041	0.103	0.001	0.002	0.003	0.011	0.003	0.018	0.01	0.02	0.008	0.003	0.033	0.013	0.086	0.02	0.004	0	0.005	0.025	0.003
ASV_77	-0.084	11.174	0.866548875525683	0.928826301816637	NotSig	0.216	0.236	0.056	1.059	0.033	0.019	0.416	0.384	0.188	3.115	0.447	0.345	0.056	1.205	0.44	0.372	0.126	0.15	0	0.184	0.008	0.038	0.001	0.005	0.118	0	0.046	0.03	1.224	0.003	0.007	0.27	0.012	0.055	0.046	0.044	0.009	0.021	0.017	0.001	0	0.003	0	0	0.043	0	0	0.206	0.005	0	0	0.004	0.047	0.05	0.017	0.018	0.15	0.085	0.33	0.168	0.122	0.883	1.797	1.171	0.243	0.193	0.176	0.506	0.663	0.845	0.036	0.066	0.004	0.059	0.044	0.001	0.066	0.011	0.005	0.006	0.043	0.074	0.006	0.023	0.018	0.013	0.053	1.77	0.018	0.045	0.005	0.007	0.07	0.008
ASV_127	0.101	10.973	0.868370151994252	0.928826301816637	NotSig	0.142	0.124	0.119	0.04	0.004	0.003	0.138	0.047	0.011	0	0	0.004	0.007	0.028	0.016	0.007	0.002	0.008	0.002	0.055	0.011	0.031	0.022	0.07	0.278	0.016	0.034	0.662	0	0.009	0.098	0.083	0.046	0.338	0.064	1.172	0.008	0.001	0.004	0	2.624	0	0.087	0	0.002	0	0.003	0	0.001	0.181	0	0.744	0.282	0.018	0.024	0.004	0.034	0.087	0.048	0.051	0.004	0	0	0	0.002	0	0.013	0.093	0.017	0.026	0.025	0.004	0.018	0.066	0.013	0.024	0.096	0.023	3.19	0.058	0.098	0.37	0	0.225	0.004	0.002	0.001	0.012	0.055	0.089	0.091	0.019	0	0.005
ASV_12	0.076	12.387	0.881587034562115	0.929363655525282	NotSig	0.475	0.514	0.038	0.012	0.816	0.278	0.603	0.97	0.458	1.367	2.391	1.002	0.868	1.26	1.999	0.619	0.813	0.152	0.003	0.04	0.002	0.02	0.009	0.015	0.431	0.006	0.094	0.301	6.728	0.028	0.038	0.027	0.092	0.415	0.106	1.207	0.017	0.036	0.43	0	0	0	0.012	0.008	0.002	0	0.008	0.016	0	0	0	0	0.057	0.124	0.088	2.682	0.229	0.228	2.001	0.051	0.111	0.66	0.596	2.875	0.631	4.34	1.264	1.051	1.157	0.793	0.284	0.186	0.009	0.039	0.022	0.01	0.121	0.116	0.042	0.006	0.43	0.034	0.113	0.061	0.137	0.212	0.013	0.046	0.316	0.034	0.01	0.074	0.293	0.021
ASV_7	-0.064	14.809	0.884065867005579	0.929363655525282	NotSig	1.739	1.605	0.085	0.536	0.272	1.071	0.06	0.853	0.291	3.21	0.49	0.966	0.096	0.323	0.647	0.603	0.853	1.351	0.367	0.51	6.289	1.015	4.015	0.512	0.48	1.118	0.079	1.165	0.581	8.301	0.528	0.588	1.813	0.982	0.624	0.3	12.553	7.514	0.639	9.776	0.027	0.018	0.346	1.196	0.15	0.024	0.812	0.008	0.22	5.811	1.217	5.675	0.147	0.326	0.734	0.777	0.139	0.024	0.838	0.291	2.236	3.038	0.699	0.207	1.931	0.742	0.304	0.068	0.342	1.134	0.766	1.07	0.806	0.588	0.731	20.903	0.493	1.227	4.56	0.818	0.442	0.212	0.067	7.038	0.174	0.237	2.338	0.714	1.463	0.08	2.492	0.232	2.102	3.889
ASV_110	-0.079	12.126	0.8853701097016	0.929363655525282	NotSig	0.248	0.183	0.008	0.022	0.026	0.004	0.059	0.07	0.01	0.096	0.039	0.497	0.007	0.009	0.007	0.021	0.002	0	0.066	0.053	0.034	0.072	0.007	1.699	0.356	0.021	0.044	0.187	0.045	0.003	0.221	0.083	0.76	0.012	0.063	0.086	0.287	0.001	0.017	0.017	0.149	0.619	2.435	1.875	0.199	0.558	0.054	0	0.069	0.71	0.011	0.723	0.043	0.006	0.018	0.011	0.052	0.056	0.009	0.109	0.01	0.014	0.025	0.022	0.017	0.018	0.004	0.005	0.002	0.067	0.004	0.01	0.024	0.098	0.033	0.11	1.236	0.015	0.044	0.013	0.002	0.169	0.024	0.216	3.305	0.022	0.161	0.097	1.434	0.011	0.008	0.021	0.116	0.003
ASV_131	-0.125	10.559	0.89601998746525	0.934736900503872	NotSig	0.148	0.198	0	0	0.003	0	0	0.002	0	0	5.446	0.119	0.085	0.197	0.016	0.011	0.002	0.002	0	0.004	0.002	0.001	0	0	0.001	0	0	0	0	0	0	1.369	0	0	0.037	0.002	0.001	0.113	0.006	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.002	0.002	0.003	0.002	0	0.004	0.002	0.013	0	0.403	7.411	0.089	0.126	0.002	0.009	0.112	0	0.004	0.002	0	0.002	0	0	0	0	0	0	0	0	0.036	0.001	0.001	0.002	0	0.001	0	0	0.006	0	0.005	0.081
ASV_62	-0.058	12.695	0.903486427750835	0.936743596870498	NotSig	0.39	0.547	0.014	0.032	0.004	0.007	0.036	0.059	0.008	0.059	0.028	0.402	0.016	0.024	0.028	0.059	0.015	0.012	0.9	0.121	0.256	0.239	0.089	1.915	0.891	0.849	0.087	0.064	0.03	0.023	0.236	0.113	0.106	1.202	1.008	1.16	0.169	0.261	1.837	0.835	0.434	0.43	1.253	0.03	0.189	0.007	0.7	0	1.537	0.584	0.001	1.119	0.057	0.024	0.053	0.017	0.014	0.024	0.151	0.079	0.05	0.014	0.193	0.046	0.03	0.041	0.013	0.034	0.02	0.131	0.04	0.021	2.973	0.159	0.204	0.107	0.256	0.819	0.467	9.427	0.112	0.891	0.016	0.245	0.893	0.05	0.025	0.148	0.094	0.31	4.276	0.072	0.098	0.266
ASV_43	-0.04	12.628	0.921986817139732	0.950096171320822	NotSig	0.426	0.475	0.357	0.556	0.321	0.53	0.808	0.29	0.535	0.291	0.543	0.196	8.272	0.47	0.364	1.059	0.783	0.534	0.016	0.246	0.006	0.296	0.131	0.014	0.493	0.09	0.216	0.103	0.035	0.056	0.17	1.379	0.15	0.121	0.155	0.4	0.051	0.038	0.113	0.018	0.312	0.059	0.089	0.001	0.081	0.123	0	0.046	0.238	0.032	0.008	0.086	0.622	0.126	0.295	0.307	0.541	3.127	0.722	0.767	0.157	0.053	0.824	0.558	0.501	0.572	0.509	1.076	0.247	0.369	1.476	0.157	0.027	0.291	0.663	0.017	0.211	0.047	0.1	0.08	0.849	0.098	0.474	0.107	0.085	0.203	1.083	1.894	0.249	0.022	0.038	0.223	0.172	0.026
ASV_235	-0.035	9.92	0.940765271719477	0.96357170254904	NotSig	0.066	0.074	0.169	0.108	0.134	0.056	0.086	0.069	0.145	0.02	0.274	0.059	0.045	0.102	0.265	0.285	0.141	0.115	0.002	0.132	0.003	0.07	0	0.008	0.187	0.006	0.404	0.002	0.055	0.01	0.041	0.124	0.007	0.007	0.053	0.004	0.004	0.003	0.014	0	0.015	0.011	0.021	0	0	0.013	0	0.004	0.034	0	0	0	0.202	0.024	0.017	0.046	0.148	0.15	0.086	0.088	0.008	0.004	0.308	0.044	0.173	0.054	0.179	0.054	0.135	0.176	0.036	0.157	0	0.005	0.169	0	0.157	0.003	0.003	0.013	0.112	0.017	0.175	0.02	0.009	0.007	0.012	0.215	0.068	0.001	0	0.005	0.018	0.001
ASV_84	0.036	11.095	0.954862095950565	0.972118639853286	NotSig	0.183	0.222	2.379	0.126	0.035	0.956	0.003	0.602	1.331	0.049	0.516	0.479	0.063	0.37	0.074	0.589	0.853	0.062	0.003	0	0.02	0.018	0.001	0.003	0.156	0.006	0.007	0	0	0.003	0	0.075	0.003	0.007	0.325	0.005	0.001	0.003	0.046	0	0	0	0	0	0	0	0	0	0	0	0	0	0.313	0.02	0.026	0.018	0.353	0.002	0.162	2.188	0.067	0.051	0.108	0.958	0.739	1.704	0.451	0.132	0.392	0.712	0.431	0.01	0.003	0.005	0.206	0.001	0.002	0.054	0.066	0.03	0.009	0.003	0.002	0.058	0.001	0.032	0.001	0.012	0.005	0	0.001	0.002	0.002	0
ASV_209	-0.012	11.551	0.981423718716031	0.987153300888781	NotSig	0.218	0.189	0.275	0.062	0.087	0.448	0.002	0.076	0.024	0.124	0.154	2.572	0.029	0.017	0.032	0.011	0.094	0.023	0.003	0.072	0.523	0.052	4.189	0.017	0.006	0.02	0.01	0.017	0.032	0.012	0.084	0	0.055	0.234	0.186	0.036	0.045	0.47	0.035	0.017	0.022	0.075	0.135	0	0	0.001	0	0	0.454	0.004	0.072	0.005	0.081	0.102	0.246	0.143	0.014	0	0.014	0.035	0.021	0	0.1	0.082	0.26	0.217	0.009	0.002	0.05	0.369	0.017	0.019	0.001	0.163	0.108	1.222	0.074	0.036	0.742	0.011	0.121	0.49	0.018	0.07	0.077	0.008	0	0.024	0.035	0.758	1.244	0.042	0.005	0.894
ASV_56	-0.011	12.48	0.98392474268419	0.987153300888781	NotSig	0.389	0.377	0.348	0.055	0.009	0.021	0.102	0.497	0.09	0.01	0.044	0.067	0.009	0.114	0.023	0.027	0.171	0.097	0.552	0.316	0.132	0.066	0.04	0.26	5.137	0.31	0.504	0.248	0.087	0.717	0.272	0.096	0.093	0.299	2.739	0.039	0.103	0.078	5.124	0.006	0.056	0	0	0	0	0	0.458	0.02	0.01	0.012	0.001	0	0.409	0.006	0.017	0.024	0.164	0.031	0.549	0.128	0.029	0	0.03	0.076	0.054	0.093	0.047	0.027	0.02	0.024	0.055	0.021	0.152	0.347	0.25	0.068	0.024	5.153	3.19	0.423	1.097	1.524	0.083	0.978	0.101	0.013	0.038	0.067	0.016	0.203	0.144	0.081	0.022	0.045
ASV_93	-0.008	11.031	0.987153300888781	0.987153300888781	NotSig	0.194	0.226	0.117	1.03	0.514	0.096	0.511	0.306	0.202	0.948	0.087	0.141	0.054	0.84	1.009	0.365	0.473	0.32	0	0.083	0	0.1	0	0.003	0.11	0.006	0.072	0.003	1.883	0.007	0.005	0.153	0.003	0.024	0.072	0.02	0.009	0.043	0.024	0	0.005	0.008	0.005	0.003	0.006	0	0.001	0.012	0.003	0	0.011	0.005	0.04	0.018	0.044	0.037	0.2	0.063	0.246	0.063	0.054	0.399	3.493	0.103	0.241	0.178	0.181	0.247	1.9	0.45	0.297	0.345	0.009	0.005	0.02	0.004	0.04	0.003	0.003	0.023	0.05	0.067	0.016	0.015	0.004	0.01	0.027	0.259	0.009	0.045	0.005	0.013	0.254	0.01
