ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082	HE10P003	HE07P004	HE07P010	HE07P012	HE07P019	HE07P021	HE07P022	HE07P023	HE07P024	HE07P025	HE05P026	HE07P028	HE07P046	HE07P047	HE07P048	HE10P049	HE07P051	HE10P054	HE07P055	HE07P056	HE07P057	HE07P058	HE07P059	HE07P061	HE07P063	HE07P064	HE07P066	HE07P068	HE07P071	HE07P072	HE07P073	HE07P074	HE07P075	HE07P077	HE07P078
ASV_13	0.235	13.643	0.601072802251869	0.82255466966029	NotSig	1.148	0.853	5.477	0.279	0.163	0.528	0.083	3.411	1.717	3.33	7.022	5.197	1.638	0.405	0.525	1.171	0.616	0.237	0.083	0.12	0.902	0.171	0.102	0.13	0.078	0.525	1.195	0.712	0.254	0.473	0.04	0.808	0.314	3.858	0.287	0.11	0.367	0.41	0.517	0.274	1.25	0.145	0.101	0.144	1.214	0.449	1.221	2.849	1.539	0.242	0.427	13.318	0.323	0.048	0.065	0.141	0.041	0.062	0.146	0.179	0.157	0.1	0.277	0.156	0.19	0.129	0.414	0.012	2.545	0.608	0.439	0.178	0.053	1.173	0.647	0.109
ASV_25	0.218	13.269	0.607749410996671	0.82255466966029	NotSig	0.774	0.668	2.123	0.172	0.172	0.079	0.016	0.072	0.874	0.281	0.405	0.43	0.189	0.038	0.087	0.15	0.084	0.551	0.096	1.735	0.434	0.24	0.293	0.358	0.099	2.172	4.134	0.566	1.701	2.063	0.275	0.469	0.415	0.575	0.247	5.66	0.181	0.638	1.603	0.307	0.205	0.189	0.148	0.015	0.028	0.227	0.17	0.284	0.27	0.029	0.133	0.679	0.055	0.207	0.752	0.243	0.075	0.095	1.329	0.235	0.214	2.899	1.255	0.389	0.945	0.526	0.97	0.11	0.79	0.49	3.386	0.276	0.547	0.791	4.504	0.124
ASV_30	-0.258	12.682	0.609880666386006	0.82255466966029	NotSig	0.47	0.532	0.17	0.15	1.092	0.74	0.146	0.036	0.231	0.107	0.004	0.018	0.009	0.028	0.036	0.088	0	0.316	0.204	0.114	4.167	0.055	0.21	1.416	0.165	0.071	0.019	0.247	0.07	0.336	2.301	0.555	1.071	0.316	1.822	0.39	0.657	0.187	0.774	0.003	0.003	0.082	0.093	1.678	0.034	0.094	0.422	0.071	0.012	0.066	0.007	0.108	0	0.028	0.073	0.176	0.025	2.036	0.166	0.286	4.858	0.057	0.14	0.614	0.023	0.076	0.11	1.068	0.506	3.236	0.186	1.42	0.272	0.335	0.242	0.005
ASV_93	-0.251	11.9	0.613265611699388	0.82255466966029	NotSig	0.27	0.328	0.037	0.029	0.03	0.007	0.008	0.096	0.017	0.047	0.006	0.016	0	0.002	0	0.014	0.004	0.107	0.14	0.562	0.179	0.136	0.334	0.331	0.158	0.898	1.157	0.27	0.491	0.421	0.555	0.172	0.103	0.564	0.144	0.795	1.276	0.571	0.838	0.002	0.003	0.033	0.041	0.006	0.07	0.055	0.003	0.028	0.035	0.006	0	0.049	0.002	0.069	0.378	0.307	0.046	0.062	1.359	0.131	0.186	0.86	0.128	0.256	0.475	0.304	0.123	0.349	0.747	0.799	0.567	1.39	0.094	0.356	2.159	0.016
ASV_51	-0.218	12.472	0.628613475515713	0.836501396552405	NotSig	0.419	0.392	0.241	0.332	0.232	0.349	1.027	0.01	0.183	0.422	0.024	0.275	0.09	0.504	2.343	0.42	4.239	0.157	0.12	0.034	0.092	0.777	0.057	0.182	0.085	0.198	0.074	0.034	0.057	0.223	0.103	0.676	1.369	0.158	0.414	0.033	0.132	0.157	0.111	0.073	0.345	0.769	1.045	0.507	0.03	1.329	0.281	0.082	0.392	0.242	1.468	0.528	2.039	0.018	0.047	0.025	0.004	0.258	0.098	0.046	0.068	0.043	0.069	0.274	0.033	0.295	0.04	0.211	0.069	0.136	0.023	0.283	0.049	0.037	0.031	2.839
ASV_12	0.231	14.301	0.654266117176401	0.858729584162313	NotSig	1.623	1.302	0.147	0.043	0.024	0.166	0.147	0.116	0.483	0.124	0.126	0.077	1.86	0.114	0.204	0.002	0.004	0.058	0.262	0.382	0.179	0.106	0.351	6.083	1.918	5.902	0.21	4.683	0.889	1.245	4.752	0.172	0.338	0.733	3.662	19.814	4.313	3.013	0.548	0.012	0.017	0.137	0.193	0.009	0.179	0.085	1.471	0.125	1.735	0.148	0.142	0.01	0.004	1.137	1.525	1.966	0.239	0.225	0.809	0.388	1.364	7.423	0.292	0.698	2.052	1.679	0.183	4.677	0.929	0.906	0.348	0.709	6.804	6.442	0.253	0.284
ASV_107	-0.211	8.188	0.655479978443422	0.858729584162313	NotSig	0.021	0.021	0.009	0.011	0.008	0.006	0.005	0.005	0.043	0.008	0.004	0.002	0	0.002	0.007	0.007	0	0.108	0.004	0.098	0.038	0.02	0.004	0.015	0.032	0.014	0.021	0.137	0.005	0.034	0.001	0	0.002	0.018	0.001	0.105	0.004	0.052	0.001	0	0	0.008	0.005	0.002	0.008	0.003	0.011	0.002	0.002	0	0.005	0.005	0.002	0.01	0.093	0.055	0.015	0.007	0.065	0.04	0.014	0.009	0.017	0.001	0.004	0.002	0	0.001	0.004	0.003	0.048	0.003	0.011	0.041	0.25	0.001
ASV_200	-0.143	10.744	0.672752897635275	0.867572414866888	NotSig	0.139	0.136	0.073	0.144	0.082	0.075	0.165	0.414	0.01	0.073	0.087	0.134	0.157	0.24	0.161	0.046	0.073	0.312	0.146	0.168	0.046	0.041	0.061	0.168	0.032	1.036	0.04	0.217	0.045	0.021	0.061	0.005	0.02	0.099	0.048	0.093	0.383	0.072	0.023	0.343	0.011	0.185	0.132	0.039	0.221	0.064	0.085	0.059	0.163	0.411	0.079	0.069	0.043	0.022	0.071	0.25	0.082	0.073	0.249	0.128	0.232	0.195	0.16	0.272	0.086	0.034	0	0.102	0.029	0.025	0.026	0.114	0.043	0.227	0.707	0.084
ASV_220	0.146	10.981	0.680922287166879	0.867572414866888	NotSig	0.167	0.131	0.065	0.053	0.025	0.051	0.053	0.104	0.672	0.218	0.162	0.077	0.579	0.081	0.056	0.129	0.011	0.338	0.35	0.253	0.266	0.266	0.265	0.391	0.234	0.321	0.263	0.118	0.097	0.052	0.046	0.084	0.125	0.09	0.204	0.058	0.012	0.115	0.153	0.062	0.015	0.029	0.038	0.009	0.051	0.107	0.226	0.16	0.348	0.045	0.012	0.039	0.004	0.212	0.116	0.114	0.318	0.437	0.335	0.361	0.302	0.141	0.202	0.153	0.108	0.076	0.025	0.01	0.163	0.084	0.065	0.121	0.013	0.077	0.067	0.009
ASV_78	0.177	11.586	0.681858172547355	0.867572414866888	NotSig	0.288	0.206	0.059	0.203	0.264	0.132	0.035	0.074	0.571	0.067	0.03	0.02	0.003	0.089	0.027	0.042	0.004	0.313	0.627	0.116	0.299	0.187	0.088	1.192	0.183	0.118	0.045	1.077	0.055	0.113	0.125	0.376	1.927	0.544	1.391	0.053	0.057	0.496	0.063	0.156	0.002	0.044	0.033	0.039	0.196	0.073	0.074	0.242	0.009	0.012	0.01	0.023	0.004	0.967	0.188	0.041	0.106	1.036	0.117	0.071	0.587	0.056	0.135	0.239	0.081	0.011	0.03	0.181	0.306	0.959	0.219	0.855	0.048	0.196	0.013	0.008
ASV_43	-0.147	12.582	0.684837788315374	0.867572414866888	NotSig	0.478	0.472	0.949	0.249	0.199	0.069	0.082	0.389	0.034	0.253	0.391	0.102	0.338	0.15	0.096	0.286	0.055	0.635	0.418	1.107	3.168	0.352	0.331	0.389	0.186	0.399	1.199	0.478	0.207	0.433	0.137	0.321	0.363	0.991	0.102	0.616	0.236	0.758	1.758	0.385	0.025	0.222	0.178	0.015	0.271	0.155	0.342	0.2	0.773	0.107	0.029	0.147	0.016	0.487	0.779	0.154	0.609	0.501	1.382	1.008	0.174	0.262	0.913	0.32	0.253	0.122	2.303	0.122	2.384	0.226	0.333	0.489	0.471	0.419	0.306	0.042
ASV_203	-0.171	9.269	0.688342298946599	0.867572414866888	NotSig	0.047	0.046	0.042	0.105	0.062	0.081	0.074	0.002	0.078	0.06	0.01	0.002	0	0.04	0.036	0.016	0.064	0.009	0.044	0.001	0.027	0.064	0.01	0.037	0.013	0.018	0.012	0.014	0.025	0.043	0.012	0.074	0.549	0.016	0.075	0.014	0.041	0.012	0.007	0	0.063	0.088	0.055	0.159	0	0.333	0.008	0.005	0.095	0.002	0.066	0.01	0.169	0.016	0.007	0.004	0.001	0.09	0.03	0.006	0.021	0.013	0.085	0.089	0.013	0.008	0.025	0.015	0.012	0.044	0.008	0.092	0.01	0.01	0.002	0.004
ASV_27	-0.182	12.224	0.693031218976508	0.867572414866888	NotSig	0.443	0.417	0.271	1.018	0.229	2.947	1.819	0.009	0.883	0.792	0.168	1.18	0.195	1.221	0.177	0.249	0.216	0.07	0.058	0.022	0.005	0.032	0.016	0.031	0.048	0.058	0.065	0.845	0.027	0.482	0.081	2.039	0.307	0.499	0.048	0.177	0.085	0.167	0.031	0.129	0.575	1.954	4.351	1.218	0.004	1.472	1.335	0.456	0.234	0.454	0.069	0.221	0.329	0.004	0.007	0.064	0.008	0.059	0.021	0.047	0.115	0.01	0.07	0.112	0.034	0.006	0.02	0.058	0.037	0.133	0.171	0.027	0.08	1.081	0.031	0.311
ASV_94	-0.158	11.145	0.70446392872544	0.875400029077936	NotSig	0.173	0.176	0.082	0.206	0.059	0.39	0.222	0.312	0.467	0.135	0.079	0.264	0.585	0.038	0.188	0.882	0.079	0.036	0.636	0.038	0.024	0.103	0.044	0.075	0.176	0.009	0.017	0.181	0.02	0.494	0.019	0.225	0.114	0.006	0.01	0.011	0.015	0.08	0.043	0.045	0.353	1.239	0.61	0.593	0.447	0.258	0.088	0.581	0.177	0.025	0.309	0.54	0.149	0.014	0.012	0.07	0.015	0.05	0.011	0.022	0.025	0.009	0.109	0.069	0.008	0.143	0.14	0.037	0.073	0.072	0.012	0.003	0.049	0.1	0.019	0.088
ASV_870	0.152	9.714	0.724448301350774	0.88747363365179	NotSig	0.06	0.058	0.033	0.025	0.024	0.031	0.026	0.06	0.021	0.017	0.016	0.034	0.012	0.002	0.027	0.055	0.004	0.255	0.022	0.092	0.106	0.084	0.029	0.138	0.544	0.051	0.217	0.073	0.012	0.095	0.006	0.009	0.018	0.002	0.007	0.098	0.01	0.033	0.023	0.017	0.003	0.007	0.035	0.006	0.034	0.003	0.037	0.024	0.024	0.008	0.02	0.049	0.006	0.022	0.116	0.107	0.056	0.017	0.435	0.185	0.088	0.07	0.057	0.005	0.026	0.008	0	0.005	0.018	0.001	0.099	0.021	0.013	0.059	0.353	0.02
ASV_151	-0.164	10.3	0.724682612094361	0.88747363365179	NotSig	0.112	0.086	0.224	0.175	0.013	0.129	0.469	0.021	0.166	0.08	0.008	0.014	0.003	0.045	0.022	0.185	0.007	0.74	0.099	0.104	0.047	0.033	0.007	0.019	0.013	0.013	0.068	0.143	0.062	0.027	0.033	0.074	0.047	0.066	0.004	0.038	0.794	0.303	0.04	0.031	0	0.008	0.088	0.082	0.002	0.008	0	0.024	0.009	0.021	0.005	0.085	0.006	0.978	0.158	0.15	0.019	0.017	0.04	0.013	0.017	0	0.114	0.026	0.094	0.183	0.133	0.341	0.006	0.034	0.015	0.182	0.013	0.116	0.016	0
ASV_49	-0.14	11.58	0.739531930342897	0.897482102761783	NotSig	0.243	0.226	0.073	0.201	0.138	0.383	0.208	0.024	0.252	0.101	0.034	0.048	0.038	0.261	0.065	0.051	0	0.098	0.145	0.079	0.468	0.02	0.114	0.77	0.434	0.168	0.13	0.661	0.052	0.229	1.504	0.179	0.251	1.055	0.696	0.08	0.104	0.258	0.091	0.002	0.005	0.049	0.049	0.09	0.008	0.067	0.303	0.103	0.154	0.769	0.012	0.018	0.022	0.079	0.431	0.096	0.401	0.082	0.082	0.056	0.359	0.018	0.156	0.676	0.055	0.037	0.015	0.907	0.629	0.894	0.029	0.956	0.057	0.224	0.034	0.007
ASV_101	0.27	8.491	0.748685499382178	0.897482102761783	NotSig	0.038	0.022	0	0	0	0.004	0	0	0	0.002	0	0	0	0	0.175	0.009	0.009	0.001	0.004	0.003	0.003	0	0.001	0.001	0.01	0	0	0.011	0	0.006	0.025	0.423	0.426	0	0	0	0.158	0.007	0.194	0	0	0	0	0	0	0	0.053	0	0	0.012	0.115	0.026	0.006	0.008	0.006	0	0.003	0.004	0.001	0	0.001	0.005	0	0	0.003	0.002	0	0.107	0.21	0	0	0.176	0	0	0.023	0
ASV_106	0.207	9.142	0.749604215510018	0.897482102761783	NotSig	0.064	0.031	0	0	0	0.295	0.205	0	0.103	0	0.01	0.025	0	0.125	0	0	0.007	0.007	0.006	0.021	0	0.01	0.007	0.003	0.055	0.016	0.008	0.052	0	0.027	0.084	1.312	0.043	0.004	0.005	0.003	0.023	0.016	0.003	0.02	0.012	0	0	0.382	0	0	0	0.024	0.026	0.261	0	0	0.01	0	0.034	0.038	0.004	0.001	0.009	0.046	0.005	0.003	0.001	0.019	0.006	0.003	0	0.014	0.008	0.004	0.003	0.003	0.136	0	0.008	0.042
ASV_156	-0.228	6.467	0.754097388119368	0.897482102761783	NotSig	0.003	0.003	0.002	0	0	0.001	0	0	0.003	0	0	0.002	0	0	0	0.018	0	0.001	0	0.019	0.008	0.007	0.001	0.006	0	0.004	0.025	0.001	0	0	0	0	0.002	0.008	0	0.016	0	0.001	0	0	0	0	0.002	0	0.008	0	0	0	0.009	0	0	0.003	0	0.004	0.007	0.001	0.035	0.001	0.004	0.001	0	0	0.004	0	0	0	0.005	0	0.012	0	0	0	0	0	0	0
ASV_26	0.121	12.636	0.761782643206388	0.900288578334822	NotSig	0.536	0.414	0.409	1.263	0.271	1.701	1.396	0.209	0.716	0.705	0.658	0.3	1.467	0.926	1.448	0.642	2.291	0.312	0.111	0.286	0.102	0.425	0.016	0.152	0.157	0.089	0.101	0.126	0.159	0.22	0.205	0.265	0.036	0.162	0.029	0.131	0.16	0.465	0.157	2.575	0.057	0.881	0.781	0.638	0.162	0.604	1.579	0.458	0.56	0.543	0.609	0.803	1.094	0.028	0.189	0.414	0.049	0.13	0.061	0.153	0.201	0.04	0.058	0.053	0.035	0.238	0.045	0.118	0.049	0.093	0.04	0.195	0.202	0.056	0.485	2.858
ASV_23	0.109	13.426	0.773452945519201	0.904942839064243	NotSig	0.949	0.768	0.229	0.507	1.543	1.424	1.561	3.06	1.036	0.485	1.517	0.525	0.404	4.555	1.982	0.538	2.236	0.184	0.152	0.637	0.105	0.221	0.076	0.106	0.048	1.472	0.099	0.85	0.523	0.516	1.115	0.346	0.82	1.303	0.279	0.113	0.109	0.492	0.434	5.245	0.173	0.959	0.627	0.743	2.104	3.474	0.65	0.367	0.709	0.54	0.839	0.45	1.419	0.044	0.105	0.595	0.142	0.362	0.105	0.129	0.297	0.09	0.509	0.663	0.403	0.575	0.085	0.538	0.476	0.128	0.103	0.155	0.341	0.706	2.876	4.57
ASV_17	-0.149	14.067	0.77643024653441	0.904942839064243	NotSig	1.132	1.198	0.024	0.019	0.064	0.137	0.096	0.007	0.034	0.024	0.041	0.082	0.079	0.055	0.101	3.191	0.132	3.745	1.338	0.466	0.406	11.846	5.835	0.883	0.298	0.671	0.619	1.83	5.884	0.577	0.233	0.274	1.049	1.449	0.36	0.589	0.055	0.615	0.353	0.012	0.664	0.029	0.017	0.107	0.028	0.053	0.045	0.061	0.08	0.027	0.11	0.087	0.037	0.764	0.422	13.152	4.081	0.992	0.749	4.641	0.545	0.852	1.311	3.732	0.553	2.743	4.363	0.299	0.253	0.209	0.486	0.536	0.172	0.1	0.117	0.183
ASV_10	0.225	6.245	0.787206866369837	0.905909518925148	NotSig	0.004	0.003	0	0.017	0	0.059	0.005	0.009	0.003	0	0.004	0.007	0.017	0.006	0	0	0.002	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.032	0	0	0	0	0.03	0	0.049	0	0.003	0.014	0.005	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.001	0	0	0.002	0	0	0
ASV_118	0.157	9.784	0.795855581419683	0.905909518925148	NotSig	0.093	0.056	0	0	0	0.17	0.026	0	0.007	0	0.002	0.032	0.003	0.015	0.004	0.009	0.002	0.052	0.297	0.019	0.018	0.006	0.02	0.065	0.206	0.062	0.036	1.856	0.002	0.012	0.019	0.014	0.018	0.023	0.079	0.003	0.043	0.409	0.081	0.002	0	0	0	0.872	0	0	0.003	0.014	0.002	0	0.02	0	0.049	0.019	0.024	0.02	0.012	0.023	0.12	0.031	0.124	0.014	0.035	0.031	0.034	0.008	0	0.005	0.006	0.192	0.003	0.055	0	0.237	0.006	0.004
ASV_128	0.281	11.223	0.799422313163733	0.905909518925148	NotSig	0.207	0.163	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0.002	0.009	0	0	0	0	0	0	0	0.003	0.009	0.007	0.14	0.077	0.168	1.148	0	0.002	0.298	0.136	0.118	5.763	0.003	0.164	0	0	0	0	0	0	0	0	0	0	0	0.002	0.005	0.004	0	0	0.008	0	0	0.005	0	0.004	0.009	0	0	0.008	0.032	0.055	2.109	0	0.143	0.094	3.085	0	0.004	0.136	0
ASV_41	0.117	12.056	0.799590701131593	0.905909518925148	NotSig	0.309	0.274	0.026	0.002	0.16	0.084	0.083	0.009	0.04	0.006	0.184	0.234	0.442	0.269	0.011	0.169	0.147	1.721	0.185	0.136	0.195	1.306	0.942	0.662	0.104	0.16	1.046	0.811	0.159	0.15	0.088	0.177	0.276	0.076	0.295	0.124	0.007	0.447	0.407	0.012	0.706	0	0.003	0.08	0.019	0.003	0.268	0.235	0.227	0.175	0.155	0.018	0.008	0.053	0.152	0.075	0.937	0.406	0.833	0.773	0.119	0.073	0.741	1.765	0.605	0.209	0.827	0.027	0.088	0.156	0.311	0.08	0.034	0.044	0.078	0.023
ASV_44	0.11	12.521	0.806928490159538	0.905909518925148	NotSig	0.508	0.396	1.042	0.242	0.879	0.037	0.034	0.014	0.422	0.355	0.761	0.127	0.081	0.074	0.02	0.021	0.031	0.036	1.187	0.312	0.135	1.299	0.172	0.084	0.064	2.647	0.14	0.095	1.713	0.513	0.111	0.513	3.464	0.843	0.14	0.117	0.926	0.067	0.65	0.012	0.447	0.501	0.31	0.024	0.026	0.211	0.135	0.268	0.05	0.07	0.047	0.064	0.008	0.512	0.073	0.04	0.072	0.34	0.321	0.057	0.039	0.39	0.075	0.597	0.969	0.658	6.559	0.173	0.086	0.069	0.317	0.29	0.259	0.144	0.08	0.012
ASV_59	0.117	12.081	0.809422114542588	0.905909518925148	NotSig	0.31	0.297	0.016	0.019	0.008	0.668	1.219	0.283	0.357	0.074	0.358	1.339	0.506	0.373	0.121	1.205	0.119	0.129	1.322	0.092	0.033	0.108	0.051	0.043	0.257	0.025	0.037	0.297	0.007	0.15	0.049	0.413	0.105	0.008	0.005	0.01	0.016	0.196	0.061	0.076	1.939	0.048	0.036	1.104	0.452	0.094	0.186	4.416	0.475	0.162	0.721	0.831	0.159	0.043	0.041	0.059	0.014	0.095	0.062	0.033	0.052	0.014	0.19	0.18	0.011	0.09	0.203	0.098	0.033	0.072	0.017	0.004	0.049	0.155	0.019	0.171
ASV_65	0.116	12.793	0.819224699329101	0.910848514385645	NotSig	0.587	0.559	0.182	0.57	0.108	0.593	0.203	4.637	0.588	0.918	2.359	0.739	2.706	1.617	1.076	0.358	3.055	0.082	0.04	0.034	0.096	0.152	0.057	0.052	0.043	0.059	0.034	0.097	0.01	0.037	0.037	0.123	0.764	0.041	0.098	0.071	0.041	0.032	0.004	0.182	0.982	0.133	0.24	0.161	3.925	0.715	0.637	0.444	7.303	0.339	0.294	0.409	1.364	0.014	0.019	0.018	0.007	0.159	0.179	0.074	0.034	0.023	1.673	0.319	0.038	0.035	0.03	0.031	0.006	0.103	0.088	0.047	0.007	0.029	0.008	0.651
ASV_124	0.105	11.63	0.833773031343133	0.920964982333264	NotSig	0.324	0.231	0.023	0.107	0.022	0.329	0.267	0.002	0.498	0.16	0.073	0.07	0.794	0.091	0.22	0.074	0.015	0.772	0.124	0.013	0.344	0.635	0.015	0.093	0.83	0.01	0.02	0.057	0.005	0.326	0.022	5.237	0.674	0.158	0.015	0.003	0.007	0.344	0.001	0.005	0.166	0.305	0.362	0.309	0.008	2.006	1.354	0.08	0.461	0.203	1.899	0.049	0.045	0.01	0.019	0.058	0.014	0.14	0.021	0.044	0.05	0.016	0.036	0.032	0.008	0.013	0.063	0.008	0.022	0.152	0.004	0.004	0.046	0.063	0.011	0.183
ASV_152	0.078	10.982	0.84206819825009	0.924046357435337	NotSig	0.166	0.141	0.042	0.012	0.019	0.084	0.038	0.074	0.01	0.171	0.087	0.023	0.163	0.006	0.054	0.065	0.033	0.405	0.2	0.138	0.866	0.404	0.195	0.355	0.158	0.312	0.348	0.16	0.047	0.073	0.039	0.174	0.764	0.195	0.183	0.061	0.007	0.307	0.126	0.056	0.022	0.025	0.011	0	0.009	0.026	0.135	0.094	0.208	0.018	0.015	0.069	0.012	0.264	0.288	0.134	0.167	0.326	0.235	0.181	0.145	0.046	0.361	0.607	0.059	0.023	0.123	0.02	0.418	0.128	0.523	0.125	0.015	0.068	0.069	0.005
ASV_31	-0.092	12.465	0.847498138476197	0.924046357435337	NotSig	0.526	0.388	0.197	0.507	0.177	5.585	1.28	0.067	0.555	0.573	0.514	1.066	1.644	2.914	1.767	0.72	0.788	0.113	0.211	0.066	0.036	0.033	0.023	0.047	0.13	0.034	0.028	0.127	0.065	0.259	0.064	0.028	0.049	0.129	0.057	0.009	0.041	0.065	0.06	0.341	0.156	1.517	0.424	2.81	0.053	0.79	0.719	0.378	0.634	0.73	0.341	0.401	0.469	0.014	0.037	0.063	0.02	0.028	0.039	0.079	0.089	0.023	0.031	0.034	0.019	0.212	0.01	0.057	0.018	0.028	0.019	0.034	0.066	0.252	0.036	3.094
ASV_177	-0.094	9.803	0.860397860592208	0.931416256613464	NotSig	0.076	0.061	0.007	0.043	0.209	0.048	0.046	0.005	0.229	0.003	0.462	0.055	0.015	0.03	0.096	0.032	0.128	0.009	0.004	0	0.024	0	0.003	0.003	0	0	0.003	0.001	0.259	0.021	0.058	0.137	0.117	0.593	0.008	0.034	0.111	0.019	0.056	0.083	0.003	0.005	0.006	0.013	0.006	0.003	0.364	0.024	0.054	0.025	0.052	0.005	0.018	0	0.027	0.002	0.003	0.004	0.004	0.004	0.005	0	0.004	0.001	0.005	0.472	0.003	0.073	0.278	0.015	0.004	0.027	0.033	0.011	0.088	0.491
ASV_199	-0.115	7.79	0.872484869316825	0.931416256613464	NotSig	0.01	0.016	0.002	0	0	0	0	0	0	0.008	0.002	0	0	0	0	0	0	0.004	0.019	0.004	0.064	0.003	0.007	0.018	0.007	0.008	0.008	0.025	0	0.021	0	0	0.004	0.008	0.11	0.009	0.004	0.004	0.004	0	0.065	0	0	0.002	0	0	0	0.002	0	0	0	0	0	0.001	0	0.02	0	0.007	0.005	0	0.013	0	0.014	0.342	0.008	0	0.008	0.001	0	0.015	0.116	0.003	0.005	0.005	0.005	0.003
ASV_18	-0.078	12.512	0.876305678863084	0.931416256613464	NotSig	0.507	0.397	0.362	0.899	0.153	8.32	2.098	0.012	1.34	0.38	0.065	0.175	0.297	0.299	1.529	0.104	0.075	0.144	0.037	0.025	0.017	0.007	0.019	0.122	0.064	0.065	0.038	0.095	0.085	0.055	0.04	0.111	0.02	0.062	0.19	0.009	0.201	0.162	0.191	0.214	1.702	0.585	0.723	2.267	0.011	0.735	0.202	0.157	0.364	2.643	3.409	0.111	0.265	0.008	0.016	0.112	0.005	0.023	0.027	0.126	0.148	0.016	0.043	0.276	0.03	0.056	0.048	0.136	0.018	0.143	0.007	0.276	0.414	0.166	0.177	0.14
ASV_4	0.07	15.575	0.878338424280473	0.931416256613464	NotSig	3.523	3.419	1.307	0.782	0.389	0.393	0.03	1.519	1.116	1	0.16	0.191	0.134	0.102	0.715	0.988	0.108	7.18	0.902	3.531	17.615	1.815	1.823	5.609	28.399	5.949	15.647	3.001	2.622	7.631	5.162	1.586	0.712	3.177	0.318	3.983	0.846	5.652	4.168	1.035	0.088	0.426	1.136	0.049	1.316	0.478	0.441	0.103	1.102	0.493	0.346	0.337	0.065	1.207	2.328	7.65	1.439	0.801	21.985	1.377	1.951	24.616	2.245	1.056	4.718	4.352	0.341	5.624	8.097	2.261	1.651	1.79	2.299	4.147	10.18	1.25
ASV_2	0.052	16.98	0.886191879510618	0.931416256613464	NotSig	10.301	9.001	10.767	2.068	4.455	1.049	2.452	1.163	11.74	2.15	0.832	11.869	6.047	2.628	28.84	21.114	3.717	10.075	14.996	21.567	15.735	2.442	25.894	13.733	7.421	23.135	17.578	4.899	19.831	4.675	15.84	4.445	4.945	10.622	10.095	3.244	25.417	7.449	18.853	7.738	0.228	1.756	1.904	0.479	0.255	0.959	7.623	10.623	20.541	0.721	1.701	36.253	0.99	6.654	7.318	2.209	6.321	5.247	11.14	12.547	8.976	31.09	3.024	7.648	16.123	8.818	13.073	13.047	13.779	10.695	4.896	31.416	3.289	5.756	7.064	1.1
ASV_209	0.06	9.96	0.887325546241229	0.931416256613464	NotSig	0.101	0.068	0.035	0.07	0.123	0.364	0.083	0	0.031	0.014	0.049	0.143	0.157	0.121	0.085	0.171	0.057	0.074	0.012	0.047	0.015	0.088	0.01	0.091	0.21	0.001	0.011	0.021	0.015	0.015	0.007	0.62	0.043	1.016	0.014	0.009	0.009	0.091	0.017	0.017	0.002	0.022	0.168	0.168	0	0.007	0.021	0.052	0.492	0.01	0.238	0.085	0.186	0.022	0.036	0.089	0.016	0.04	0.051	0.078	0.019	0.001	0.069	0.108	0.005	0.003	0.015	0.007	0.002	0.069	0.004	0.04	0.079	0.077	0.017	0.074
ASV_131	-0.101	7.924	0.897990483318665	0.931525447957765	NotSig	0.018	0.018	0.002	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.016	0.001	0.001	0.001	0.071	0.012	0.006	0.058	0.021	0.042	0	0.003	0.007	0.223	0.173	0.002	0.001	0.05	0.006	0.003	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.006	0.02	0.001	0	0.035	0.004	0.078	0.001	0	0.049	0.275	0.045	0	0	0.011	0.094	0	0.001	0.003	0	0.001	0.002	0
ASV_98	-0.107	10.896	0.914694299812726	0.931525447957765	NotSig	0.069	0.176	0	0.006	0.061	0	0	0	0	0.133	0	0.014	0	0	0.009	0.005	0.011	0	0	0	0	0.001	0	0	0	0	0	0.001	0.11	0.058	0.145	0	0	0.045	0.005	0.014	0.115	0.004	0.029	0.011	1.91	0.228	0	0	0	4.473	0	0.002	0	0	0.002	0.015	0.035	0	0	0	0	0.001	0	0	0	0	0	0.003	0.011	0.101	0.163	0.273	0	0.013	0.01	0.744	0.041	0	0.008	0.018
