group	variable	value
HG00P072	aliphatic_non_methane_hydrocarbon_degradation	0
HG00P073	aliphatic_non_methane_hydrocarbon_degradation	0
HG00P074	aliphatic_non_methane_hydrocarbon_degradation	0
HG00P075	aliphatic_non_methane_hydrocarbon_degradation	0
HG00P077	aliphatic_non_methane_hydrocarbon_degradation	0
HG00P078	aliphatic_non_methane_hydrocarbon_degradation	0
HG00P082	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P003	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P004	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P010	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P011	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P012	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P014	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P019	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P025	aliphatic_non_methane_hydrocarbon_degradation	563
HS00P029	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P034	aliphatic_non_methane_hydrocarbon_degradation	29
HS00P036	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P040	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P041	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P042	aliphatic_non_methane_hydrocarbon_degradation	15
HS00P044	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P045	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P046	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P047	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P048	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P050	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P051	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P055	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P056	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P057	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P058	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P059	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P061	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P063	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P064	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P068	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P071	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P072	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P073	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P074	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P075	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P077	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P082	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P109	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P110	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P118	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P137	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P142	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P167	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P176	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P179	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P192	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P198	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P201	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P93	aliphatic_non_methane_hydrocarbon_degradation	0
HS00P96	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P003	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P004	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P005	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P010	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P011	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P012	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P014	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P019	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P024	aliphatic_non_methane_hydrocarbon_degradation	90
HS03P025	aliphatic_non_methane_hydrocarbon_degradation	668
HS03P026	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P029	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P031	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P034	aliphatic_non_methane_hydrocarbon_degradation	38
HS03P035	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P040	aliphatic_non_methane_hydrocarbon_degradation	1
HS03P041	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P042	aliphatic_non_methane_hydrocarbon_degradation	42
HS03P044	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P045	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P046	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P047	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P048	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P050	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P051	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P055	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P056	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P057	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P058	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P059	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P061	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P063	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P064	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P066	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P067	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P068	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P071	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P072	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P073	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P074	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P075	aliphatic_non_methane_hydrocarbon_degradation	0
HS03P077	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P004	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P010	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P011	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P012	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P014	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P019	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P024	aliphatic_non_methane_hydrocarbon_degradation	207
HS07P025	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P026	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P029	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P031	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P034	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P035	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P036	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P040	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P041	aliphatic_non_methane_hydrocarbon_degradation	4
HS07P042	aliphatic_non_methane_hydrocarbon_degradation	57
HS07P045	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P046	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P047	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P048	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P050	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P051	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P055	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P056	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P057	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P058	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P059	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P061	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P063	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P064	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P066	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P068	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P071	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P072	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P073	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P074	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P075	aliphatic_non_methane_hydrocarbon_degradation	0
HS07P077	aliphatic_non_methane_hydrocarbon_degradation	0
HS10P003	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P013	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P020	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P027	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P052	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P053	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P062	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P069	aliphatic_non_methane_hydrocarbon_degradation	0
IE03P070	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P013	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P020	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P027	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P052	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P053	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P062	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P069	aliphatic_non_methane_hydrocarbon_degradation	0
IE07P070	aliphatic_non_methane_hydrocarbon_degradation	0
IG00P013	aliphatic_non_methane_hydrocarbon_degradation	0
IG00P020	aliphatic_non_methane_hydrocarbon_degradation	0
IG00P052	aliphatic_non_methane_hydrocarbon_degradation	0
IG00P053	aliphatic_non_methane_hydrocarbon_degradation	0
IG00P062	aliphatic_non_methane_hydrocarbon_degradation	0
IG00P069	aliphatic_non_methane_hydrocarbon_degradation	0
IG00P070	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P013	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P020	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P027	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P033	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P038	aliphatic_non_methane_hydrocarbon_degradation	21
IS00P039	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P043	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P052	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P053	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P062	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P069	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P070	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P081	aliphatic_non_methane_hydrocarbon_degradation	0
IS00P083	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P020	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P027	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P033	aliphatic_non_methane_hydrocarbon_degradation	8
IS03P038	aliphatic_non_methane_hydrocarbon_degradation	44
IS03P039	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P043	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P052	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P053	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P062	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P069	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P070	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P081	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P082	aliphatic_non_methane_hydrocarbon_degradation	0
IS03P083	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P013	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P020	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P027	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P033	aliphatic_non_methane_hydrocarbon_degradation	17
IS07P038	aliphatic_non_methane_hydrocarbon_degradation	54
IS07P039	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P043	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P052	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P053	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P062	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P069	aliphatic_non_methane_hydrocarbon_degradation	0
IS07P070	aliphatic_non_methane_hydrocarbon_degradation	0
DE03P016	hydrocarbon_degradation	0
DE03P017	hydrocarbon_degradation	0
DE03P049	hydrocarbon_degradation	0
DE03P054	hydrocarbon_degradation	0
DE03P060	hydrocarbon_degradation	0
DE03P065	hydrocarbon_degradation	0
DE03P076	hydrocarbon_degradation	0
DE03P081	hydrocarbon_degradation	0
DE03P083	hydrocarbon_degradation	0
DE07P016	hydrocarbon_degradation	0
DE07P049	hydrocarbon_degradation	0
DE07P054	hydrocarbon_degradation	0
DE07P060	hydrocarbon_degradation	0
DE07P065	hydrocarbon_degradation	0
DE07P076	hydrocarbon_degradation	0
DE08P017	hydrocarbon_degradation	0
DE10P016	hydrocarbon_degradation	0
DG00P016	hydrocarbon_degradation	0
DG00P017	hydrocarbon_degradation	0
DG00P049	hydrocarbon_degradation	0
DG00P054	hydrocarbon_degradation	0
DG00P060	hydrocarbon_degradation	0
DG00P076	hydrocarbon_degradation	0
DG00P081	hydrocarbon_degradation	0
DG00P083	hydrocarbon_degradation	0
DS00P030	hydrocarbon_degradation	0
DS00P037	hydrocarbon_degradation	0
DS00P049	hydrocarbon_degradation	0
DS00P054	hydrocarbon_degradation	0
DS00P060	hydrocarbon_degradation	0
DS00P065	hydrocarbon_degradation	0
DS00P076	hydrocarbon_degradation	0
DS00P119	hydrocarbon_degradation	0
DS00P138	hydrocarbon_degradation	0
DS00P140	hydrocarbon_degradation	0
DS00P166	hydrocarbon_degradation	0
DS00P172	hydrocarbon_degradation	0
DS00P180	hydrocarbon_degradation	0
DS00P191	hydrocarbon_degradation	0
DS00P193	hydrocarbon_degradation	0
DS00P194	hydrocarbon_degradation	0
DS00P196	hydrocarbon_degradation	0
DS03P016	hydrocarbon_degradation	0
DS03P017	hydrocarbon_degradation	0
DS03P030	hydrocarbon_degradation	0
DS03P037	hydrocarbon_degradation	0
DS03P049	hydrocarbon_degradation	0
DS03P054	hydrocarbon_degradation	0
DS03P060	hydrocarbon_degradation	0
DS03P065	hydrocarbon_degradation	0
DS03P076	hydrocarbon_degradation	0
DS03P237	hydrocarbon_degradation	0
DS03P239	hydrocarbon_degradation	0
DS03P245	hydrocarbon_degradation	0
DS03P272	hydrocarbon_degradation	0
DS03P279	hydrocarbon_degradation	0
DS03P288	hydrocarbon_degradation	0
DS03P295	hydrocarbon_degradation	0
DS03P298	hydrocarbon_degradation	0
DS03P312	hydrocarbon_degradation	0
DS03P313	hydrocarbon_degradation	0
DS04P138	hydrocarbon_degradation	0
DS04P194	hydrocarbon_degradation	0
DS04P86	hydrocarbon_degradation	0
DS05P114	hydrocarbon_degradation	0
DS05P196	hydrocarbon_degradation	0
DS06P140	hydrocarbon_degradation	0
DS06P180	hydrocarbon_degradation	0
DS07P016	hydrocarbon_degradation	0
DS07P037	hydrocarbon_degradation	9
DS07P049	hydrocarbon_degradation	0
DS07P054	hydrocarbon_degradation	0
DS07P060	hydrocarbon_degradation	0
DS07P065	hydrocarbon_degradation	0
DS07P076	hydrocarbon_degradation	0
DS07P172	hydrocarbon_degradation	0
DS07P193	hydrocarbon_degradation	0
DS08P017	hydrocarbon_degradation	0
DS08P191	hydrocarbon_degradation	0
DS10P016	hydrocarbon_degradation	0
DS10P049	hydrocarbon_degradation	0
DS10P054	hydrocarbon_degradation	0
DS10P166	hydrocarbon_degradation	0
HE02P026	hydrocarbon_degradation	0
HE03P003	hydrocarbon_degradation	0
HE03P004	hydrocarbon_degradation	0
HE03P005	hydrocarbon_degradation	0
HE03P010	hydrocarbon_degradation	0
HE03P011	hydrocarbon_degradation	0
HE03P012	hydrocarbon_degradation	0
HE03P014	hydrocarbon_degradation	0
HE03P019	hydrocarbon_degradation	1
HE03P021	hydrocarbon_degradation	0
HE03P022	hydrocarbon_degradation	0
HE03P023	hydrocarbon_degradation	0
HE03P024	hydrocarbon_degradation	0
HE03P025	hydrocarbon_degradation	0
HE03P028	hydrocarbon_degradation	0
HE03P046	hydrocarbon_degradation	0
HE03P047	hydrocarbon_degradation	0
HE03P048	hydrocarbon_degradation	0
HE03P050	hydrocarbon_degradation	0
HE03P051	hydrocarbon_degradation	0
HE03P055	hydrocarbon_degradation	0
HE03P056	hydrocarbon_degradation	0
HE03P057	hydrocarbon_degradation	0
HE03P058	hydrocarbon_degradation	0
HE03P059	hydrocarbon_degradation	0
HE03P061	hydrocarbon_degradation	0
HE03P063	hydrocarbon_degradation	0
HE03P064	hydrocarbon_degradation	0
HE03P066	hydrocarbon_degradation	0
HE03P067	hydrocarbon_degradation	0
HE03P068	hydrocarbon_degradation	0
HE03P071	hydrocarbon_degradation	0
HE03P072	hydrocarbon_degradation	0
HE03P073	hydrocarbon_degradation	0
HE03P074	hydrocarbon_degradation	0
HE03P075	hydrocarbon_degradation	0
HE03P077	hydrocarbon_degradation	0
HE03P078	hydrocarbon_degradation	0
HE03P082	hydrocarbon_degradation	0
HE05P026	hydrocarbon_degradation	0
HE07P004	hydrocarbon_degradation	0
HE07P010	hydrocarbon_degradation	0
HE07P012	hydrocarbon_degradation	0
HE07P019	hydrocarbon_degradation	0
HE07P021	hydrocarbon_degradation	0
HE07P022	hydrocarbon_degradation	1
HE07P023	hydrocarbon_degradation	0
HE07P024	hydrocarbon_degradation	0
HE07P025	hydrocarbon_degradation	0
HE07P028	hydrocarbon_degradation	0
HE07P046	hydrocarbon_degradation	0
HE07P047	hydrocarbon_degradation	0
HE07P048	hydrocarbon_degradation	0
HE07P051	hydrocarbon_degradation	0
HE07P055	hydrocarbon_degradation	0
HE07P056	hydrocarbon_degradation	0
HE07P057	hydrocarbon_degradation	0
HE07P058	hydrocarbon_degradation	0
HE07P059	hydrocarbon_degradation	0
HE07P061	hydrocarbon_degradation	0
HE07P063	hydrocarbon_degradation	0
HE07P064	hydrocarbon_degradation	0
HE07P066	hydrocarbon_degradation	0
HE07P068	hydrocarbon_degradation	0
HE07P071	hydrocarbon_degradation	0
HE07P072	hydrocarbon_degradation	0
HE07P073	hydrocarbon_degradation	0
HE07P074	hydrocarbon_degradation	0
HE07P075	hydrocarbon_degradation	0
HE07P077	hydrocarbon_degradation	0
HE07P078	hydrocarbon_degradation	0
HE10P003	hydrocarbon_degradation	0
HE10P049	hydrocarbon_degradation	0
HE10P054	hydrocarbon_degradation	0
HG00P003	hydrocarbon_degradation	0
HG00P010	hydrocarbon_degradation	0
HG00P011	hydrocarbon_degradation	0
HG00P012	hydrocarbon_degradation	0
HG00P014	hydrocarbon_degradation	0
HG00P021	hydrocarbon_degradation	3
HG00P022	hydrocarbon_degradation	0
HG00P023	hydrocarbon_degradation	0
HG00P024	hydrocarbon_degradation	0
HG00P025	hydrocarbon_degradation	0
HG00P026	hydrocarbon_degradation	0
HG00P028	hydrocarbon_degradation	0
HG00P046	hydrocarbon_degradation	0
HG00P047	hydrocarbon_degradation	0
HG00P048	hydrocarbon_degradation	0
HG00P050	hydrocarbon_degradation	0
HG00P051	hydrocarbon_degradation	0
HG00P055	hydrocarbon_degradation	0
HG00P056	hydrocarbon_degradation	0
HG00P058	hydrocarbon_degradation	0
HG00P059	hydrocarbon_degradation	0
HG00P061	hydrocarbon_degradation	0
HG00P063	hydrocarbon_degradation	0
HG00P064	hydrocarbon_degradation	0
HG00P066	hydrocarbon_degradation	0
HG00P071	hydrocarbon_degradation	0
HG00P072	hydrocarbon_degradation	0
HG00P073	hydrocarbon_degradation	0
HG00P074	hydrocarbon_degradation	0
HG00P075	hydrocarbon_degradation	0
HG00P077	hydrocarbon_degradation	0
HG00P078	hydrocarbon_degradation	0
HG00P082	hydrocarbon_degradation	0
HS00P003	hydrocarbon_degradation	0
HS00P004	hydrocarbon_degradation	0
HS00P010	hydrocarbon_degradation	0
HS00P011	hydrocarbon_degradation	0
HS00P012	hydrocarbon_degradation	0
HS00P014	hydrocarbon_degradation	0
HS00P019	hydrocarbon_degradation	0
HS00P025	hydrocarbon_degradation	563
HS00P029	hydrocarbon_degradation	0
HS00P034	hydrocarbon_degradation	29
HS00P036	hydrocarbon_degradation	0
HS00P040	hydrocarbon_degradation	0
HS00P041	hydrocarbon_degradation	0
HS00P042	hydrocarbon_degradation	15
HS00P044	hydrocarbon_degradation	0
HS00P045	hydrocarbon_degradation	0
HS00P046	hydrocarbon_degradation	0
HS00P047	hydrocarbon_degradation	0
HS00P048	hydrocarbon_degradation	0
HS00P050	hydrocarbon_degradation	0
HS00P051	hydrocarbon_degradation	0
HS00P055	hydrocarbon_degradation	0
HS00P056	hydrocarbon_degradation	0
HS00P057	hydrocarbon_degradation	0
HS00P058	hydrocarbon_degradation	0
HS00P059	hydrocarbon_degradation	0
HS00P061	hydrocarbon_degradation	0
HS00P063	hydrocarbon_degradation	0
HS00P064	hydrocarbon_degradation	0
HS00P068	hydrocarbon_degradation	0
HS00P071	hydrocarbon_degradation	0
HS00P072	hydrocarbon_degradation	0
HS00P073	hydrocarbon_degradation	0
HS00P074	hydrocarbon_degradation	0
HS00P075	hydrocarbon_degradation	0
HS00P077	hydrocarbon_degradation	0
HS00P082	hydrocarbon_degradation	0
HS00P109	hydrocarbon_degradation	0
HS00P110	hydrocarbon_degradation	0
HS00P118	hydrocarbon_degradation	0
HS00P137	hydrocarbon_degradation	0
HS00P142	hydrocarbon_degradation	0
HS00P167	hydrocarbon_degradation	0
HS00P176	hydrocarbon_degradation	0
HS00P179	hydrocarbon_degradation	0
HS00P192	hydrocarbon_degradation	0
HS00P198	hydrocarbon_degradation	0
HS00P201	hydrocarbon_degradation	0
HS00P93	hydrocarbon_degradation	0
HS00P96	hydrocarbon_degradation	0
HS03P003	hydrocarbon_degradation	0
HS03P004	hydrocarbon_degradation	0
HS03P005	hydrocarbon_degradation	0
HS03P010	hydrocarbon_degradation	0
HS03P011	hydrocarbon_degradation	0
HS03P012	hydrocarbon_degradation	0
HS03P014	hydrocarbon_degradation	0
HS03P019	hydrocarbon_degradation	0
HS03P024	hydrocarbon_degradation	90
HS03P025	hydrocarbon_degradation	668
HS03P026	hydrocarbon_degradation	0
HS03P029	hydrocarbon_degradation	0
HS03P031	hydrocarbon_degradation	0
HS03P034	hydrocarbon_degradation	38
HS03P035	hydrocarbon_degradation	0
HS03P040	hydrocarbon_degradation	1
HS03P041	hydrocarbon_degradation	0
HS03P042	hydrocarbon_degradation	42
HS03P044	hydrocarbon_degradation	0
HS03P045	hydrocarbon_degradation	0
HS03P046	hydrocarbon_degradation	0
HS03P047	hydrocarbon_degradation	0
HS03P048	hydrocarbon_degradation	0
HS03P050	hydrocarbon_degradation	0
HS03P051	hydrocarbon_degradation	0
HS03P055	hydrocarbon_degradation	0
HS03P056	hydrocarbon_degradation	0
HS03P057	hydrocarbon_degradation	0
HS03P058	hydrocarbon_degradation	0
HS03P059	hydrocarbon_degradation	0
HS03P061	hydrocarbon_degradation	0
HS03P063	hydrocarbon_degradation	0
HS03P064	hydrocarbon_degradation	0
HS03P066	hydrocarbon_degradation	0
HS03P067	hydrocarbon_degradation	0
HS03P068	hydrocarbon_degradation	0
HS03P071	hydrocarbon_degradation	0
HS03P072	hydrocarbon_degradation	0
HS03P073	hydrocarbon_degradation	0
HS03P074	hydrocarbon_degradation	0
HS03P075	hydrocarbon_degradation	0
HS03P077	hydrocarbon_degradation	0
HS07P004	hydrocarbon_degradation	0
HS07P010	hydrocarbon_degradation	0
HS07P011	hydrocarbon_degradation	0
HS07P012	hydrocarbon_degradation	0
HS07P014	hydrocarbon_degradation	0
HS07P019	hydrocarbon_degradation	0
HS07P024	hydrocarbon_degradation	207
HS07P025	hydrocarbon_degradation	0
HS07P026	hydrocarbon_degradation	0
HS07P029	hydrocarbon_degradation	0
HS07P031	hydrocarbon_degradation	0
HS07P034	hydrocarbon_degradation	0
HS07P035	hydrocarbon_degradation	0
HS07P036	hydrocarbon_degradation	0
HS07P040	hydrocarbon_degradation	0
HS07P041	hydrocarbon_degradation	4
HS07P042	hydrocarbon_degradation	57
HS07P045	hydrocarbon_degradation	0
HS07P046	hydrocarbon_degradation	0
HS07P047	hydrocarbon_degradation	0
HS07P048	hydrocarbon_degradation	0
HS07P050	hydrocarbon_degradation	0
HS07P051	hydrocarbon_degradation	0
HS07P055	hydrocarbon_degradation	0
HS07P056	hydrocarbon_degradation	0
HS07P057	hydrocarbon_degradation	0
HS07P058	hydrocarbon_degradation	0
HS07P059	hydrocarbon_degradation	0
HS07P061	hydrocarbon_degradation	0
HS07P063	hydrocarbon_degradation	0
HS07P064	hydrocarbon_degradation	0
HS07P066	hydrocarbon_degradation	0
HS07P068	hydrocarbon_degradation	0
HS07P071	hydrocarbon_degradation	0
HS07P072	hydrocarbon_degradation	0
HS07P073	hydrocarbon_degradation	0
HS07P074	hydrocarbon_degradation	0
HS07P075	hydrocarbon_degradation	0
HS07P077	hydrocarbon_degradation	0
HS10P003	hydrocarbon_degradation	0
IE03P013	hydrocarbon_degradation	0
IE03P020	hydrocarbon_degradation	0
IE03P027	hydrocarbon_degradation	0
IE03P052	hydrocarbon_degradation	0
IE03P053	hydrocarbon_degradation	0
IE03P062	hydrocarbon_degradation	0
IE03P069	hydrocarbon_degradation	0
IE03P070	hydrocarbon_degradation	0
IE07P013	hydrocarbon_degradation	0
IE07P020	hydrocarbon_degradation	0
IE07P027	hydrocarbon_degradation	0
IE07P052	hydrocarbon_degradation	0
IE07P053	hydrocarbon_degradation	0
IE07P062	hydrocarbon_degradation	0
IE07P069	hydrocarbon_degradation	0
IE07P070	hydrocarbon_degradation	0
IG00P013	hydrocarbon_degradation	0
IG00P020	hydrocarbon_degradation	0
IG00P052	hydrocarbon_degradation	0
IG00P053	hydrocarbon_degradation	0
IG00P062	hydrocarbon_degradation	0
IG00P069	hydrocarbon_degradation	0
IG00P070	hydrocarbon_degradation	0
IS00P013	hydrocarbon_degradation	0
IS00P020	hydrocarbon_degradation	0
IS00P027	hydrocarbon_degradation	0
IS00P033	hydrocarbon_degradation	0
IS00P038	hydrocarbon_degradation	21
IS00P039	hydrocarbon_degradation	0
IS00P043	hydrocarbon_degradation	0
IS00P052	hydrocarbon_degradation	0
IS00P053	hydrocarbon_degradation	0
IS00P062	hydrocarbon_degradation	0
IS00P069	hydrocarbon_degradation	0
IS00P070	hydrocarbon_degradation	0
IS00P081	hydrocarbon_degradation	0
IS00P083	hydrocarbon_degradation	0
IS03P020	hydrocarbon_degradation	0
IS03P027	hydrocarbon_degradation	0
IS03P033	hydrocarbon_degradation	8
IS03P038	hydrocarbon_degradation	44
IS03P039	hydrocarbon_degradation	0
IS03P043	hydrocarbon_degradation	0
IS03P052	hydrocarbon_degradation	0
IS03P053	hydrocarbon_degradation	0
IS03P062	hydrocarbon_degradation	0
IS03P069	hydrocarbon_degradation	0
IS03P070	hydrocarbon_degradation	0
IS03P081	hydrocarbon_degradation	0
IS03P082	hydrocarbon_degradation	0
IS03P083	hydrocarbon_degradation	0
IS07P013	hydrocarbon_degradation	0
IS07P020	hydrocarbon_degradation	0
IS07P027	hydrocarbon_degradation	0
IS07P033	hydrocarbon_degradation	17
IS07P038	hydrocarbon_degradation	54
IS07P039	hydrocarbon_degradation	0
IS07P043	hydrocarbon_degradation	0
IS07P052	hydrocarbon_degradation	0
IS07P053	hydrocarbon_degradation	0
IS07P062	hydrocarbon_degradation	0
IS07P069	hydrocarbon_degradation	0
IS07P070	hydrocarbon_degradation	0
DE03P016	nitrate_respiration	0
