OTUID	variable	value
DS04P138	ASV_270	21
DS04P194	ASV_270	0
DS04P86	ASV_270	1
DS05P114	ASV_270	0
DS05P196	ASV_270	119
DS06P140	ASV_270	0
DS06P180	ASV_270	6
DS07P016	ASV_270	13
DS07P037	ASV_270	0
DS07P049	ASV_270	0
DS07P054	ASV_270	1
DS07P060	ASV_270	1
DS07P065	ASV_270	0
DS07P076	ASV_270	15
DS07P172	ASV_270	0
DS07P193	ASV_270	0
DS08P017	ASV_270	1
DS08P191	ASV_270	0
DS10P016	ASV_270	8
DS10P049	ASV_270	0
DS10P054	ASV_270	343
DS10P166	ASV_270	6
HE02P026	ASV_270	0
HE03P003	ASV_270	42
HE03P004	ASV_270	3
HE03P005	ASV_270	1
HE03P010	ASV_270	1
HE03P011	ASV_270	0
HE03P012	ASV_270	24
HE03P014	ASV_270	0
HE03P019	ASV_270	131
HE03P021	ASV_270	3
HE03P022	ASV_270	2
HE03P023	ASV_270	54
HE03P024	ASV_270	3
HE03P025	ASV_270	2
HE03P028	ASV_270	1
HE03P046	ASV_270	3
HE03P047	ASV_270	0
HE03P048	ASV_270	0
HE03P050	ASV_270	0
HE03P051	ASV_270	1
HE03P055	ASV_270	0
HE03P056	ASV_270	0
HE03P057	ASV_270	0
HE03P058	ASV_270	0
HE03P059	ASV_270	5
HE03P061	ASV_270	0
HE03P063	ASV_270	0
HE03P064	ASV_270	5
HE03P066	ASV_270	0
HE03P067	ASV_270	0
HE03P068	ASV_270	1
HE03P071	ASV_270	16
HE03P072	ASV_270	0
HE03P073	ASV_270	0
HE03P074	ASV_270	0
HE03P075	ASV_270	0
HE03P077	ASV_270	0
HE03P078	ASV_270	0
HE03P082	ASV_270	0
HE05P026	ASV_270	0
HE07P004	ASV_270	0
HE07P010	ASV_270	0
HE07P012	ASV_270	67
HE07P019	ASV_270	85
HE07P021	ASV_270	2
HE07P022	ASV_270	4
HE07P023	ASV_270	0
HE07P024	ASV_270	4
HE07P025	ASV_270	0
HE07P028	ASV_270	1
HE07P046	ASV_270	0
HE07P047	ASV_270	1
HE07P048	ASV_270	0
HE07P051	ASV_270	0
HE07P055	ASV_270	0
HE07P056	ASV_270	0
HE07P057	ASV_270	0
HE07P058	ASV_270	2
HE07P059	ASV_270	0
HE07P061	ASV_270	1
HE07P063	ASV_270	1
HE07P064	ASV_270	0
HE07P066	ASV_270	0
HE07P068	ASV_270	0
HE07P071	ASV_270	0
HE07P072	ASV_270	0
HE07P073	ASV_270	2
HE07P074	ASV_270	0
HE07P075	ASV_270	0
HE07P077	ASV_270	0
HE07P078	ASV_270	0
HE10P003	ASV_270	3
HE10P049	ASV_270	1
HE10P054	ASV_270	1
HG00P003	ASV_270	4
HG00P010	ASV_270	5
HG00P011	ASV_270	0
HG00P012	ASV_270	39
HG00P014	ASV_270	0
HG00P021	ASV_270	0
HG00P022	ASV_270	0
HG00P023	ASV_270	0
HG00P024	ASV_270	3
HG00P025	ASV_270	8
HG00P026	ASV_270	0
HG00P028	ASV_270	1
HG00P046	ASV_270	2
HG00P047	ASV_270	0
HG00P048	ASV_270	0
HG00P050	ASV_270	5
HG00P051	ASV_270	0
HG00P055	ASV_270	0
HG00P056	ASV_270	0
HG00P058	ASV_270	0
HG00P059	ASV_270	0
HG00P061	ASV_270	0
HG00P063	ASV_270	0
HG00P064	ASV_270	1
HG00P066	ASV_270	0
HG00P071	ASV_270	2
HG00P072	ASV_270	0
HG00P073	ASV_270	1
HG00P074	ASV_270	0
HG00P075	ASV_270	0
HG00P077	ASV_270	0
HG00P078	ASV_270	2
HG00P082	ASV_270	0
HS00P003	ASV_270	19
HS00P004	ASV_270	1
HS00P010	ASV_270	2
HS00P011	ASV_270	0
HS00P012	ASV_270	24
HS00P014	ASV_270	2
HS00P019	ASV_270	5
HS00P025	ASV_270	0
HS00P029	ASV_270	0
HS00P031	ASV_270	0
HS00P034	ASV_270	2
HS00P036	ASV_270	0
HS00P040	ASV_270	0
HS00P041	ASV_270	1
HS00P042	ASV_270	3
HS00P044	ASV_270	1
HS00P045	ASV_270	0
HS00P046	ASV_270	0
HS00P047	ASV_270	0
HS00P048	ASV_270	0
HS00P050	ASV_270	3
HS00P051	ASV_270	1
HS00P055	ASV_270	0
HS00P056	ASV_270	3
HS00P057	ASV_270	0
HS00P058	ASV_270	9
HS00P059	ASV_270	0
HS00P061	ASV_270	0
HS00P063	ASV_270	0
HS00P064	ASV_270	0
HS00P068	ASV_270	1
HS00P071	ASV_270	0
HS00P072	ASV_270	0
HS00P073	ASV_270	9
HS00P074	ASV_270	0
HS00P075	ASV_270	6
HS00P077	ASV_270	15
HS00P082	ASV_270	28
HS00P109	ASV_270	0
HS00P110	ASV_270	3
HS00P118	ASV_270	0
HS00P137	ASV_270	0
HS00P142	ASV_270	1
HS00P167	ASV_270	1
HS00P176	ASV_270	735
HS00P179	ASV_270	2
HS00P192	ASV_270	0
HS00P198	ASV_270	0
HS00P201	ASV_270	0
HS00P93	ASV_270	0
HS00P96	ASV_270	1
HS03P003	ASV_270	10
HS03P004	ASV_270	0
HS03P005	ASV_270	1
HS03P010	ASV_270	0
HS03P011	ASV_270	97
HS03P012	ASV_270	27
HS03P014	ASV_270	14
HS03P019	ASV_270	52
HS03P024	ASV_270	0
HS03P025	ASV_270	0
HS03P026	ASV_270	0
HS03P029	ASV_270	0
HS03P031	ASV_270	0
HS03P034	ASV_270	2
HS03P035	ASV_270	0
HS03P040	ASV_270	0
HS03P041	ASV_270	1
HS03P042	ASV_270	3
HS03P044	ASV_270	1
HS03P045	ASV_270	0
HS03P046	ASV_270	0
HS03P047	ASV_270	0
HS03P048	ASV_270	3
HS03P050	ASV_270	0
HS03P051	ASV_270	2
HS03P055	ASV_270	0
HS03P056	ASV_270	0
HS03P057	ASV_270	0
HS03P058	ASV_270	0
HS03P059	ASV_270	0
HS03P061	ASV_270	0
HS03P063	ASV_270	0
HS03P064	ASV_270	0
HS03P066	ASV_270	0
HS03P067	ASV_270	114
HS03P068	ASV_270	2
HS03P071	ASV_270	0
HS03P072	ASV_270	0
HS03P073	ASV_270	0
HS03P074	ASV_270	0
HS03P075	ASV_270	36
HS03P077	ASV_270	1
HS07P004	ASV_270	1
HS07P010	ASV_270	0
HS07P011	ASV_270	217
HS07P012	ASV_270	7
HS07P014	ASV_270	0
HS07P019	ASV_270	131
HS07P024	ASV_270	0
HS07P025	ASV_270	0
HS07P026	ASV_270	0
HS07P029	ASV_270	0
HS07P031	ASV_270	3
HS07P034	ASV_270	0
HS07P035	ASV_270	0
HS07P036	ASV_270	0
HS07P040	ASV_270	1
HS07P041	ASV_270	1
HS07P042	ASV_270	0
HS07P045	ASV_270	15
HS07P046	ASV_270	2
HS07P047	ASV_270	0
HS07P048	ASV_270	0
HS07P050	ASV_270	2
HS07P051	ASV_270	9
HS07P055	ASV_270	0
HS07P056	ASV_270	0
HS07P057	ASV_270	0
HS07P058	ASV_270	0
HS07P059	ASV_270	17
HS07P061	ASV_270	0
HS07P063	ASV_270	0
HS07P064	ASV_270	0
HS07P066	ASV_270	4
HS07P068	ASV_270	1
HS07P071	ASV_270	66
HS07P072	ASV_270	0
HS07P073	ASV_270	0
HS07P074	ASV_270	0
HS07P075	ASV_270	2815
HS07P077	ASV_270	16
HS10P003	ASV_270	0
IE03P013	ASV_270	0
IE03P020	ASV_270	72
IE03P027	ASV_270	2
IE03P052	ASV_270	0
IE03P053	ASV_270	0
IE03P062	ASV_270	1
IE03P069	ASV_270	1
IE03P070	ASV_270	5
IE07P013	ASV_270	0
IE07P020	ASV_270	82
IE07P027	ASV_270	8
IE07P052	ASV_270	0
IE07P053	ASV_270	0
IE07P062	ASV_270	8
IE07P069	ASV_270	1
IE07P070	ASV_270	0
IG00P013	ASV_270	2
IG00P020	ASV_270	87
IG00P052	ASV_270	3
IG00P053	ASV_270	0
IG00P062	ASV_270	0
IG00P069	ASV_270	0
IG00P070	ASV_270	1
IS00P013	ASV_270	1
IS00P020	ASV_270	6
IS00P027	ASV_270	7
IS00P033	ASV_270	2
IS00P038	ASV_270	1
IS00P039	ASV_270	0
IS00P043	ASV_270	1
IS00P052	ASV_270	10
IS00P053	ASV_270	2
IS00P062	ASV_270	0
IS00P069	ASV_270	1
IS00P070	ASV_270	1
IS00P081	ASV_270	1
IS00P083	ASV_270	498
IS03P020	ASV_270	1
IS03P027	ASV_270	0
IS03P033	ASV_270	0
IS03P038	ASV_270	0
IS03P039	ASV_270	0
IS03P043	ASV_270	1
IS03P052	ASV_270	6
IS03P053	ASV_270	0
IS03P062	ASV_270	0
IS03P069	ASV_270	28
IS03P070	ASV_270	0
IS03P081	ASV_270	24
IS03P082	ASV_270	17
IS03P083	ASV_270	0
IS07P013	ASV_270	0
IS07P020	ASV_270	3
IS07P027	ASV_270	0
IS07P033	ASV_270	0
IS07P038	ASV_270	0
IS07P039	ASV_270	0
IS07P043	ASV_270	3
IS07P052	ASV_270	0
IS07P053	ASV_270	2
IS07P062	ASV_270	0
IS07P069	ASV_270	4
IS07P070	ASV_270	0
DE03P016	ASV_1116	0
DE03P017	ASV_1116	1
DE03P049	ASV_1116	0
DE03P054	ASV_1116	0
DE03P060	ASV_1116	0
DE03P065	ASV_1116	0
DE03P076	ASV_1116	0
DE03P081	ASV_1116	2
DE03P083	ASV_1116	0
DE07P016	ASV_1116	0
DE07P049	ASV_1116	0
DE07P054	ASV_1116	0
DE07P060	ASV_1116	0
DE07P065	ASV_1116	0
DE07P076	ASV_1116	0
DE08P017	ASV_1116	2
DE10P016	ASV_1116	0
DG00P016	ASV_1116	0
DG00P017	ASV_1116	2
DG00P049	ASV_1116	0
DG00P054	ASV_1116	0
DG00P060	ASV_1116	0
DG00P076	ASV_1116	0
DG00P081	ASV_1116	0
DG00P083	ASV_1116	0
DS00P030	ASV_1116	1
DS00P037	ASV_1116	1
DS00P049	ASV_1116	0
DS00P054	ASV_1116	1
DS00P060	ASV_1116	0
DS00P065	ASV_1116	1
DS00P076	ASV_1116	0
DS00P119	ASV_1116	0
DS00P138	ASV_1116	0
DS00P140	ASV_1116	0
DS00P166	ASV_1116	27
DS00P172	ASV_1116	0
DS00P180	ASV_1116	0
DS00P191	ASV_1116	0
DS00P193	ASV_1116	0
DS00P194	ASV_1116	0
DS00P196	ASV_1116	0
DS03P016	ASV_1116	1
DS03P017	ASV_1116	0
DS03P030	ASV_1116	0
DS03P037	ASV_1116	0
DS03P049	ASV_1116	0
DS03P054	ASV_1116	0
DS03P060	ASV_1116	0
DS03P065	ASV_1116	0
DS03P076	ASV_1116	0
DS03P237	ASV_1116	0
DS03P239	ASV_1116	0
DS03P245	ASV_1116	0
DS03P272	ASV_1116	0
DS03P279	ASV_1116	2
DS03P288	ASV_1116	3
DS03P295	ASV_1116	0
DS03P298	ASV_1116	0
DS03P312	ASV_1116	0
DS03P313	ASV_1116	399
DS04P138	ASV_1116	0
DS04P194	ASV_1116	0
DS04P86	ASV_1116	0
DS05P114	ASV_1116	0
DS05P196	ASV_1116	0
DS06P140	ASV_1116	0
DS06P180	ASV_1116	0
DS07P016	ASV_1116	0
DS07P037	ASV_1116	4
DS07P049	ASV_1116	1
DS07P054	ASV_1116	0
DS07P060	ASV_1116	0
DS07P065	ASV_1116	1
DS07P076	ASV_1116	0
DS07P172	ASV_1116	0
DS07P193	ASV_1116	2
DS08P017	ASV_1116	0
DS08P191	ASV_1116	0
DS10P016	ASV_1116	1
DS10P049	ASV_1116	0
DS10P054	ASV_1116	0
DS10P166	ASV_1116	3
HE02P026	ASV_1116	0
HE03P003	ASV_1116	0
HE03P004	ASV_1116	1
HE03P005	ASV_1116	0
HE03P010	ASV_1116	1
HE03P011	ASV_1116	0
HE03P012	ASV_1116	3
HE03P014	ASV_1116	0
HE03P019	ASV_1116	0
HE03P021	ASV_1116	0
HE03P022	ASV_1116	0
HE03P023	ASV_1116	1
HE03P024	ASV_1116	2
HE03P025	ASV_1116	0
HE03P028	ASV_1116	0
HE03P046	ASV_1116	0
HE03P047	ASV_1116	0
HE03P048	ASV_1116	0
HE03P050	ASV_1116	0
HE03P051	ASV_1116	0
HE03P055	ASV_1116	0
HE03P056	ASV_1116	0
HE03P057	ASV_1116	0
HE03P058	ASV_1116	0
HE03P059	ASV_1116	0
HE03P061	ASV_1116	0
HE03P063	ASV_1116	0
HE03P064	ASV_1116	0
HE03P066	ASV_1116	0
HE03P067	ASV_1116	0
HE03P068	ASV_1116	0
HE03P071	ASV_1116	0
HE03P072	ASV_1116	0
HE03P073	ASV_1116	0
HE03P074	ASV_1116	0
HE03P075	ASV_1116	0
HE03P077	ASV_1116	0
HE03P078	ASV_1116	1
HE03P082	ASV_1116	0
HE05P026	ASV_1116	0
HE07P004	ASV_1116	0
HE07P010	ASV_1116	1
HE07P012	ASV_1116	0
HE07P019	ASV_1116	0
HE07P021	ASV_1116	0
HE07P022	ASV_1116	0
HE07P023	ASV_1116	0
HE07P024	ASV_1116	0
HE07P025	ASV_1116	0
HE07P028	ASV_1116	0
HE07P046	ASV_1116	0
HE07P047	ASV_1116	0
HE07P048	ASV_1116	0
HE07P051	ASV_1116	0
HE07P055	ASV_1116	0
HE07P056	ASV_1116	0
HE07P057	ASV_1116	0
HE07P058	ASV_1116	0
HE07P059	ASV_1116	0
HE07P061	ASV_1116	0
HE07P063	ASV_1116	0
HE07P064	ASV_1116	0
HE07P066	ASV_1116	0
HE07P068	ASV_1116	0
HE07P071	ASV_1116	0
HE07P072	ASV_1116	0
HE07P073	ASV_1116	0
HE07P074	ASV_1116	0
HE07P075	ASV_1116	0
HE07P077	ASV_1116	0
HE07P078	ASV_1116	1
HE10P003	ASV_1116	1
HE10P049	ASV_1116	0
HE10P054	ASV_1116	0
HG00P003	ASV_1116	0
HG00P010	ASV_1116	0
HG00P011	ASV_1116	0
HG00P012	ASV_1116	0
HG00P014	ASV_1116	0
HG00P021	ASV_1116	2
HG00P022	ASV_1116	0
HG00P023	ASV_1116	0
HG00P024	ASV_1116	0
HG00P025	ASV_1116	1
HG00P026	ASV_1116	0
HG00P028	ASV_1116	0
HG00P046	ASV_1116	0
HG00P047	ASV_1116	0
HG00P048	ASV_1116	0
HG00P050	ASV_1116	0
HG00P051	ASV_1116	0
HG00P055	ASV_1116	0
HG00P056	ASV_1116	0
HG00P058	ASV_1116	0
HG00P059	ASV_1116	0
HG00P061	ASV_1116	0
HG00P063	ASV_1116	0
HG00P064	ASV_1116	1
HG00P066	ASV_1116	0
HG00P071	ASV_1116	0
HG00P072	ASV_1116	0
HG00P073	ASV_1116	0
HG00P074	ASV_1116	0
HG00P075	ASV_1116	0
HG00P077	ASV_1116	0
HG00P078	ASV_1116	0
HG00P082	ASV_1116	18
HS00P003	ASV_1116	0
HS00P004	ASV_1116	0
HS00P010	ASV_1116	0
HS00P011	ASV_1116	0
HS00P012	ASV_1116	0
HS00P014	ASV_1116	1
HS00P019	ASV_1116	0
HS00P025	ASV_1116	0
HS00P029	ASV_1116	0
HS00P031	ASV_1116	0
HS00P034	ASV_1116	3
HS00P036	ASV_1116	0
HS00P040	ASV_1116	7
HS00P041	ASV_1116	3
HS00P042	ASV_1116	27
HS00P044	ASV_1116	0
HS00P045	ASV_1116	0
HS00P046	ASV_1116	0
HS00P047	ASV_1116	0
HS00P048	ASV_1116	0
HS00P050	ASV_1116	0
HS00P051	ASV_1116	0
HS00P055	ASV_1116	1
HS00P056	ASV_1116	0
HS00P057	ASV_1116	0
HS00P058	ASV_1116	0
HS00P059	ASV_1116	14
HS00P061	ASV_1116	0
HS00P063	ASV_1116	0
HS00P064	ASV_1116	0
HS00P068	ASV_1116	0
HS00P071	ASV_1116	0
HS00P072	ASV_1116	0
HS00P073	ASV_1116	0
HS00P074	ASV_1116	0
HS00P075	ASV_1116	0
HS00P077	ASV_1116	0
HS00P082	ASV_1116	0
HS00P109	ASV_1116	1538
HS00P110	ASV_1116	0
HS00P118	ASV_1116	0
HS00P137	ASV_1116	0
HS00P142	ASV_1116	0
HS00P167	ASV_1116	0
HS00P176	ASV_1116	2
HS00P179	ASV_1116	0
HS00P192	ASV_1116	0
HS00P198	ASV_1116	0
HS00P201	ASV_1116	0
HS00P93	ASV_1116	1
HS00P96	ASV_1116	105
HS03P003	ASV_1116	0
HS03P004	ASV_1116	0
HS03P005	ASV_1116	0
HS03P010	ASV_1116	0
HS03P011	ASV_1116	0
HS03P012	ASV_1116	0
HS03P014	ASV_1116	0
HS03P019	ASV_1116	0
HS03P024	ASV_1116	3
HS03P025	ASV_1116	1
HS03P026	ASV_1116	3
HS03P029	ASV_1116	0
HS03P031	ASV_1116	0
HS03P034	ASV_1116	5
HS03P035	ASV_1116	0
HS03P040	ASV_1116	2
HS03P041	ASV_1116	6
HS03P042	ASV_1116	34
HS03P044	ASV_1116	0
HS03P045	ASV_1116	0
HS03P046	ASV_1116	0
HS03P047	ASV_1116	0
HS03P048	ASV_1116	0
HS03P050	ASV_1116	0
HS03P051	ASV_1116	0
HS03P055	ASV_1116	1
HS03P056	ASV_1116	0
HS03P057	ASV_1116	0
HS03P058	ASV_1116	1
HS03P059	ASV_1116	142
HS03P061	ASV_1116	0
HS03P063	ASV_1116	0
HS03P064	ASV_1116	0
HS03P066	ASV_1116	0
HS03P067	ASV_1116	0
HS03P068	ASV_1116	0
HS03P071	ASV_1116	0
HS03P072	ASV_1116	0
HS03P073	ASV_1116	0
HS03P074	ASV_1116	0
HS03P075	ASV_1116	0
HS03P077	ASV_1116	0
HS07P004	ASV_1116	1
HS07P010	ASV_1116	0
HS07P011	ASV_1116	0
HS07P012	ASV_1116	0
HS07P014	ASV_1116	1
HS07P019	ASV_1116	0
HS07P024	ASV_1116	1
HS07P025	ASV_1116	0
HS07P026	ASV_1116	0
HS07P029	ASV_1116	0
HS07P031	ASV_1116	0
HS07P034	ASV_1116	0
HS07P035	ASV_1116	0
HS07P036	ASV_1116	0
HS07P040	ASV_1116	2
HS07P041	ASV_1116	4
HS07P042	ASV_1116	31
HS07P045	ASV_1116	0
HS07P046	ASV_1116	1
HS07P047	ASV_1116	0
HS07P048	ASV_1116	0
HS07P050	ASV_1116	0
HS07P051	ASV_1116	1
HS07P055	ASV_1116	0
HS07P056	ASV_1116	0
HS07P057	ASV_1116	0
HS07P058	ASV_1116	0
HS07P059	ASV_1116	0
HS07P061	ASV_1116	0
HS07P063	ASV_1116	0
HS07P064	ASV_1116	0
HS07P066	ASV_1116	0
HS07P068	ASV_1116	0
HS07P071	ASV_1116	0
HS07P072	ASV_1116	0
HS07P073	ASV_1116	0
HS07P074	ASV_1116	2
HS07P075	ASV_1116	0
HS07P077	ASV_1116	1
HS10P003	ASV_1116	0
IE03P013	ASV_1116	0
IE03P020	ASV_1116	0
IE03P027	ASV_1116	1
IE03P052	ASV_1116	0
IE03P053	ASV_1116	0
IE03P062	ASV_1116	1
IE03P069	ASV_1116	0
IE03P070	ASV_1116	0
IE07P013	ASV_1116	0
IE07P020	ASV_1116	0
IE07P027	ASV_1116	0
IE07P052	ASV_1116	0
IE07P053	ASV_1116	0
IE07P062	ASV_1116	1
IE07P069	ASV_1116	0
IE07P070	ASV_1116	0
IG00P013	ASV_1116	0
IG00P020	ASV_1116	7
IG00P052	ASV_1116	0
IG00P053	ASV_1116	0
IG00P062	ASV_1116	58
IG00P069	ASV_1116	0
IG00P070	ASV_1116	0
IS00P013	ASV_1116	0
IS00P020	ASV_1116	0
IS00P027	ASV_1116	0
IS00P033	ASV_1116	1
IS00P038	ASV_1116	5
IS00P039	ASV_1116	0
IS00P043	ASV_1116	3
IS00P052	ASV_1116	0
IS00P053	ASV_1116	1
IS00P062	ASV_1116	0
IS00P069	ASV_1116	0
IS00P070	ASV_1116	0
IS00P081	ASV_1116	25
IS00P083	ASV_1116	0
IS03P020	ASV_1116	0
IS03P027	ASV_1116	0
IS03P033	ASV_1116	0
IS03P038	ASV_1116	5
IS03P039	ASV_1116	3
IS03P043	ASV_1116	0
IS03P052	ASV_1116	0
IS03P053	ASV_1116	1
IS03P062	ASV_1116	0
IS03P069	ASV_1116	0
IS03P070	ASV_1116	0
IS03P081	ASV_1116	0
IS03P082	ASV_1116	0
IS03P083	ASV_1116	1
IS07P013	ASV_1116	0
IS07P020	ASV_1116	0
IS07P027	ASV_1116	0
IS07P033	ASV_1116	3
IS07P038	ASV_1116	4
IS07P039	ASV_1116	2
IS07P043	ASV_1116	0
IS07P052	ASV_1116	0
IS07P053	ASV_1116	4
IS07P062	ASV_1116	0
IS07P069	ASV_1116	0
IS07P070	ASV_1116	0
DE03P016	ASV_1220	0
DE03P017	ASV_1220	0
DE03P049	ASV_1220	0
DE03P054	ASV_1220	2
DE03P060	ASV_1220	0
DE03P065	ASV_1220	0
DE03P076	ASV_1220	0
DE03P081	ASV_1220	0
DE03P083	ASV_1220	0
DE07P016	ASV_1220	4
DE07P049	ASV_1220	0
DE07P054	ASV_1220	0
DE07P060	ASV_1220	6
DE07P065	ASV_1220	0
DE07P076	ASV_1220	0
DE08P017	ASV_1220	0
DE10P016	ASV_1220	29
DG00P016	ASV_1220	1
DG00P017	ASV_1220	0
DG00P049	ASV_1220	0
DG00P054	ASV_1220	0
DG00P060	ASV_1220	0
DG00P076	ASV_1220	1
DG00P081	ASV_1220	0
DG00P083	ASV_1220	0
DS00P030	ASV_1220	0
DS00P037	ASV_1220	2
DS00P049	ASV_1220	0
DS00P054	ASV_1220	0
DS00P060	ASV_1220	0
DS00P065	ASV_1220	0
DS00P076	ASV_1220	0
DS00P119	ASV_1220	11
DS00P138	ASV_1220	0
DS00P140	ASV_1220	0
DS00P166	ASV_1220	0
DS00P172	ASV_1220	0
DS00P180	ASV_1220	0
DS00P191	ASV_1220	5
DS00P193	ASV_1220	1
DS00P194	ASV_1220	7
DS00P196	ASV_1220	0
DS03P016	ASV_1220	0
DS03P017	ASV_1220	2
DS03P030	ASV_1220	0
DS03P037	ASV_1220	7
DS03P049	ASV_1220	0
DS03P054	ASV_1220	0
DS03P060	ASV_1220	0
DS03P065	ASV_1220	0
DS03P076	ASV_1220	0
DS03P237	ASV_1220	0
DS03P239	ASV_1220	83
DS03P245	ASV_1220	0
DS03P272	ASV_1220	0
DS03P279	ASV_1220	0
DS03P288	ASV_1220	2
DS03P295	ASV_1220	0
DS03P298	ASV_1220	4
DS03P312	ASV_1220	0
DS03P313	ASV_1220	0
DS04P138	ASV_1220	0
DS04P194	ASV_1220	0
DS04P86	ASV_1220	0
DS05P114	ASV_1220	0
DS05P196	ASV_1220	0
DS06P140	ASV_1220	0
DS06P180	ASV_1220	0
DS07P016	ASV_1220	13
DS07P037	ASV_1220	3
DS07P049	ASV_1220	0
DS07P054	ASV_1220	0
DS07P060	ASV_1220	0
DS07P065	ASV_1220	0
DS07P076	ASV_1220	0
DS07P172	ASV_1220	0
DS07P193	ASV_1220	0
DS08P017	ASV_1220	0
DS08P191	ASV_1220	0
DS10P016	ASV_1220	25
DS10P049	ASV_1220	0
DS10P054	ASV_1220	0
DS10P166	ASV_1220	0
HE02P026	ASV_1220	2
HE03P003	ASV_1220	0
HE03P004	ASV_1220	0
HE03P005	ASV_1220	0
HE03P010	ASV_1220	1
HE03P011	ASV_1220	0
HE03P012	ASV_1220	18
HE03P014	ASV_1220	0
HE03P019	ASV_1220	0
HE03P021	ASV_1220	3
HE03P022	ASV_1220	0
HE03P023	ASV_1220	0
HE03P024	ASV_1220	0
HE03P025	ASV_1220	1
HE03P028	ASV_1220	1
HE03P046	ASV_1220	0
HE03P047	ASV_1220	0
HE03P048	ASV_1220	2
HE03P050	ASV_1220	0
HE03P051	ASV_1220	3
HE03P055	ASV_1220	1
HE03P056	ASV_1220	3
HE03P057	ASV_1220	0
HE03P058	ASV_1220	0
HE03P059	ASV_1220	1
HE03P061	ASV_1220	4
HE03P063	ASV_1220	0
HE03P064	ASV_1220	0
HE03P066	ASV_1220	0
HE03P067	ASV_1220	0
HE03P068	ASV_1220	0
HE03P071	ASV_1220	1
HE03P072	ASV_1220	0
HE03P073	ASV_1220	0
HE03P074	ASV_1220	0
HE03P075	ASV_1220	43
HE03P077	ASV_1220	0
HE03P078	ASV_1220	0
HE03P082	ASV_1220	0
HE05P026	ASV_1220	2
HE07P004	ASV_1220	0
HE07P010	ASV_1220	0
HE07P012	ASV_1220	22
HE07P019	ASV_1220	0
HE07P021	ASV_1220	0
HE07P022	ASV_1220	0
HE07P023	ASV_1220	0
HE07P024	ASV_1220	0
HE07P025	ASV_1220	0
HE07P028	ASV_1220	0
HE07P046	ASV_1220	0
HE07P047	ASV_1220	0
HE07P048	ASV_1220	0
HE07P051	ASV_1220	20
HE07P055	ASV_1220	0
HE07P056	ASV_1220	7
HE07P057	ASV_1220	0
HE07P058	ASV_1220	3
HE07P059	ASV_1220	1
HE07P061	ASV_1220	3
HE07P063	ASV_1220	0
HE07P064	ASV_1220	0
HE07P066	ASV_1220	0
HE07P068	ASV_1220	0
HE07P071	ASV_1220	0
HE07P072	ASV_1220	2
HE07P073	ASV_1220	8
HE07P074	ASV_1220	0
HE07P075	ASV_1220	6
HE07P077	ASV_1220	1
HE07P078	ASV_1220	0
HE10P003	ASV_1220	0
HE10P049	ASV_1220	0
HE10P054	ASV_1220	0
HG00P003	ASV_1220	0
HG00P010	ASV_1220	0
HG00P011	ASV_1220	1
HG00P012	ASV_1220	54
HG00P014	ASV_1220	0
HG00P021	ASV_1220	0
HG00P022	ASV_1220	0
HG00P023	ASV_1220	0
HG00P024	ASV_1220	0
HG00P025	ASV_1220	14
HG00P026	ASV_1220	2
HG00P028	ASV_1220	0
HG00P046	ASV_1220	0
HG00P047	ASV_1220	0
HG00P048	ASV_1220	1
HG00P050	ASV_1220	0
HG00P051	ASV_1220	1
HG00P055	ASV_1220	0
HG00P056	ASV_1220	0
HG00P058	ASV_1220	0
HG00P059	ASV_1220	1
HG00P061	ASV_1220	0
HG00P063	ASV_1220	1
HG00P064	ASV_1220	0
HG00P066	ASV_1220	0
HG00P071	ASV_1220	12
HG00P072	ASV_1220	0
HG00P073	ASV_1220	0
HG00P074	ASV_1220	0
HG00P075	ASV_1220	1
HG00P077	ASV_1220	0
HG00P078	ASV_1220	2
HG00P082	ASV_1220	0
HS00P003	ASV_1220	2
HS00P004	ASV_1220	12
HS00P010	ASV_1220	2
HS00P011	ASV_1220	0
HS00P012	ASV_1220	15
HS00P014	ASV_1220	2
HS00P019	ASV_1220	4
HS00P025	ASV_1220	0
HS00P029	ASV_1220	6
HS00P031	ASV_1220	0
HS00P034	ASV_1220	0
HS00P036	ASV_1220	15
HS00P040	ASV_1220	2
HS00P041	ASV_1220	2
HS00P042	ASV_1220	0
HS00P044	ASV_1220	0
HS00P045	ASV_1220	0
HS00P046	ASV_1220	0
HS00P047	ASV_1220	0
HS00P048	ASV_1220	0
HS00P050	ASV_1220	0
HS00P051	ASV_1220	0
HS00P055	ASV_1220	0
HS00P056	ASV_1220	0
HS00P057	ASV_1220	0
HS00P058	ASV_1220	0
HS00P059	ASV_1220	0
HS00P061	ASV_1220	5
HS00P063	ASV_1220	0
HS00P064	ASV_1220	0
HS00P068	ASV_1220	0
HS00P071	ASV_1220	0
HS00P072	ASV_1220	0
HS00P073	ASV_1220	0
HS00P074	ASV_1220	0
HS00P075	ASV_1220	0
HS00P077	ASV_1220	0
HS00P082	ASV_1220	4
HS00P109	ASV_1220	0
HS00P110	ASV_1220	0
HS00P118	ASV_1220	0
HS00P137	ASV_1220	0
HS00P142	ASV_1220	0
HS00P167	ASV_1220	0
HS00P176	ASV_1220	0
HS00P179	ASV_1220	0
HS00P192	ASV_1220	0
HS00P198	ASV_1220	0
HS00P201	ASV_1220	0
HS00P93	ASV_1220	0
HS00P96	ASV_1220	4
HS03P003	ASV_1220	0
HS03P004	ASV_1220	0
