ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_114	-1.176	13.626	0.561056972476639	0.965294924060784	NotSig	0.027	0.062	0.12	0.077	0	0.019	0.008	0.005	0	0.013	0.005	0.049	0.012	0.007	0.016	0.011	0.027	0.021	1.264	0.006	0.007	0.041	0.021	0.004	0.002	0.002	0.086	0.001	0.004	0.335	0.027	0	0.003	0	0.012	0.06	0.039	0.002	0.015	0.007	0.023	0.052	0.031	0.014	0.003	0.007	0.18	0.014	0.008	0.006
ASV_199	1.815	11.492	0.934794250481224	0.972470194921114	NotSig	0.037	0.01	0.002	0	0.001	0	0.288	0.005	0.035	0	0.001	0.002	0	0	0	0	0	0	0.008	0.002	0	0	0	0	0	0	0.004	0.019	0.004	0.064	0.003	0.007	0.018	0.007	0.008	0.008	0.025	0	0.021	0	0	0.004	0.008	0.11	0.009	0.004	0.004	0.004	0	0.065
ASV_159	0.689	12.471	0.603191669433734	0.965294924060784	NotSig	0.14	0.087	0.35	0.137	0.018	0.045	0.026	0.067	0.025	0.029	0.568	0.217	0.054	0.049	0.09	0.397	0.06	0.272	0.136	0.271	0.189	0.096	0.025	0.108	0.282	0.125	0.027	0.096	0.032	0.08	0.03	0.051	0.019	0.004	0.013	0.017	0.014	0.007	0.11	0.004	0.156	0.067	0.068	0.008	0.017	0.021	0.028	0.009	0.009	0.137
ASV_116	0.678	12.821	0.863675290360182	0.965294924060784	NotSig	0.192	0.12	0.085	0.217	0.644	0.013	0.155	0.556	0.049	0.007	0	0.035	0.091	0.044	0.368	0.187	0.026	0.286	0.045	0.016	0.018	0.009	0.078	0.011	0.069	0.002	0.055	0.192	0.051	0.029	0.058	0.044	0.037	0.01	0.045	0.11	0.16	0.192	0.29	0.112	0.197	0.143	0.281	0.061	0.221	0.223	0.724	0.154	0.006	0
ASV_122	-1.615	14.04	0.508909500400596	0.965294924060784	NotSig	0.042	0.128	0.276	0.007	0.03	0.003	0.035	0.005	0.002	0.003	0.016	0.257	0.11	0.02	0.066	0	0.937	0	0.033	0.225	0.45	0.393	0.04	0.07	0.028	0.121	0.003	0.009	0.006	0.005	0.048	0.007	0.01	0.003	0.025	0.001	0.001	0.04	0	0	0.202	0.114	1.685	0.004	0.006	0.018	0.001	0.001	0.044	0.015
ASV_120	-2.106	15.123	0.691501711813293	0.965294924060784	NotSig	0.047	0.204	0	0.002	0.004	0.075	0.041	0.14	0.002	0.069	0.093	0.129	0.253	0.088	0.004	0.008	0	0.157	0	0	0.005	0.009	0.765	0.309	0.328	0.927	0.003	0.003	0.062	0	0	0.003	0.087	0.004	0.001	0.004	0.008	0.147	0.027	0.013	0.009	0	0.08	0.016	0.08	0.021	0.01	0.006	3.568	0.815
ASV_91	0.015	11.902	0.129852102143859	0.965294924060784	NotSig	0.041	0.041	0.007	0.082	0.068	0.023	0.027	0.007	0.008	0.006	0.14	0.012	0.002	0.012	0.06	0.03	0.051	0.383	0.029	0	0.002	0	0.002	0.325	0.005	0.002	0	0	0	0	0.029	0.009	0.149	0.006	0	0	0.01	0.012	0	0.003	0.058	0.087	0.045	0	0	0.03	0.167	0.056	0.003	0.003
ASV_152	-0.407	13.08	0.735683221670388	0.965294924060784	NotSig	0.125	0.166	0.039	0.028	0.068	0.189	0.283	0.065	0.307	0.01	0.138	0.042	0.012	0.019	0.084	0.038	0.074	0.01	0.171	0.087	0.023	0.163	0.006	0.054	0.065	0.033	0.405	0.2	0.138	0.866	0.404	0.195	0.355	0.158	0.312	0.348	0.16	0.047	0.073	0.039	0.174	0.764	0.195	0.183	0.061	0.007	0.307	0.126	0.056	0.022
ASV_129	1.775	14.598	0.876251151208846	0.965294924060784	NotSig	0.352	0.103	2.48	0.377	0.008	0.023	0.041	0.017	0.003	0.197	0.022	0.224	0.693	0.535	0.094	0.01	0.313	0.007	0.186	0.415	0.082	0.087	0.276	0.211	0.058	0.046	0.088	0.015	0.006	0.019	0.038	0.007	0.032	0.097	0.012	0.001	0.015	0.002	0.037	0.013	0.019	0.013	0.07	0.094	0.016	0.032	0.014	0.104	0.009	0.023
ASV_176	2.115	14.195	0.711381737175609	0.965294924060784	NotSig	0.248	0.057	0.031	0.005	0.01	0.012	0.006	0.039	0	1.875	0.256	0	0	0.002	0.046	0.002	0.027	0	0.008	0.018	0.296	0.044	0.002	0.105	0.134	0.101	0.025	0.001	0.006	0	0.035	0.012	0.001	0.021	0.014	0.522	0.008	0.1	0.235	0.004	0.107	0.016	0.047	0.023	0.003	0.002	0.006	0.006	0.125	0.133
ASV_200	0.108	13.339	0.755361531452764	0.965294924060784	NotSig	0.15	0.139	0.08	0.138	0.065	0.075	0.673	0.122	0.049	0.104	0.042	0.073	0.144	0.082	0.075	0.165	0.414	0.01	0.073	0.087	0.134	0.157	0.24	0.161	0.046	0.073	0.312	0.146	0.168	0.046	0.041	0.061	0.168	0.032	1.036	0.04	0.217	0.045	0.021	0.061	0.005	0.02	0.099	0.048	0.093	0.383	0.072	0.023	0.343	0.011
ASV_103	-1.948	13.72	0.114104368461626	0.965294924060784	NotSig	0.044	0.17	0.03	0.212	0.01	0.045	0.005	0.01	0.008	0.047	0.031	0.026	0.169	0.091	1.349	1.099	0.038	0.117	0.02	0.047	0.082	0.076	0.695	0.803	0.169	0.121	0.45	0.024	0.006	0.015	0.022	0.004	0.013	0.008	0.052	0.007	0.15	0.032	0.162	0.046	0.179	0.076	0.191	0.022	0.009	0.027	0.032	0.011	0.196	0.014
ASV_154	0.025	14.842	0.876251151208846	0.965294924060784	NotSig	0.232	0.228	0.056	0.102	0.079	0.635	0.174	0.13	0.008	0.019	0.884	0.299	2.937	0.281	0.385	0.475	0.002	0.116	0.068	0.024	0.02	0.038	0.066	0.141	0.286	0.555	0.089	0.071	0.053	0.252	0.122	0.042	0.041	0.029	0.072	0.336	0.074	0.376	0.131	0.509	0.237	0.036	0.049	0.124	0.047	0.237	0.013	0.017	0.232	0.012
ASV_148	0.382	14.407	0.231276485812127	0.965294924060784	NotSig	0.177	0.136	0	0.002	0.013	0	0	0.685	0.002	0.719	0.175	0	0	0	0.01	0.003	0	0.016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0.003	0	0	0	1.444	0.442	0.263	0.005	0.007	0.661	0.003	0.004	0.001	0	0.004	2.173	0.262
ASV_209	-1.013	13.31	0.567331175792137	0.965294924060784	NotSig	0.05	0.101	0.01	0.009	0.017	0.171	0.048	0.005	0.084	0.031	0.078	0.035	0.07	0.123	0.364	0.083	0	0.031	0.014	0.049	0.143	0.157	0.121	0.085	0.171	0.057	0.074	0.012	0.047	0.015	0.088	0.01	0.091	0.21	0.001	0.011	0.021	0.015	0.015	0.007	0.62	0.043	1.016	0.014	0.009	0.009	0.091	0.017	0.017	0.002
ASV_115	-1.793	16.191	0.755361531452764	0.965294924060784	NotSig	0.086	0.299	0.013	0.011	0.037	0.155	0.177	0.348	0.015	0.016	0.004	0.023	0.014	0.02	0.009	0.008	0.089	0.105	0.023	0.012	0.02	0.093	0.023	0.011	0	0.002	0.056	0.432	0.148	0.077	0.152	0.061	0.147	1.094	0.018	0.065	0.074	0.249	0.305	7.483	0.042	0.022	0.035	0.005	0.01	0.075	0.11	0.525	0.008	0.002
ASV_188	-0.577	11.94	0.721324044792687	0.965294924060784	NotSig	0.037	0.055	0.056	0	0.03	0.016	0.025	0.062	0.102	0.032	0.007	0.028	0	0.005	0.023	0.032	0	0.003	0.008	0.063	0.061	0.393	0.093	0.004	0.009	0.059	0.129	0.016	0.009	0.101	0.058	0.025	0	0.003	0.301	0.008	0.008	0.017	0.067	0.066	0.044	0.027	0.004	0.014	0.006	0.011	0.013	0.069	0.003	0.347
ASV_203	-0.774	12.422	0.492214876791493	0.965294924060784	NotSig	0.028	0.047	0.033	0.081	0.005	0.019	0.078	0.012	0.008	0.003	0.012	0.042	0.105	0.062	0.081	0.074	0.002	0.078	0.06	0.01	0.002	0	0.04	0.036	0.016	0.064	0.009	0.044	0.001	0.027	0.064	0.01	0.037	0.013	0.018	0.012	0.014	0.025	0.043	0.012	0.074	0.549	0.016	0.075	0.014	0.041	0.012	0.007	0	0.063
ASV_146	-1.049	15.406	0.621482821152029	0.965294924060784	NotSig	0.168	0.348	0.031	0.067	0.524	0.371	0.353	0.122	0.043	0.001	0.001	0.037	0.06	0.019	0.132	0.043	0.022	0.079	0.048	0.012	0.025	0.157	0.023	0.011	0.062	0.009	0.407	0.455	3.193	0.866	0.485	0.089	0.218	0.125	0.211	4.342	0.303	0.12	0.156	0.176	0.065	0.141	0.398	0.121	0.268	0.032	0.299	0.34	0.016	0.003
ASV_142	-3.069	14.26	0.730144084368956	0.965294924060784	NotSig	0.016	0.136	0.002	0.005	0.008	0.099	0.001	0.009	0.016	0.003	0.003	0.047	0.096	0.044	0	0	0	0	0.008	0.524	0.391	1.961	0.392	0.004	0.005	0	0.052	0.529	0.028	0	0	0.022	0.146	0.883	0.004	0.001	0.004	0	0.058	0.004	0.007	0.016	0.002	0.007	0.007	0	0.009	0.05	0	0.008
ASV_143	-0.381	14.431	0.515469139159809	0.965294924060784	NotSig	0.116	0.151	0.034	0.082	0.403	0.135	0.041	0.135	0.206	0.001	0.004	0.143	0.081	0.012	0.048	0.44	0.01	0.24	0.094	0.01	0.009	0.003	0.006	0.054	0.014	0	0.153	0.03	0.508	0.027	0.02	0.102	0.097	0.024	0.012	0.009	0.024	0.665	0.314	0.019	0.072	0.011	0.189	0.022	2.209	0.031	0.028	0.117	0.034	0.006
ASV_108	0.629	11.412	0.491567536274435	0.965294924060784	NotSig	0.089	0.057	0.002	0.056	0.112	0.241	0.273	0.096	0.005	0.016	0	0.016	0.031	0.008	0.004	0.01	0.003	0.271	0.012	0	0.002	0.006	0.002	0	0	0	0.039	0.047	0.122	0.098	0.087	0.06	0.084	0.011	0.136	0.052	0.098	0.042	0.207	0.218	0.044	0.065	0.049	0.054	0.014	0.086	0.019	0.241	0	0
ASV_123	1.635	13.297	0.267127637583775	0.965294924060784	NotSig	0.178	0.057	0.069	0.084	0.036	0.019	0.24	0.146	1.006	0	0	0.035	0.031	0.077	0.004	0	0.483	0.093	0.07	0.006	0.136	0.003	0.038	0.004	0.018	0.018	0.024	0.39	0.042	0.014	0.003	0.123	0.022	0.013	0.068	0.03	0.055	0.012	0.018	0.016	0	0.002	0.113	0.027	0.023	0.028	0.106	0.077	0.002	0.006
ASV_125	-4.18	12.664	0.591631414710542	0.965294924060784	NotSig	0.002	0.041	0.002	0	0	0.013	0.003	0.002	0	0.001	0	0.007	0.002	0	0.007	0	0	0	0.009	0.209	0.264	0.649	0.276	0.013	0.014	0.013	0.016	0.003	0.007	0.083	0.022	0	0.006	0	0.001	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_407	-0.453	11.814	0.615635750990703	0.965294924060784	NotSig	0.016	0.023	0	0	0.004	0.012	0.056	0.002	0	0.069	0.007	0	0	0	0.003	0.005	0	0	0	0	0	0	0	0	0	0.002	0.001	0.071	0.003	0	0.001	0.006	0.003	0.018	0.001	0.009	0.052	0	0.009	0.063	0.002	0	0.027	0.008	0.007	0.36	0.004	0.206	0.016	0.002
ASV_141	-0.145	14.482	0.466096721195976	0.965294924060784	NotSig	0.113	0.125	0.1	0.012	0.242	0.103	0.394	0.103	0.056	0.006	0.001	0.037	0.037	0.039	0.035	0.034	0.14	0.021	0.011	0.04	0.039	0.009	0.036	0.02	0.021	0.011	0.079	0.041	2.288	0.05	0.033	0.022	0.041	0.006	0.255	0.016	0.238	0.012	0.058	0.04	0.046	0.069	0.076	0.046	0.409	0.231	0.072	0.201	0.017	0
ASV_127	-2.021	15.795	0.760264240854941	0.965294924060784	NotSig	0.066	0.269	0.327	0.191	0.002	0	0.008	0.007	0.002	0.016	0.044	0.089	0.107	0.052	0.094	0.029	2.033	0.112	0.142	5.684	0.468	1.007	0.492	0.052	0	0.004	0.003	0	0.032	0	0.001	0	0.006	0.006	0	0	0.008	0.007	0	0.001	0.002	0	0.008	0.004	0.027	0.004	0.001	0	0.012	0.012
ASV_140	2.249	14.058	0.0606657006056488	0.965294924060784	NotSig	0.3	0.063	0.048	0.005	0.182	0.534	0.044	1.705	0.162	0.01	0.012	0.037	0.051	0.071	0.004	0	0.003	0.003	0.044	0.008	0	0.009	0.011	0.02	0.009	0.002	0.674	0.016	0.025	0.102	0.104	0.048	0.024	0.015	0.009	0.011	0.008	0.052	0.555	0.037	0.123	0.043	0.285	0	0.014	0.017	0.004	0.016	0.006	0
ASV_135	0.278	14.583	0.615220163149203	0.965294924060784	NotSig	0.206	0.17	0.021	1.342	0.011	0.006	0.012	0.457	0	0.006	0	0.005	0.011	0.012	2.454	0.616	0.007	0.2	0.038	0	0.009	0.003	0.002	0	0.035	0	0.007	0.279	0	0.072	0.093	0.168	0.012	0.001	0.003	0.001	0.041	0.035	0.134	0.594	1.289	0.128	0.137	0.024	0.006	0.086	0.081	0.041	0.002	0
ASV_147	0.312	14.475	0.640002503358999	0.965294924060784	NotSig	0.169	0.136	0.015	0.142	0.88	0.046	0.163	0.25	0.007	0.015	0.001	0.007	0.054	0.025	0.208	0.08	0.026	0.086	0.021	0.006	0.075	0.012	0.051	0.011	0.072	0.004	0.013	0.077	0.013	0.023	0.017	0.007	0.009	0.008	0.014	0.044	0.137	0.042	0.436	0.093	0.137	0.179	0.099	0.046	0.058	2.277	0.737	0.089	0.005	0
ASV_158	-2.298	16.672	0.656964080982657	0.965294924060784	NotSig	0.071	0.349	0.005	0	0.001	0.015	0	0.01	0	0.581	0.026	0	0	0	0.094	1.257	0	0.04	0	0.375	10.441	0.215	0.348	0.004	0	0	0	0.003	0	0	0	0.007	0.021	0.422	0.003	0	0.029	0.002	0.104	0.091	0.012	0.004	0.016	0.033	0.006	0.012	0.003	0	0.031	0.018
ASV_220	1.256	14.556	0.795169645264776	0.965294924060784	NotSig	0.399	0.167	0.223	2.409	0.131	0.428	0.121	0.062	0.196	0.022	0	0.065	0.053	0.025	0.051	0.053	0.104	0.672	0.218	0.162	0.077	0.579	0.081	0.056	0.129	0.011	0.338	0.35	0.253	0.266	0.266	0.265	0.391	0.234	0.321	0.263	0.118	0.097	0.052	0.046	0.084	0.125	0.09	0.204	0.058	0.012	0.115	0.153	0.062	0.015
ASV_134	0.456	12.011	0.278801547981424	0.965294924060784	NotSig	0.11	0.08	0.03	0.035	0.144	0.254	0.154	0.151	0.193	0.012	0.02	0.035	0.056	0.029	0.059	0.413	0.007	0.003	0.021	0	0.009	0.02	0.006	0.043	0.065	0.044	0.131	0.256	0.28	0.037	0.11	0.048	0.078	0.264	0.052	0.131	0.098	0.122	0.11	0.033	0.039	0.013	0.033	0.022	0.13	0.106	0.08	0.143	0.008	0
ASV_207	-2.085	14.484	0.894107450918936	0.965294924060784	NotSig	0.024	0.103	0.002	0	0	0.01	0.013	0.019	0.002	0.138	0.035	0.009	0.005	0	0.001	0	0.007	0.005	0.005	0.292	2.292	0.044	0.045	0.117	0.506	0.169	0	0.004	0	0	0.019	0.026	0.001	0.01	0	0.015	0.004	0	0	0.003	0.114	0.103	0.01	0.018	0.004	0.08	0	0	0.012	0.092
ASV_101	-4.553	12.056	0.454315880513476	0.965294924060784	NotSig	0.002	0.038	0	0	0.005	0.003	0	0.005	0.002	0	0	0	0	0	0.004	0	0	0	0.002	0	0	0	0	0.175	0.009	0.009	0.001	0.004	0.003	0.003	0	0.001	0.001	0.01	0	0	0.011	0	0.006	0.025	0.423	0.426	0	0	0	0.158	0.007	0.194	0	0
ASV_167	-0.982	13.78	0.832102422490036	0.965294924060784	NotSig	0.061	0.12	0.199	0	0.092	0.129	0.057	0.024	0.048	0	0	0.128	0.152	0.071	0.006	0.005	0	0.107	0.006	0.083	0.002	0.009	0	0.013	0	0	0.89	0.031	1.054	0.075	0.029	0.038	0.034	0.001	0.013	0.147	0.027	0.045	1.407	0.016	0.039	0.02	0.037	0.018	0.047	0.009	0.035	0.106	0	0
ASV_149	-0.431	12.823	0.67768913609453	0.965294924060784	NotSig	0.11	0.149	0.335	0.287	0.047	0.122	0.089	0.091	0.015	0.001	0.005	0.058	0.04	0.076	0.048	0.601	0.365	0.095	0.124	0.008	0.018	0.047	0.006	0.009	0.236	0.024	0.025	0.328	0.025	0.061	0.137	0.494	0.096	0.07	0.034	0.056	0.471	0.027	0.055	0.314	0.725	0.114	0.074	0.062	0.02	0.055	0.313	0.483	0.002	0.003
ASV_870	0.523	12.41	0.347730518793963	0.965294924060784	NotSig	0.086	0.06	0.03	0.007	0.233	0.319	0.043	0.027	0.063	0.043	0.009	0.033	0.025	0.024	0.031	0.026	0.06	0.021	0.017	0.016	0.034	0.012	0.002	0.027	0.055	0.004	0.255	0.022	0.092	0.106	0.084	0.029	0.138	0.544	0.051	0.217	0.073	0.012	0.095	0.006	0.009	0.018	0.002	0.007	0.098	0.01	0.033	0.023	0.017	0.003
ASV_210	-1.378	14.975	0.874070643507538	0.965294924060784	NotSig	0.049	0.128	0.005	0.009	0.004	0.17	0.005	0.017	0.012	0.132	0.09	0.016	0.008	0.005	0.026	0.006	0.009	0.016	0.03	0.022	0.057	0.087	0.025	0.018	0.069	0.004	0.269	0.055	0.01	0.11	0.052	0.001	0.029	0.141	0.03	0.001	0.007	0.005	0.095	0.006	0.383	0.078	0.006	0.003	0	0.021	0	0.021	0.048	3.222
ASV_157	-1.904	10.696	0.301356491398082	0.965294924060784	NotSig	0.006	0.021	0.025	0.012	0.002	0	0	0.002	0.002	0.003	0.005	0.03	0.025	0.02	0.001	0	0.014	0.005	0.038	0.053	0.095	0.166	0.074	0.011	0.002	0.018	0.018	0.001	0.013	0.005	0.091	0	0.006	0.001	0.001	0.001	0.003	0	0.027	0	0.012	0.004	0	0.011	0.001	0.001	0.025	0	0	0.051
ASV_144	-0.138	12.996	0.894585900885839	0.965294924060784	NotSig	0.072	0.08	0.008	0	0.013	0.106	0.096	0.077	0.348	0.003	0	0.026	0.019	0.114	0	0.029	0.012	0.012	0.018	0.014	0.007	0.003	0.006	0	0	0	0.061	0.163	0.316	0.139	0.34	0.117	0.19	0.055	0.067	0.817	0.167	0.002	0.006	0	0.042	0.031	0.006	0.012	0.1	0	0.184	0.027	0	0.003
ASV_121	-0.281	13.58	0.775194296529647	0.965294924060784	NotSig	0.099	0.12	0.028	0.011	0.074	0.064	0.191	0.293	0.218	0.01	0.001	0.009	0.005	0.15	0.009	0.002	0.002	0.003	0.008	0.004	0	0.006	0.013	0.121	0.005	0.004	0.539	0.038	0.24	0.102	0.11	0.026	0.062	0.078	0.158	1.224	0.125	0.129	0.223	0.261	0.063	0.114	0.109	0.052	0.365	0.032	0.109	0.173	0.012	0.003
ASV_311	-1.691	13.603	0.321315940887337	0.965294924060784	NotSig	0.058	0.189	0.057	0.091	0.065	0.064	0.102	0.106	0.026	0.009	0.005	0.073	0.02	0.076	0.009	0.014	0.021	0.012	0.048	0.006	0.111	0.015	0.072	0.078	0.369	0.037	0.2	0.26	0.448	0.966	0.043	0.074	0.668	0.109	1.244	0.079	0.052	0.08	0.082	0.654	0.016	0.036	0.64	0.202	0.037	0.237	0.022	0.079	0.167	0.002
ASV_166	2.453	13.142	0.315335075799974	0.965294924060784	NotSig	0.161	0.029	0	0	0.006	0.02	0.008	0.904	0.505	0.001	0.003	0	0	0	0.001	0.002	0	0.003	0	0.004	0	0.003	0	0	0	0.002	0.003	0.01	0.343	0.003	0	0.039	0.01	0.011	0	0	0	0.112	0.354	0.105	0	0	0.018	0.012	0.057	0.009	0.017	0.023	0	0.003
ASV_177	-0.795	12.534	0.711381737175609	0.965294924060784	NotSig	0.044	0.076	0	0.077	0.02	0.003	0.022	0.142	0.015	0.004	0.109	0.007	0.043	0.209	0.048	0.046	0.005	0.229	0.003	0.462	0.055	0.015	0.03	0.096	0.032	0.128	0.009	0.004	0	0.024	0	0.003	0.003	0	0	0.003	0.001	0.259	0.021	0.058	0.137	0.117	0.593	0.008	0.034	0.111	0.019	0.056	0.083	0.003
ASV_235	-0.899	12.376	0.466096721195976	0.965294924060784	NotSig	0.083	0.155	0.061	0.074	0.13	0.125	0.119	0.039	0.188	0.006	0.005	0.059	0.015	0.013	0.01	0.046	0.231	0.016	0.045	0.322	0.073	0.451	0.042	0.056	0.217	0.02	0.344	0.466	0.532	0.133	0.198	0.398	0.464	0.186	0.503	0.068	0.067	0.286	0.031	0.012	0.019	0.123	0.041	0.245	0.046	0.016	0.054	0.107	0.061	0.015
ASV_151	0.355	12.955	0.884487779290663	0.965294924060784	NotSig	0.143	0.112	0.008	0.065	0.03	0.489	0.421	0.197	0.008	0.07	0	0.224	0.175	0.013	0.129	0.469	0.021	0.166	0.08	0.008	0.014	0.003	0.045	0.022	0.185	0.007	0.74	0.099	0.104	0.047	0.033	0.007	0.019	0.013	0.013	0.068	0.143	0.062	0.027	0.033	0.074	0.047	0.066	0.004	0.038	0.794	0.303	0.04	0.031	0
ASV_169	-1.479	12.835	0.234325976733309	0.965294924060784	NotSig	0.025	0.069	0.01	0.012	0.062	0.038	0.012	0.048	0.04	0.001	0	0.03	0.012	0.03	0.095	0.069	0	0.05	0.041	0.01	0.023	0.268	0.023	0.009	0	0	0.022	0.731	0.056	0.004	0.014	0.066	0.141	0.042	0.08	0.005	0.071	0.027	0.061	0.01	0.019	0.013	0.055	0.071	0.338	0.143	0.036	0.024	0.002	0
ASV_128	-2.346	15.815	0.243332955646731	0.965294924060784	NotSig	0.041	0.207	0	0	0	0	0.001	0.365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0.002	0.009	0	0	0	0	0	0	0	0.003	0.009	0.007	0.14	0.077	0.168	1.148	0	0.002	0.298	0.136	0.118	5.763	0.003	0.164	0	0
ASV_131	3.916	14.311	0.977664669012823	1	NotSig	0.273	0.018	0	0	0	0.009	2.032	0.413	0	0	0.003	0.002	0	0	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0.016	0.001	0.001	0.001	0.071	0.012	0.006	0.058	0.021	0.042	0	0.003	0.007	0.223	0.173	0.002	0.001	0.05	0.006	0.003	0	0	0
ASV_156	-1.289	7.974	0.655318235371671	0.965294924060784	NotSig	0.001	0.003	0	0	0	0.006	0.001	0.002	0.003	0	0	0.002	0	0	0.001	0	0	0.003	0	0	0.002	0	0	0	0.018	0	0.001	0	0.019	0.008	0.007	0.001	0.006	0	0.004	0.025	0.001	0	0	0	0	0.002	0.008	0	0.016	0	0.001	0	0	0
ASV_183	0.808	12.154	1	1	NotSig	0.041	0.023	0	0	0.05	0.309	0.005	0	0	0	0	0	0	0	0.003	0	0	0	0	0	0.002	0	0	0.004	0.005	0.154	0.004	0	0	0.001	0.03	0.06	0.087	0.053	0.456	0.032	0.008	0	0	0	0	0.002	0	0	0	0	0	0	0	0
