ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	DS07P016	DS10P016	DS08P017	DS07P037	DS07P049	DS10P049	DS07P054	DS10P054	DS07P060	DS07P065	DS07P076	DS10P166	DS07P172	DS08P191	DS07P193
ASV_125	-5.539	16.8	0.0509638880117672	0.467086786746955	NotSig	0.017	0.78	0.003	0	0	0	0.022	0	0.004	0.006	0.02	0.007	0	0.133	0.001	0	0	0.001	0.224	0.003	0	0.007	0	0	0	0	0	0.004	0	0.011	0	0.007	0.029	0.065	0.026	11.41	0	0.006	0.01	0.065	0.066	0	0
ASV_407	-4.413	17.826	0.371348113501989	0.649900536559303	NotSig	0.075	1.593	0	0.003	0.003	0.139	0.133	0.23	0	0.001	0.013	0	1.087	0.001	0.221	0.001	0.003	0.001	0	0.089	0.009	0.003	0	0.007	0	0	0	0	0	0	0.002	0.435	0.024	0.019	0.131	0.007	0.017	0	0.01	0.009	23.24	0.001	0
ASV_141	0.174	12.931	1	1	NotSig	0.086	0.076	0.017	0.062	0.781	0.036	0.006	0.055	0.01	0	0.024	0.003	0.001	0.387	0	0.047	0	0.014	0.031	0.004	0.445	0.01	0.034	0.14	0	0.002	0.061	0.062	0.048	0.477	0.255	0.01	0.06	0.172	0.022	0	0.015	0	0.067	0.008	0.006	0	0.003
ASV_127	-0.801	13.717	0.173188798356961	0.628531312753992	NotSig	0.096	0.167	0.123	0.125	0.003	0	0.031	0.489	0	0.001	0.002	0.001	0	0	0	0	0	0.049	0	0	0	0	0	0	0.296	0.007	0.022	1.346	0.106	0.181	0.104	0.007	0.046	1.147	0.163	0.751	0	0.001	0.001	0	0.001	0	0
ASV_140	-0.815	12.159	0.208117369938178	0.649900536559303	NotSig	0.025	0.045	0.07	0.042	0.1	0.387	0.004	0.01	0	0.015	0.007	0	0	0	0	0	0	0	0	0	0	0	0.001	0.008	0	0	0.015	0.001	0.006	0.059	0.047	0.457	0.062	0.007	0.021	0.003	0	0.006	0.001	0.001	0	0	0
ASV_135	0.495	13.495	0.116694111582756	0.587515413504591	NotSig	0.057	0.04	0.058	0.096	0.089	1.154	0.009	0.012	0	0	0.001	0	0.001	0	0	0	0.015	0.04	0	0	0	0	0	0	0	0	0	0	0.002	0.01	0.026	0.44	0.031	0.023	0.065	0.001	0	0.001	0	0	0	0.003	0.002
ASV_147	-0.437	12.112	0.635443853241502	0.802270568990388	NotSig	0.061	0.082	0.231	0.328	0.354	0.15	0.003	0.007	0.002	0.165	0.007	0	0.004	0.001	0	0	0	0.168	0.023	0.033	0.003	0.004	0.004	0.048	0.002	0.022	0.01	0.006	0.443	0.184	0.118	0.225	0.003	0.002	0.025	0.002	0.019	0.007	0.005	0	0.001	0.194	0.003
ASV_158	3.854	15.668	0.367089831021857	0.649900536559303	NotSig	0.316	0.022	0	0.049	0	0.011	0.036	0.005	0	0	0.004	0.748	0.36	0	0	0	0	0.053	0.123	0.176	0.111	0.141	1.118	5.206	0	0.041	0.041	0	0	0.04	0.028	0.13	0.014	0	0.008	0.006	0.06	0	0.006	0	0	0.003	0.035
ASV_220	-0.575	12.299	0.98920043772672	1	NotSig	0.066	0.099	0.125	0.479	0.097	0.152	0.035	0.01	0.002	0.109	0.152	0	0.077	0.004	0.01	0.001	0.127	0.024	0.02	0.121	0.004	0.038	0.015	0.004	0.005	0.005	0.051	0.053	0.229	0.43	0.504	0.081	0.012	0.012	0.021	0.038	0.011	0.102	0.005	0.005	0	0	0.031
ASV_134	3.569	15.995	0.0830926044007089	0.50042992642649	NotSig	0.327	0.028	0.033	0.089	0.114	0.051	0.015	0.065	0.01	0.024	0.011	0.001	0.063	0.026	0.071	0	0.012	0.193	6.531	0.054	0.663	0.083	0.087	0.188	0	0.072	0.05	0	0.029	0.052	0.055	0.029	0.024	0.072	0.044	0.009	0.034	0.037	0.006	0.004	0.004	0	0.014
ASV_207	-0.774	14.355	0.690011342515368	0.80980497836873	NotSig	0.107	0.184	0	0.003	0.003	0	0.048	0	0	0	0.119	0	0	0.177	0.015	0.031	0.258	0.034	1.636	0.088	0.018	0.149	0.014	0.016	0.002	0	0	0.185	0	0.004	0	0	0.032	0.077	0.015	0.174	0.004	0	0.03	0.046	0.267	2.095	0.014
ASV_101	0.784	9.435	0.341219550798901	0.649900536559303	NotSig	0.004	0.002	0	0	0.069	0.013	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.002	0.005	0.014	0.007	0.003	0	0	0	0	0	0	0	0
ASV_167	0.288	10.9	0.55503955097265	0.763743269889489	NotSig	0.015	0.012	0.022	0.073	0.191	0.081	0.001	0.014	0	0.001	0	0	0	0.006	0	0	0	0	0.004	0	0	0.001	0	0	0	0	0	0	0	0.057	0.048	0.037	0.002	0	0.036	0.002	0.006	0	0	0	0	0	0
ASV_149	-0.206	13.002	0.373019834593209	0.649900536559303	NotSig	0.075	0.087	0.82	0.346	0.028	0.436	0.01	0	0	0.001	0.01	0	0.051	0	0	0.001	0.147	0.066	0.019	0	0	0.001	0	0.004	0	0.015	0.006	0	0.295	0.198	0.215	0.315	0.009	0.244	0.001	0.005	0.009	0.001	0.001	0	0	0.001	0.011
ASV_870	0.614	13.969	0.109171270596523	0.587515413504591	NotSig	0.085	0.056	0.026	0.05	1.603	0.152	0.016	0.084	0	0.001	0.006	0	0.005	0.001	0	0	0	0.023	0.059	0	0.003	0.003	0	0	0	0	0	0.19	0.131	0.086	0.061	0.191	0.029	0.039	0.06	0.039	0.002	0	0.002	0	0	0.001	0.196
ASV_210	-1.764	14.566	0.236571706871474	0.649900536559303	NotSig	0.101	0.343	0.003	0.003	0.019	0.036	0.179	0.139	1.261	0	0.055	0	0	0.004	0.359	0	0.216	0.007	0.041	0.019	0.014	0.039	0.01	0.011	0	0	0	0.208	0.002	0.003	0.005	0.015	0.665	0.058	0.059	0.316	1.203	0	0.03	0.348	0.016	0	2.425
ASV_157	0.915	14.348	0.55917144588783	0.763743269889489	NotSig	0.173	0.092	0.038	0.029	0.003	0.004	0.003	0	0.384	0.001	0.002	2.085	0.003	0	0.004	0	0.004	0	0.014	0.043	0.41	0.029	1.061	0.273	0	0.083	0.021	0	0.008	0.18	0.014	0.543	0.328	0.065	0.001	0.108	0.013	0.037	0	0.003	0.074	0	0.002
ASV_144	-0.096	11.793	0.158397284111493	0.628531312753992	NotSig	0.026	0.028	0.082	0.041	0.055	0.118	0.004	0	0	0.355	0	0	0	0	0	0	0	0.004	0.001	0	0	0.009	0	0.009	0	0	0.001	0	0.008	0.075	0.042	0.034	0	0.026	0.004	0.005	0.011	0.212	0.002	0	0	0	0
ASV_121	0.049	10.573	0.550069678269796	0.763743269889489	NotSig	0.03	0.029	0.079	0.026	0.152	0.085	0.018	0.002	0	0.127	0.04	0.001	0	0.001	0	0.003	0.007	0.011	0.03	0.048	0.009	0.015	0.001	0.019	0	0.001	0	0.103	0.031	0.11	0.055	0.034	0.007	0.072	0.009	0.041	0.013	0.034	0.006	0	0	0.021	0
ASV_311	-0.124	12.298	0.423152145174705	0.715127125345252	NotSig	0.059	0.065	0.503	0.062	0.053	0.353	0.004	0.014	0	0.169	0.013	0	0	0	0	0.079	0.172	0.023	0.005	0.077	0.001	0.015	0	0	0	0	0	0	0.272	0.074	0.081	0.403	0.005	0.007	0.068	0.038	0.006	0.013	0.002	0.001	0	0	0
ASV_166	5.411	14.279	0.20907221014563	0.649900536559303	NotSig	0.085	0.002	0.002	0	1.988	0.017	0	0.002	0	0	0	0	0	0	0	0	0	0.001	0.01	0.015	0.08	0.039	0.017	0.024	0	0	0	0.003	0	0.001	0	0.015	0	0.005	0.008	0	0	0	0	0.001	0	0	0
ASV_177	-0.559	11.651	0.300328087706881	0.649900536559303	NotSig	0.029	0.043	0.086	0.013	0.042	0.015	0.013	0.206	0.001	0	0.006	0	0	0	0	0.02	0.218	0	0.003	0.013	0.003	0.004	0.006	0.117	0	0	0	0	0.021	0.001	0.01	0.037	0.019	0.098	0.098	0.002	0	0	0.025	0	0.322	0	0.017
ASV_235	-1.534	13.153	0.644916847813658	0.802270568990388	NotSig	0.05	0.145	0.026	0.068	0.108	0.182	0.001	0.01	0	0.19	0.068	0	0.137	0.004	0.016	0.081	0.032	0.011	0.034	0.045	0.023	0.128	0.025	0.019	0	0.008	0.048	0.034	0.532	0.911	0.376	0.103	0	0.012	0.012	0.036	0.004	0.169	0.002	0.008	0	0	0.006
ASV_151	0.624	13.647	0.259942694877185	0.649900536559303	NotSig	0.06	0.039	0.005	1.283	0.039	0.098	0.004	0.005	0.006	0.031	0.001	0	0	0	0	0	0	0	0.018	0	0	0.067	0	0	0	0	0.002	0	0.006	0.047	0.405	0.034	0.044	0.005	0.001	0	0.028	0.011	0	0	0	0	0.002
ASV_169	-1.146	11.819	0.332422208628913	0.649900536559303	NotSig	0.024	0.053	0.005	0.026	0.125	0.361	0	0.086	0	0.004	0.002	0	0.003	0	0	0	0	0.011	0	0	0	0	0.001	0	0	0	0	0	0.004	0.017	0.094	0.337	0	0.002	0.306	0.037	0	0.001	0	0	0	0	0
ASV_128	-0.598	6.376	0.581007116939467	0.779287323514048	NotSig	0	0.001	0	0	0.008	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0	0	0	0.004	0	0	0	0	0
ASV_131	-0.564	11.886	0.143055038394955	0.628531312753992	NotSig	0.019	0.028	0	0	0.147	0.12	0	0	0	0.193	0.004	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.005	0	0.378	0	0	0	0.018	0.002	0	0.001	0	0.018
ASV_156	-0.563	12.788	0.154853729460052	0.628531312753992	NotSig	0.029	0.042	0.002	0.006	0.017	0.707	0.003	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0.001	0.003	0	0	0	0	0	0	0.017	0.074	0.003	0.528	0	0.002	0	0.002	0	0.001	0	0	0	0	0.005
ASV_183	1.468	12.808	0.529663569570957	0.763743269889489	NotSig	0.071	0.026	0	0	0.717	0.581	0.001	0	0	0	0.008	0	0	0	0	0	0.001	0.531	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0.381	0	0	0.001	0	0	0	0.002	0	0	0	0
