ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083
ASV_141	0.199	12.931	0.136198232947545	0.280701236196769	NotSig	0.086	0.075	0.017	0.062	0.781	0.036	0.006	0.055	0.01	0	0.024	0.003	0.001	0.387	0	0.047	0	0.014	0.031	0.004	0.445	0.01	0.034	0.14	0	0.002	0.061	0.062	0.072	0.202	0.143	0.03	0.172	0.136	0.024	0.017	0	0.06	0.02	0.127	0.036	0.007
ASV_127	1.355	13.717	0.150999542489104	0.300222619772454	NotSig	0.096	0.038	0.123	0.125	0.003	0	0.031	0.489	0	0.001	0.002	0.001	0	0	0	0	0	0.049	0	0	0	0	0	0	0.296	0.007	0.022	1.346	0.127	0	0.035	0	0.012	0.003	0.059	0.02	0	0.132	0.002	0.087	0.004	0.045
ASV_140	-1.909	12.572	0.0589594151667788	0.156372212911588	NotSig	0.025	0.096	0.07	0.042	0.1	0.387	0.004	0.01	0	0.015	0.007	0	0	0	0	0	0	0	0	0	0	0	0.001	0.008	0	0	0.015	0.001	0.044	0.063	0.155	0.388	0.609	0.043	0	0	0	0.017	0.016	0.001	0.001	0
ASV_135	-0.13	13.495	0.0343939004127292	0.12916820377225	Depleted	0.057	0.062	0.058	0.096	0.089	1.154	0.009	0.012	0	0	0.001	0	0.001	0	0	0	0.015	0.04	0	0	0	0	0	0	0	0	0	0	0	0	0.489	0.114	0.056	0.142	0.007	0.009	0.002	0.026	0.009	0.003	0	0.011
ASV_147	-1.072	13.654	0.434756171758432	0.603260393613464	NotSig	0.061	0.128	0.231	0.328	0.354	0.15	0.003	0.007	0.002	0.165	0.007	0	0.004	0.001	0	0	0	0.168	0.023	0.033	0.003	0.004	0.004	0.048	0.002	0.022	0.01	0.006	0.084	0.005	1.289	0.223	0.081	0.027	0.012	0	0.002	0.012	0.014	0.025	0	0.011
ASV_158	4.193	15.668	0.262045023497798	0.434172636971842	NotSig	0.316	0.017	0	0.049	0	0.011	0.036	0.005	0	0	0.004	0.748	0.36	0	0	0	0	0.053	0.123	0.176	0.111	0.141	1.118	5.206	0	0.041	0.041	0	0	0	0.016	0.045	0	0.008	0.007	0.012	0	0	0.002	0.033	0.116	0.003
ASV_220	-0.703	12.226	0.0836643655448736	0.201989682529766	NotSig	0.066	0.108	0.125	0.479	0.097	0.152	0.035	0.01	0.002	0.109	0.152	0	0.077	0.004	0.01	0.001	0.127	0.024	0.02	0.121	0.004	0.038	0.015	0.004	0.005	0.005	0.051	0.053	0.145	0.197	0.113	0.162	0.172	0.38	0.02	0	0.05	0.171	0.054	0.012	0.014	0.021
ASV_134	2.013	15.995	0.402780991440598	0.576864301300517	NotSig	0.327	0.081	0.033	0.089	0.114	0.051	0.015	0.065	0.01	0.024	0.011	0.001	0.063	0.026	0.071	0	0.012	0.193	6.531	0.054	0.663	0.083	0.087	0.188	0	0.072	0.05	0	0.174	0.114	0.101	0.154	0.219	0.107	0.097	0.008	0.018	0.07	0.011	0.02	0.025	0.016
ASV_207	-2.063	15.41	0.761922288223587	0.834426401703008	NotSig	0.107	0.449	0	0.003	0.003	0	0.048	0	0	0	0.119	0	0	0.177	0.015	0.031	0.258	0.034	1.636	0.088	0.018	0.149	0.014	0.016	0.002	0	0	0.185	0.002	0	0	0.061	0.009	0.027	1.652	0.019	0.005	0.125	4.353	0.036	0	0
ASV_101	-4.252	12.961	0.032872168813421	0.126259012033367	Depleted	0.004	0.067	0	0	0.069	0.013	0.004	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.083	0.028	0.016	0.006	0.797	0	0	0.004	0.004	0	0	0	0
ASV_167	-3.298	13.141	0.0113775434088423	0.0864799002769359	Depleted	0.015	0.15	0.022	0.073	0.191	0.081	0.001	0.014	0	0.001	0	0	0	0.006	0	0	0	0	0.004	0	0	0.001	0	0	0	0	0	0	0.061	0.903	0.174	0.045	0.553	0.123	0.006	0.004	0	0	0.005	0	0	0.224
ASV_149	-0.268	13.002	0.161700592610149	0.315358464465903	NotSig	0.075	0.091	0.82	0.346	0.028	0.436	0.01	0	0	0.001	0.01	0	0.051	0	0	0.001	0.147	0.066	0.019	0	0	0.001	0	0.004	0	0.015	0.006	0	0.141	0.685	0.089	0.061	0.037	0.115	0	0	0.005	0.104	0.019	0.007	0	0.008
ASV_870	-0.674	13.969	0.0105199528098186	0.0864799002769359	Depleted	0.085	0.136	0.026	0.05	1.603	0.152	0.016	0.084	0	0.001	0.006	0	0.005	0.001	0	0	0	0.023	0.059	0	0.003	0.003	0	0	0	0	0	0.19	0.004	0.163	0.51	0.138	0.725	0.104	0.104	0.003	0.046	0.042	0.008	0.057	0	0.005
ASV_210	1.011	13.622	0.305424972395284	0.474264927222721	NotSig	0.101	0.05	0.003	0.003	0.019	0.036	0.179	0.139	1.261	0	0.055	0	0	0.004	0.359	0	0.216	0.007	0.041	0.019	0.014	0.039	0.01	0.011	0	0	0	0.208	0.009	0.01	0.035	0	0.016	0.037	0.069	0.103	0.03	0.124	0.024	0.04	0.186	0.018
ASV_157	2.052	14.348	0.258965237432298	0.433318070555033	NotSig	0.173	0.042	0.038	0.029	0.003	0.004	0.003	0	0.384	0.001	0.002	2.085	0.003	0	0.004	0	0.004	0	0.014	0.043	0.41	0.029	1.061	0.273	0	0.083	0.021	0	0.011	0.002	0.346	0.006	0.003	0.195	0.001	0.001	0	0.007	0	0	0	0.01
ASV_144	-1.733	12.435	0.0398393120241666	0.137404974124166	Depleted	0.026	0.087	0.082	0.041	0.055	0.118	0.004	0	0	0.355	0	0	0	0	0	0	0	0.004	0.001	0	0	0.009	0	0.009	0	0	0.001	0	0.035	0.019	0.035	0.032	0.15	0.554	0.027	0	0.341	0.017	0.006	0	0	0
ASV_121	-1.478	11.596	0.0437369230364023	0.14493215672847	Depleted	0.03	0.083	0.079	0.026	0.152	0.085	0.018	0.002	0	0.127	0.04	0.001	0	0.001	0	0.003	0.007	0.011	0.03	0.048	0.009	0.015	0.001	0.019	0	0.001	0	0.103	0.145	0.204	0.143	0.034	0.191	0.045	0.034	0.001	0	0.018	0.009	0.023	0.01	0.31
ASV_311	-1.443	12.52	0.00874700110764475	0.0864799002769359	Depleted	0.059	0.161	0.503	0.062	0.053	0.353	0.004	0.014	0	0.169	0.013	0	0	0	0	0.079	0.172	0.023	0.005	0.077	0.001	0.015	0	0	0	0	0	0	0.587	0.175	0.096	0.136	0.116	0.246	0.007	0.001	0.004	0.513	0.099	0.001	0.003	0.276
ASV_166	-1.625	14.793	0.529697519078306	0.663102820179509	NotSig	0.085	0.261	0.002	0	1.988	0.017	0	0.002	0	0	0	0	0	0	0	0	0	0.001	0.01	0.015	0.08	0.039	0.017	0.024	0	0	0	0.003	0	0.005	0.51	0.014	2.839	0.142	0	0	0	0.002	0	0	0	0.14
ASV_177	0.114	11.088	0.140037671794734	0.285136946184458	NotSig	0.029	0.027	0.086	0.013	0.042	0.015	0.013	0.206	0.001	0	0.006	0	0	0	0	0.02	0.218	0	0.003	0.013	0.003	0.004	0.006	0.117	0	0	0	0	0.004	0	0.186	0.008	0.056	0.027	0.01	0.026	0.004	0.027	0.011	0.007	0.01	0.005
ASV_235	-1.608	13.18	0.0785928839256698	0.19462884697129	NotSig	0.05	0.152	0.026	0.068	0.108	0.182	0.001	0.01	0	0.19	0.068	0	0.137	0.004	0.016	0.081	0.032	0.011	0.034	0.045	0.023	0.128	0.025	0.019	0	0.008	0.048	0.034	0.134	0.253	0.122	0.189	0.128	0.928	0.037	0	0.034	0.074	0.197	0.001	0.001	0.034
ASV_151	-0.139	13.647	0.0269233443834684	0.119738031600162	Depleted	0.06	0.066	0.005	1.283	0.039	0.098	0.004	0.005	0.006	0.031	0.001	0	0	0	0	0	0	0	0.018	0	0	0.067	0	0	0	0	0.002	0	0.015	0.041	0.014	0.454	0.066	0.259	0	0	0.028	0.001	0.003	0.023	0.003	0.017
ASV_169	-5.009	15.984	0.0204105389920678	0.103513508675681	Depleted	0.024	0.774	0.005	0.026	0.125	0.361	0	0.086	0	0.004	0.002	0	0.003	0	0	0	0	0.011	0	0	0	0	0.001	0	0	0	0	0	0.013	0.066	0	3.802	0.062	0.23	0	0	6.481	0.002	0.003	0.011	0	0.17
ASV_128	-10.678	16.486	0.0088528029971848	0.0864799002769359	Depleted	0	0.658	0	0	0.008	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.177	0.021	0.002	0.003	0	0	0.008	0.007	0	0	0	0	0
ASV_131	-2.115	12.363	0.00284625882264083	0.0510399720474176	Depleted	0.019	0.083	0	0	0.147	0.12	0	0	0	0.193	0.004	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527	0.24	0.004	0.156	0.206	0	0	0.011	0.012	0.003	0.003	0.003	0
ASV_156	-1.25	12.788	0.0198613593259851	0.103513508675681	Depleted	0.029	0.068	0.002	0.006	0.017	0.707	0.003	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0.001	0.003	0	0	0	0	0	0	0.007	0.114	0.021	0.635	0.037	0.12	0.002	0	0.002	0	0	0	0	0.01
ASV_183	-1.534	14.626	0.29873235589655	0.471829608845953	NotSig	0.071	0.206	0	0	0.717	0.581	0.001	0	0	0	0.008	0	0	0	0	0	0.001	0.531	0.005	0	0	0	0	0	0	0	0	0	0	0.202	2.528	0.002	0.119	0.005	0	0	0	0.023	0	0	0	0
